	Tput(Mbps)	config
440527	1168.197	mmWave-Drive
441144	1081.861	mmWave-Drive
441735	1235.283	mmWave-Drive
442364	1155.45	mmWave-Drive
442982	1142.829	mmWave-Drive
443592	1160.165	mmWave-Drive
444200	1175.527	mmWave-Drive
444811	1173.769	mmWave-Drive
445429	1148.322	mmWave-Drive
446030	1155.155	mmWave-Drive
446647	1101.31	mmWave-Drive
447239	1161.282	mmWave-Drive
447851	1214.597	mmWave-Drive
448485	1152.919	mmWave-Drive
449093	1112.751	mmWave-Drive
449704	1064.323	mmWave-Drive
450302	1206.115	mmWave-Drive
450932	1146.197	mmWave-Drive
451532	1163.77	mmWave-Drive
452150	1011.664	mmWave-Drive
452734	1026.132	mmWave-Drive
453346	964.023	mmWave-Drive
453963	903.728	mmWave-Drive
454597	841.709	mmWave-Drive
455189	760.322	mmWave-Drive
455800	822.346	mmWave-Drive
456418	911.971	mmWave-Drive
457035	401.623	mmWave-Drive
457628	661.411	mmWave-Drive
458253	718.663	mmWave-Drive
458864	622.665	mmWave-Drive
459482	528.13	mmWave-Drive
460083	581.502	mmWave-Drive
460701	570.852	mmWave-Drive
461319	543.171	mmWave-Drive
461924	553.805	mmWave-Drive
462529	506.607	mmWave-Drive
463124	723.327	mmWave-Drive
463745	916.199	mmWave-Drive
464360	820.134	mmWave-Drive
464975	993.588	mmWave-Drive
465570	1246.183	mmWave-Drive
466204	934.405	mmWave-Drive
466798	992.843	mmWave-Drive
467431	1174.571	mmWave-Drive
468025	1121.939	mmWave-Drive
468642	1259.887	mmWave-Drive
469235	1465.456	mmWave-Drive
469838	1447.988	mmWave-Drive
470463	1224.22	mmWave-Drive
471072	1509.569	mmWave-Drive
471667	1223.242	mmWave-Drive
472301	1257.33	mmWave-Drive
472926	1017.112	mmWave-Drive
473504	805.037	mmWave-Drive
474120	1053.727	mmWave-Drive
474745	765.307	mmWave-Drive
475340	1108.786	mmWave-Drive
475958	1232.268	mmWave-Drive
476575	1523.601	mmWave-Drive
477168	1975.583	mmWave-Drive
477795	2044.928	mmWave-Drive
478397	2095.622	mmWave-Drive
479020	1982.143	mmWave-Drive
479617	2230.282	mmWave-Drive
480241	1910.599	mmWave-Drive
480829	2147.401	mmWave-Drive
481469	2002.965	mmWave-Drive
482068	1674.053	mmWave-Drive
482669	1655.166	mmWave-Drive
483286	1390.622	mmWave-Drive
483907	1319.869	mmWave-Drive
484501	1358.264	mmWave-Drive
485126	1314.261	mmWave-Drive
485717	1274.948	mmWave-Drive
486329	1237.881	mmWave-Drive
486947	1218.157	mmWave-Drive
487573	1041.745	mmWave-Drive
488170	904.109	mmWave-Drive
488792	948.962	mmWave-Drive
489394	901.403	mmWave-Drive
489997	898.856	mmWave-Drive
490629	993.008	mmWave-Drive
491231	826.844	mmWave-Drive
491830	689.428	mmWave-Drive
492458	682.062	mmWave-Drive
493058	697.866	mmWave-Drive
493669	576.039	mmWave-Drive
494295	621.943	mmWave-Drive
494888	660.246	mmWave-Drive
495505	646.84	mmWave-Drive
496107	653.036	mmWave-Drive
496717	577.04	mmWave-Drive
497331	805.41	mmWave-Drive
497922	868.496	mmWave-Drive
498562	673.689	mmWave-Drive
499180	627.395	mmWave-Drive
499755	581.888	mmWave-Drive
500370	560.525	mmWave-Drive
500992	582.592	mmWave-Drive
501601	682.982	mmWave-Drive
502212	696.868	mmWave-Drive
502827	642.381	mmWave-Drive
503439	520.928	mmWave-Drive
504056	622.931	mmWave-Drive
504658	498.033	mmWave-Drive
505231	621.11	mmWave-Drive
505865	576.311	mmWave-Drive
506474	613.524	mmWave-Drive
507090	630.862	mmWave-Drive
507682	725.812	mmWave-Drive
508308	610.987	mmWave-Drive
508916	693.942	mmWave-Drive
509526	629.297	mmWave-Drive
510131	563.083	mmWave-Drive
510754	549.526	mmWave-Drive
511343	505.735	mmWave-Drive
511968	561.188	mmWave-Drive
512567	544.717	mmWave-Drive
513185	489.249	mmWave-Drive
513784	547.013	mmWave-Drive
514420	497.945	mmWave-Drive
515024	507.408	mmWave-Drive
515634	489.121	mmWave-Drive
516232	485.173	mmWave-Drive
516843	304.754	mmWave-Drive
517215	0.166	mmWave-Drive
517221	0.181	mmWave-Drive
517228	0.2	mmWave-Drive
517236	0.183	mmWave-Drive
517242	0.168	mmWave-Drive
517250	0.22	mmWave-Drive
517258	212.018	mmWave-Drive
517725	427.338	mmWave-Drive
518346	110.194	mmWave-Drive
518481	0.216	mmWave-Drive
518490	0.149	mmWave-Drive
518497	0.142	mmWave-Drive
518505	0.189	mmWave-Drive
518513	0.276	mmWave-Drive
518521	0.208	mmWave-Drive
518529	0.192	mmWave-Drive
518536	0.23	mmWave-Drive
518545	0.255	mmWave-Drive
518553	0.289	mmWave-Drive
518560	0.216	mmWave-Drive
518569	0.212	mmWave-Drive
518576	0.246	mmWave-Drive
518584	0.223	mmWave-Drive
518591	0.241	mmWave-Drive
518598	217.293	mmWave-Drive
518986	470.373	mmWave-Drive
519578	520.739	mmWave-Drive
520190	519.498	mmWave-Drive
520815	104.206	mmWave-Drive
520931	0.258	mmWave-Drive
520939	0.201	mmWave-Drive
520946	0.195	mmWave-Drive
520953	0.248	mmWave-Drive
520961	0.215	mmWave-Drive
520969	0.223	mmWave-Drive
520976	107.25	mmWave-Drive
521317	296.989	mmWave-Drive
521773	0.202	mmWave-Drive
521779	0.282	mmWave-Drive
521789	0.263	mmWave-Drive
521796	0.234	mmWave-Drive
521804	0.179	mmWave-Drive
521812	0.246	mmWave-Drive
521820	0.227	mmWave-Drive
521828	0.227	mmWave-Drive
521835	0.241	mmWave-Drive
521843	0.25	mmWave-Drive
521851	0.237	mmWave-Drive
521857	0.175	mmWave-Drive
521865	0.235	mmWave-Drive
521873	0.201	mmWave-Drive
521879	0.232	mmWave-Drive
521887	0.216	mmWave-Drive
521895	0.222	mmWave-Drive
521902	291.693	mmWave-Drive
522367	131.643	mmWave-Drive
522569	351.276	mmWave-Drive
523138	321.94	mmWave-Drive
523623	0.209	mmWave-Drive
523631	0.117	mmWave-Drive
523639	0.2	mmWave-Drive
523647	0.075	mmWave-Drive
523652	0.223	mmWave-Drive
523660	0.256	mmWave-Drive
523667	0.212	mmWave-Drive
523675	12.723	mmWave-Drive
523803	132.339	mmWave-Drive
523975	0.301	mmWave-Drive
523985	0.15	mmWave-Drive
523992	0.172	mmWave-Drive
523999	94.634	mmWave-Drive
524221	243.369	mmWave-Drive
524600	370.939	mmWave-Drive
525037	205.616	mmWave-Drive
525337	371.212	mmWave-Drive
525865	391.534	mmWave-Drive
526349	275.277	mmWave-Drive
526577	144.633	mmWave-Drive
526708	796.397	mmWave-Drive
526709	37.546	mmWave-Drive
527062	592.55	mmWave-Drive
527477	443.005	mmWave-Drive
527739	683.157	mmWave-Drive
528053	719.866	mmWave-Drive
528346	757.857	mmWave-Drive
528658	843.442	mmWave-Drive
528953	871.462	mmWave-Drive
529261	970.564	mmWave-Drive
529554	945.71	mmWave-Drive
529906	1021.251	mmWave-Drive
530236	1146.219	mmWave-Drive
530609	1412.028	mmWave-Drive
531003	1184.475	mmWave-Drive
531412	1439.132	mmWave-Drive
531906	1412.312	mmWave-Drive
532528	1221.283	mmWave-Drive
533113	1619.213	mmWave-Drive
533756	1863.093	mmWave-Drive
534351	1955.566	mmWave-Drive
534969	1584.11	mmWave-Drive
535587	1461.269	mmWave-Drive
536180	1628.922	mmWave-Drive
536782	1573.513	mmWave-Drive
537410	1437.844	mmWave-Drive
538033	1372.211	mmWave-Drive
538588	1874.5	mmWave-Drive
539208	1645.855	mmWave-Drive
539834	1775.726	mmWave-Drive
540418	1604.747	mmWave-Drive
540958	1466.977	mmWave-Drive
541474	1807.733	mmWave-Drive
542059	1982.233	mmWave-Drive
542666	1845.383	mmWave-Drive
543271	1796.085	mmWave-Drive
543898	1800.394	mmWave-Drive
544500	1835.321	mmWave-Drive
545107	1824.135	mmWave-Drive
545725	1397.908	mmWave-Drive
546212	1766.904	mmWave-Drive
546766	1327.931	mmWave-Drive
547248	1620.428	mmWave-Drive
547764	1834.34	mmWave-Drive
548383	1837.318	mmWave-Drive
548993	1652.013	mmWave-Drive
549552	1440.819	mmWave-Drive
550042	1374.896	mmWave-Drive
550467	1410.426	mmWave-Drive
550913	1293.301	mmWave-Drive
551357	1290.232	mmWave-Drive
551806	1518.648	mmWave-Drive
552333	1422.3	mmWave-Drive
552746	1379.06	mmWave-Drive
553277	1922.699	mmWave-Drive
553929	1705.44	mmWave-Drive
554506	1807.267	mmWave-Drive
555114	1904.011	mmWave-Drive
555715	1836.985	mmWave-Drive
556368	1721.3	mmWave-Drive
556949	1926.049	mmWave-Drive
557579	1825.654	mmWave-Drive
558197	1811.029	mmWave-Drive
558814	1691.621	mmWave-Drive
559398	1836.183	mmWave-Drive
560020	1937.384	mmWave-Drive
560643	1832.937	mmWave-Drive
561261	1717.224	mmWave-Drive
561854	1836.148	mmWave-Drive
562464	1916.005	mmWave-Drive
563098	1730.979	mmWave-Drive
563677	1915.034	mmWave-Drive
564332	1814.042	mmWave-Drive
564934	1815.421	mmWave-Drive
565543	1723.305	mmWave-Drive
566147	1941.059	mmWave-Drive
566771	1724.687	mmWave-Drive
567359	1918.665	mmWave-Drive
567991	1838.669	mmWave-Drive
568600	1707.847	mmWave-Drive
569194	1804.635	mmWave-Drive
569779	1913.874	mmWave-Drive
570430	1702.463	mmWave-Drive
571012	1732.339	mmWave-Drive
571595	1867.293	mmWave-Drive
572182	1846.266	mmWave-Drive
572798	1795.081	mmWave-Drive
573391	1526.679	mmWave-Drive
573918	1911.172	mmWave-Drive
574566	1817.254	mmWave-Drive
575185	1401.41	mmWave-Drive
575689	1460.682	mmWave-Drive
576144	972.877	mmWave-Drive
576455	1569.676	mmWave-Drive
576997	1643.601	mmWave-Drive
577571	1850.162	mmWave-Drive
578178	1691.264	mmWave-Drive
578751	1496.506	mmWave-Drive
579257	1797.315	mmWave-Drive
579877	1785.673	mmWave-Drive
580486	1691.023	mmWave-Drive
581077	1897.318	mmWave-Drive
581706	1795.143	mmWave-Drive
582313	1714.344	mmWave-Drive
582941	1809.069	mmWave-Drive
583522	1794.924	mmWave-Drive
584131	1798.713	mmWave-Drive
584742	1794.745	mmWave-Drive
585335	1773.938	mmWave-Drive
585943	1694.723	mmWave-Drive
586535	1242.572	mmWave-Drive
586970	1658.834	mmWave-Drive
587531	1652.926	mmWave-Drive
588080	1658.044	mmWave-Drive
588636	1203.424	mmWave-Drive
589000	1810.35	mmWave-Drive
589625	1808.29	mmWave-Drive
590235	1808.189	mmWave-Drive
590850	1804.838	mmWave-Drive
591453	1808.388	mmWave-Drive
592059	1807.333	mmWave-Drive
592681	1805.985	mmWave-Drive
593306	1695.221	mmWave-Drive
593890	1907.868	mmWave-Drive
594502	1805.2	mmWave-Drive
595121	1805.378	mmWave-Drive
595746	1806.166	mmWave-Drive
596339	1795.964	mmWave-Drive
596957	1683.991	mmWave-Drive
597542	1897.465	mmWave-Drive
598184	1796.537	mmWave-Drive
598802	1802.996	mmWave-Drive
599395	1688.713	mmWave-Drive
600010	1907.761	mmWave-Drive
600631	1688.766	mmWave-Drive
601220	1898.837	mmWave-Drive
601842	1804.653	mmWave-Drive
602457	1802.599	mmWave-Drive
603082	1802.101	mmWave-Drive
603695	1808.543	mmWave-Drive
604295	1805.605	mmWave-Drive
604908	1806.08	mmWave-Drive
605531	1799.682	mmWave-Drive
606132	1798.967	mmWave-Drive
606745	1804.501	mmWave-Drive
607366	1798.47	mmWave-Drive
607969	1792.055	mmWave-Drive
608587	1791.384	mmWave-Drive
609183	1776.172	mmWave-Drive
609800	1789.178	mmWave-Drive
610420	1809.969	mmWave-Drive
611033	1782.275	mmWave-Drive
611639	1796.659	mmWave-Drive
612261	1810.269	mmWave-Drive
612870	1799.467	mmWave-Drive
613480	1805.125	mmWave-Drive
614087	1795.245	mmWave-Drive
614699	1799.946	mmWave-Drive
615306	1801.337	mmWave-Drive
615917	1806.307	mmWave-Drive
616536	1799.15	mmWave-Drive
617154	1808.976	mmWave-Drive
617755	1803.826	mmWave-Drive
618373	1807.297	mmWave-Drive
618980	1795.164	mmWave-Drive
619600	1807.466	mmWave-Drive
620196	1800.338	mmWave-Drive
620818	1800.515	mmWave-Drive
621437	1802.077	mmWave-Drive
622047	1794.099	mmWave-Drive
622652	1803.719	mmWave-Drive
623264	1801.479	mmWave-Drive
623883	1800.292	mmWave-Drive
624493	1796.428	mmWave-Drive
625102	1805.017	mmWave-Drive
625712	1803.713	mmWave-Drive
626330	1791.004	mmWave-Drive
626939	1707.984	mmWave-Drive
627507	1800.112	mmWave-Drive
628167	1894.817	mmWave-Drive
628768	1823.112	mmWave-Drive
629367	1816.7	mmWave-Drive
630003	1804.699	mmWave-Drive
630603	1829.751	mmWave-Drive
631211	1809.135	mmWave-Drive
631833	1720.202	mmWave-Drive
632450	1897.951	mmWave-Drive
633044	1808.02	mmWave-Drive
633669	1803.358	mmWave-Drive
634279	1805.625	mmWave-Drive
634881	1683.608	mmWave-Drive
635474	1900.546	mmWave-Drive
636096	1833.884	mmWave-Drive
636702	1732.121	mmWave-Drive
637301	1927.42	mmWave-Drive
637935	1717.8	mmWave-Drive
638520	1820.633	mmWave-Drive
639119	1827.01	mmWave-Drive
639758	1931.293	mmWave-Drive
640377	1822.785	mmWave-Drive
640993	1835.569	mmWave-Drive
641600	1710.528	mmWave-Drive
642190	1936.411	mmWave-Drive
642829	1848.924	mmWave-Drive
643439	1714.006	mmWave-Drive
644073	1903.694	mmWave-Drive
644664	1806.991	mmWave-Drive
645277	1700.073	mmWave-Drive
645856	1800.419	mmWave-Drive
646487	1915.07	mmWave-Drive
647121	1720.738	mmWave-Drive
647714	1912.461	mmWave-Drive
648340	1805.279	mmWave-Drive
648958	1794.983	mmWave-Drive
649560	1802.272	mmWave-Drive
650177	1808.329	mmWave-Drive
650785	1696.483	mmWave-Drive
651382	1906.832	mmWave-Drive
652007	1801.834	mmWave-Drive
652624	1805.561	mmWave-Drive
653231	1802.46	mmWave-Drive
653835	1715.242	mmWave-Drive
654469	1897.078	mmWave-Drive
655063	1797.995	mmWave-Drive
655688	1803.521	mmWave-Drive
656286	1806.013	mmWave-Drive
656899	1809.067	mmWave-Drive
657516	1811.638	mmWave-Drive
658125	1697.876	mmWave-Drive
658720	1909.491	mmWave-Drive
659346	1799.765	mmWave-Drive
659963	1808.806	mmWave-Drive
660566	1713.54	mmWave-Drive
661169	1920.63	mmWave-Drive
661794	1823.039	mmWave-Drive
662410	1814.269	mmWave-Drive
663010	1690.874	mmWave-Drive
663619	1779.843	mmWave-Drive
664254	1869.533	mmWave-Drive
664854	1773.173	mmWave-Drive
665458	1786.284	mmWave-Drive
666082	1804.121	mmWave-Drive
666683	1802.583	mmWave-Drive
667292	1800.54	mmWave-Drive
667911	1804.788	mmWave-Drive
668529	1721.456	mmWave-Drive
669147	1921.334	mmWave-Drive
669745	1810.123	mmWave-Drive
670355	1803.999	mmWave-Drive
670959	1809.707	mmWave-Drive
671577	1813.705	mmWave-Drive
672185	1814.97	mmWave-Drive
672812	1808.196	mmWave-Drive
673422	1814.186	mmWave-Drive
674022	1809.098	mmWave-Drive
674638	1805.26	mmWave-Drive
675250	1799.274	mmWave-Drive
675857	1686.126	mmWave-Drive
676459	1878.876	mmWave-Drive
677079	1807.981	mmWave-Drive
677697	1800.946	mmWave-Drive
678315	1720.525	mmWave-Drive
678933	1897.832	mmWave-Drive
679542	1707.414	mmWave-Drive
680152	1873.34	mmWave-Drive
680751	1790.379	mmWave-Drive
681365	1805.677	mmWave-Drive
681981	1808.406	mmWave-Drive
682584	1802.748	mmWave-Drive
683192	1716.361	mmWave-Drive
683826	1887.047	mmWave-Drive
684424	1805.707	mmWave-Drive
685034	1792.913	mmWave-Drive
685654	1801.538	mmWave-Drive
686255	1807.12	mmWave-Drive
686873	1805.385	mmWave-Drive
687491	1800.837	mmWave-Drive
