	Tput(Mbps)	config
522995	244.0	mmWave-Walk
522996	417.0	mmWave-Walk
522997	475.0	mmWave-Walk
522998	203.0	mmWave-Walk
522999	256.0	mmWave-Walk
523000	407.0	mmWave-Walk
523001	235.0	mmWave-Walk
528635	2320.0	mmWave-Walk
528636	80.1	mmWave-Walk
528637	246.0	mmWave-Walk
528638	422.0	mmWave-Walk
528641	491.0	mmWave-Walk
528656	187.0	mmWave-Walk
528659	274.0	mmWave-Walk
528672	407.0	mmWave-Walk
528673	241.0	mmWave-Walk
533906	2350.00013	mmWave-Walk
533954	77.0	mmWave-Walk
533970	217.0	mmWave-Walk
533986	469.0	mmWave-Walk
533992	407.0	mmWave-Walk
534009	182.0	mmWave-Walk
534023	272.0	mmWave-Walk
534024	395.0	mmWave-Walk
534025	237.0	mmWave-Walk
539255	2260.0	mmWave-Walk
539271	79.8	mmWave-Walk
539272	172.0	mmWave-Walk
539296	492.0	mmWave-Walk
539313	301.0	mmWave-Walk
539340	186.0	mmWave-Walk
539351	293.0	mmWave-Walk
539374	435.0	mmWave-Walk
539395	254.0	mmWave-Walk
544868	2209.99987	mmWave-Walk
544869	76.4	mmWave-Walk
544875	182.0	mmWave-Walk
544888	455.0	mmWave-Walk
544902	235.0	mmWave-Walk
544904	180.0	mmWave-Walk
544905	303.0	mmWave-Walk
544906	434.0	mmWave-Walk
544908	261.0	mmWave-Walk
550303	2130.0	mmWave-Walk
550322	79.5	mmWave-Walk
550323	195.0	mmWave-Walk
550324	485.0	mmWave-Walk
550327	257.0	mmWave-Walk
550350	179.0	mmWave-Walk
550372	345.0	mmWave-Walk
550373	447.0	mmWave-Walk
550374	289.0	mmWave-Walk
555800	2280.0	mmWave-Walk
555801	77.6	mmWave-Walk
555802	194.0	mmWave-Walk
555803	441.0	mmWave-Walk
555804	249.0	mmWave-Walk
555805	166.0	mmWave-Walk
555806	347.0	mmWave-Walk
555807	434.0	mmWave-Walk
555808	287.0	mmWave-Walk
561336	2200.0	mmWave-Walk
561337	63.1	mmWave-Walk
561338	163.0	mmWave-Walk
561340	359.0	mmWave-Walk
561371	203.0	mmWave-Walk
561372	144.0	mmWave-Walk
561382	315.0	mmWave-Walk
561466	353.0	mmWave-Walk
561467	249.0	mmWave-Walk
566800	1850.0	mmWave-Walk
566817	89.5	mmWave-Walk
566833	219.0	mmWave-Walk
566841	462.0	mmWave-Walk
566847	275.0	mmWave-Walk
566873	181.0	mmWave-Walk
566875	440.0	mmWave-Walk
566877	452.0	mmWave-Walk
566882	350.0	mmWave-Walk
572243	2470.00013	mmWave-Walk
572244	90.5	mmWave-Walk
572245	198.0	mmWave-Walk
572246	448.0	mmWave-Walk
572247	267.0	mmWave-Walk
572248	169.0	mmWave-Walk
572249	448.0	mmWave-Walk
572250	434.0	mmWave-Walk
572251	363.0	mmWave-Walk
576543	2420.0	mmWave-Walk
576544	74.1	mmWave-Walk
576545	166.0	mmWave-Walk
576546	362.0	mmWave-Walk
576547	216.0	mmWave-Walk
576548	145.0	mmWave-Walk
576549	356.0	mmWave-Walk
576550	348.0	mmWave-Walk
576551	320.0	mmWave-Walk
581248	1990.0	mmWave-Walk
581272	103.0	mmWave-Walk
581273	181.0	mmWave-Walk
581275	351.0	mmWave-Walk
581305	214.0	mmWave-Walk
581306	164.0	mmWave-Walk
581307	314.0	mmWave-Walk
581308	292.0	mmWave-Walk
581309	287.0	mmWave-Walk
586534	1910.0	mmWave-Walk
586535	146.0	mmWave-Walk
586536	225.0	mmWave-Walk
586537	422.0	mmWave-Walk
586538	252.0	mmWave-Walk
586539	239.0	mmWave-Walk
586540	408.0	mmWave-Walk
586541	387.0	mmWave-Walk
586542	373.0	mmWave-Walk
591772	2449.99987	mmWave-Walk
591773	176.0	mmWave-Walk
591774	214.0	mmWave-Walk
591775	453.0	mmWave-Walk
591776	272.0	mmWave-Walk
591777	260.0	mmWave-Walk
591778	456.0	mmWave-Walk
591779	427.0	mmWave-Walk
591780	383.0	mmWave-Walk
596694	2640.0	mmWave-Walk
596695	195.0	mmWave-Walk
596696	227.0	mmWave-Walk
596697	519.0	mmWave-Walk
596698	290.0	mmWave-Walk
596699	286.0	mmWave-Walk
596701	479.0	mmWave-Walk
596702	434.0	mmWave-Walk
596703	443.0	mmWave-Walk
601610	2870.00013	mmWave-Walk
601611	209.0	mmWave-Walk
601612	221.0	mmWave-Walk
601613	513.0	mmWave-Walk
601614	288.0	mmWave-Walk
601615	304.0	mmWave-Walk
601616	498.0	mmWave-Walk
601617	427.0	mmWave-Walk
601618	489.0	mmWave-Walk
607514	2950.00013	mmWave-Walk
607515	191.0	mmWave-Walk
607516	204.0	mmWave-Walk
607518	459.0	mmWave-Walk
607519	247.0	mmWave-Walk
607520	287.0	mmWave-Walk
607521	483.0	mmWave-Walk
607522	386.0	mmWave-Walk
607523	423.0	mmWave-Walk
611496	2680.0	mmWave-Walk
611530	186.0	mmWave-Walk
611532	192.0	mmWave-Walk
611562	382.0	mmWave-Walk
611563	218.0	mmWave-Walk
611566	232.0	mmWave-Walk
611567	409.0	mmWave-Walk
611571	321.0	mmWave-Walk
611581	332.0	mmWave-Walk
616976	2270.00013	mmWave-Walk
616977	277.0	mmWave-Walk
616978	220.0	mmWave-Walk
616979	527.0	mmWave-Walk
616980	276.0	mmWave-Walk
616981	336.0	mmWave-Walk
616982	500.0	mmWave-Walk
616983	408.0	mmWave-Walk
616984	460.0	mmWave-Walk
622943	3000.0	mmWave-Walk
622944	298.0	mmWave-Walk
622945	190.0	mmWave-Walk
623000	445.0	mmWave-Walk
623001	253.0	mmWave-Walk
623002	315.0	mmWave-Walk
623003	449.0	mmWave-Walk
623004	394.0	mmWave-Walk
623005	435.0	mmWave-Walk
627759	2780.0	mmWave-Walk
627761	294.0	mmWave-Walk
627762	178.0	mmWave-Walk
627763	411.0	mmWave-Walk
627764	211.0	mmWave-Walk
627765	286.0	mmWave-Walk
627766	403.0	mmWave-Walk
627767	317.0	mmWave-Walk
627768	364.0	mmWave-Walk
633216	2460.0	mmWave-Walk
633217	387.0	mmWave-Walk
633218	174.0	mmWave-Walk
633220	454.0	mmWave-Walk
633221	257.0	mmWave-Walk
633222	381.0	mmWave-Walk
633223	429.0	mmWave-Walk
633224	374.0	mmWave-Walk
633225	381.0	mmWave-Walk
638589	2840.0	mmWave-Walk
638590	358.0	mmWave-Walk
638591	191.0	mmWave-Walk
638592	408.0	mmWave-Walk
638593	250.0	mmWave-Walk
638594	385.0	mmWave-Walk
638595	430.0	mmWave-Walk
638596	361.0	mmWave-Walk
638597	396.0	mmWave-Walk
644112	2780.0	mmWave-Walk
644141	285.0	mmWave-Walk
644142	188.0	mmWave-Walk
644150	332.0	mmWave-Walk
644162	228.0	mmWave-Walk
644163	279.0	mmWave-Walk
644170	302.0	mmWave-Walk
644171	343.0	mmWave-Walk
644173	251.0	mmWave-Walk
649409	2209.99987	mmWave-Walk
649410	211.0	mmWave-Walk
649411	126.0	mmWave-Walk
649412	235.0	mmWave-Walk
649413	156.0	mmWave-Walk
649414	195.0	mmWave-Walk
649415	231.0	mmWave-Walk
649416	250.0	mmWave-Walk
649417	143.0	mmWave-Walk
654521	1550.0	mmWave-Walk
654522	86.8	mmWave-Walk
654523	51.6	mmWave-Walk
654524	95.9	mmWave-Walk
654525	63.1	mmWave-Walk
654526	83.3	mmWave-Walk
654527	92.5	mmWave-Walk
654528	102.0	mmWave-Walk
654529	63.0	mmWave-Walk
658263	638.0	mmWave-Walk
658264	148.0	mmWave-Walk
658265	89.6	mmWave-Walk
658266	162.0	mmWave-Walk
658267	111.0	mmWave-Walk
658268	166.0	mmWave-Walk
658269	165.0	mmWave-Walk
658270	172.0	mmWave-Walk
658271	123.0	mmWave-Walk
663133	1140.0	mmWave-Walk
663134	383.0	mmWave-Walk
663164	212.0	mmWave-Walk
663165	356.0	mmWave-Walk
663174	230.0	mmWave-Walk
663175	356.0	mmWave-Walk
663176	361.0	mmWave-Walk
663177	398.0	mmWave-Walk
663179	219.0	mmWave-Walk
666278	2520.0	mmWave-Walk
666279	290.0	mmWave-Walk
666280	162.0	mmWave-Walk
666281	290.0	mmWave-Walk
666282	194.0	mmWave-Walk
666283	240.0	mmWave-Walk
666284	245.0	mmWave-Walk
666285	300.0	mmWave-Walk
666286	171.0	mmWave-Walk
670349	1890.0	mmWave-Walk
670350	269.0	mmWave-Walk
670351	155.0	mmWave-Walk
670352	261.0	mmWave-Walk
670353	158.0	mmWave-Walk
670354	232.0	mmWave-Walk
670355	253.0	mmWave-Walk
670356	288.0	mmWave-Walk
670357	172.0	mmWave-Walk
675278	1790.0	mmWave-Walk
675279	394.0	mmWave-Walk
675282	247.0	mmWave-Walk
675300	420.0	mmWave-Walk
675310	256.0	mmWave-Walk
675320	323.0	mmWave-Walk
675321	368.0	mmWave-Walk
675338	461.0	mmWave-Walk
675342	245.0	mmWave-Walk
680591	2710.00013	mmWave-Walk
680592	396.0	mmWave-Walk
680593	227.0	mmWave-Walk
680594	407.0	mmWave-Walk
680595	257.0	mmWave-Walk
680596	331.0	mmWave-Walk
680597	364.0	mmWave-Walk
680598	449.0	mmWave-Walk
680599	245.0	mmWave-Walk
682976	2680.0	mmWave-Walk
682983	214.0	mmWave-Walk
682994	123.0	mmWave-Walk
682998	234.0	mmWave-Walk
683014	107.0	mmWave-Walk
683022	169.0	mmWave-Walk
683036	173.0	mmWave-Walk
683037	204.0	mmWave-Walk
683038	122.0	mmWave-Walk
688260	1350.0	mmWave-Walk
688261	417.0	mmWave-Walk
688262	201.0	mmWave-Walk
688263	401.0	mmWave-Walk
688264	193.0	mmWave-Walk
688265	332.0	mmWave-Walk
688266	362.0	mmWave-Walk
688267	355.0	mmWave-Walk
688268	187.0	mmWave-Walk
693777	2449.99987	mmWave-Walk
693794	461.0	mmWave-Walk
693795	236.0	mmWave-Walk
693796	505.0	mmWave-Walk
693798	220.0	mmWave-Walk
693904	432.0	mmWave-Walk
693906	438.0	mmWave-Walk
693907	408.0	mmWave-Walk
693908	212.0	mmWave-Walk
699384	2910.00013	mmWave-Walk
699385	489.0	mmWave-Walk
699386	205.0	mmWave-Walk
699387	499.0	mmWave-Walk
699388	226.0	mmWave-Walk
699393	459.0	mmWave-Walk
699394	447.0	mmWave-Walk
699395	427.0	mmWave-Walk
699491	217.0	mmWave-Walk
704771	2969.99987	mmWave-Walk
704772	411.0	mmWave-Walk
704773	183.0	mmWave-Walk
704774	435.0	mmWave-Walk
704775	200.0	mmWave-Walk
704776	438.0	mmWave-Walk
704777	424.0	mmWave-Walk
704778	369.0	mmWave-Walk
704779	199.0	mmWave-Walk
710396	2660.0	mmWave-Walk
710411	477.0	mmWave-Walk
710414	211.0	mmWave-Walk
710418	518.0	mmWave-Walk
710433	225.0	mmWave-Walk
710440	490.0	mmWave-Walk
710449	467.0	mmWave-Walk
710450	429.0	mmWave-Walk
710452	226.0	mmWave-Walk
714823	3040.0	mmWave-Walk
714825	422.0	mmWave-Walk
714826	188.0	mmWave-Walk
714832	400.0	mmWave-Walk
714859	190.0	mmWave-Walk
714860	376.0	mmWave-Walk
714885	371.0	mmWave-Walk
714886	351.0	mmWave-Walk
714943	187.0	mmWave-Walk
720423	2489.99987	mmWave-Walk
720433	459.0	mmWave-Walk
720434	201.0	mmWave-Walk
720435	463.0	mmWave-Walk
720441	246.0	mmWave-Walk
720468	449.0	mmWave-Walk
720478	425.0	mmWave-Walk
720495	380.0	mmWave-Walk
720496	204.0	mmWave-Walk
725100	2830.00013	mmWave-Walk
725101	460.0	mmWave-Walk
725102	187.0	mmWave-Walk
725103	463.0	mmWave-Walk
725104	235.0	mmWave-Walk
725105	429.0	mmWave-Walk
725106	430.0	mmWave-Walk
725107	388.0	mmWave-Walk
725108	208.0	mmWave-Walk
729740	2800.0	mmWave-Walk
729741	379.0	mmWave-Walk
729742	179.0	mmWave-Walk
729743	398.0	mmWave-Walk
729744	236.0	mmWave-Walk
729745	381.0	mmWave-Walk
729746	399.0	mmWave-Walk
729747	340.0	mmWave-Walk
729748	180.0	mmWave-Walk
734541	2489.99987	mmWave-Walk
734542	323.0	mmWave-Walk
734543	142.0	mmWave-Walk
734549	312.0	mmWave-Walk
734550	259.0	mmWave-Walk
734551	392.0	mmWave-Walk
734552	393.0	mmWave-Walk
734553	273.0	mmWave-Walk
734554	142.0	mmWave-Walk
739887	2240.0	mmWave-Walk
739917	413.0	mmWave-Walk
739918	171.0	mmWave-Walk
739919	412.0	mmWave-Walk
739925	335.0	mmWave-Walk
739944	465.0	mmWave-Walk
739946	468.0	mmWave-Walk
739956	327.0	mmWave-Walk
739978	172.0	mmWave-Walk
745599	2760.0	mmWave-Walk
745600	400.0	mmWave-Walk
745601	166.0	mmWave-Walk
745602	392.0	mmWave-Walk
745607	334.0	mmWave-Walk
745608	401.0	mmWave-Walk
745609	448.0	mmWave-Walk
745610	351.0	mmWave-Walk
745612	172.0	mmWave-Walk
750849	2660.0	mmWave-Walk
750866	457.0	mmWave-Walk
750876	209.0	mmWave-Walk
750896	468.0	mmWave-Walk
750898	379.0	mmWave-Walk
750900	355.0	mmWave-Walk
750908	355.0	mmWave-Walk
750929	367.0	mmWave-Walk
750980	195.0	mmWave-Walk
756402	2780.0	mmWave-Walk
756403	492.0	mmWave-Walk
756421	209.0	mmWave-Walk
756430	479.0	mmWave-Walk
756448	455.0	mmWave-Walk
756471	376.0	mmWave-Walk
756483	385.0	mmWave-Walk
756484	407.0	mmWave-Walk
756489	203.0	mmWave-Walk
760981	3009.99987	mmWave-Walk
760982	449.0	mmWave-Walk
760983	210.0	mmWave-Walk
760984	452.0	mmWave-Walk
760985	337.0	mmWave-Walk
760986	263.0	mmWave-Walk
760987	399.0	mmWave-Walk
761003	398.0	mmWave-Walk
761013	214.0	mmWave-Walk
767390	2720.0	mmWave-Walk
767391	510.0	mmWave-Walk
767392	218.0	mmWave-Walk
767393	515.0	mmWave-Walk
767394	345.0	mmWave-Walk
767395	123.0	mmWave-Walk
767396	405.0	mmWave-Walk
767397	378.0	mmWave-Walk
767553	204.0	mmWave-Walk
773061	2700.0	mmWave-Walk
773062	507.0	mmWave-Walk
773063	229.0	mmWave-Walk
773064	525.0	mmWave-Walk
773069	398.0	mmWave-Walk
773070	174.0	mmWave-Walk
773071	464.0	mmWave-Walk
773072	450.0	mmWave-Walk
773073	259.0	mmWave-Walk
778459	3009.99987	mmWave-Walk
778460	473.0	mmWave-Walk
778461	203.0	mmWave-Walk
778462	471.0	mmWave-Walk
778463	370.0	mmWave-Walk
778465	170.0	mmWave-Walk
778466	437.0	mmWave-Walk
778467	400.0	mmWave-Walk
778468	211.0	mmWave-Walk
779564	2740.0	mmWave-Walk
779572	91.2	mmWave-Walk
779573	42.9	mmWave-Walk
779578	95.0	mmWave-Walk
779618	84.4	mmWave-Walk
779619	37.2	mmWave-Walk
779620	81.5	mmWave-Walk
779621	78.6	mmWave-Walk
779622	48.3	mmWave-Walk
784212	559.0	mmWave-Walk
784213	360.0	mmWave-Walk
784214	162.0	mmWave-Walk
784215	366.0	mmWave-Walk
784216	322.0	mmWave-Walk
784217	161.0	mmWave-Walk
784218	346.0	mmWave-Walk
784219	315.0	mmWave-Walk
784256	197.0	mmWave-Walk
790477	2230.00013	mmWave-Walk
790478	309.0	mmWave-Walk
790479	145.0	mmWave-Walk
790480	318.0	mmWave-Walk
790481	279.0	mmWave-Walk
790484	139.0	mmWave-Walk
790516	304.0	mmWave-Walk
790522	279.0	mmWave-Walk
790523	154.0	mmWave-Walk
790526	1930.0	mmWave-Walk
790527	160.0	mmWave-Walk
790528	159.0	mmWave-Walk
790529	218.0	mmWave-Walk
790530	218.0	mmWave-Walk
790531	267.0	mmWave-Walk
790534	267.0	mmWave-Walk
790535	170.0	mmWave-Walk
790536	169.0	mmWave-Walk
790537	246.0	mmWave-Walk
790538	246.0	mmWave-Walk
790544	231.0	mmWave-Walk
790545	231.0	mmWave-Walk
790546	254.0	mmWave-Walk
790547	254.0	mmWave-Walk
790548	225.0	mmWave-Walk
790549	225.0	mmWave-Walk
790550	1770.0	mmWave-Walk
790551	1770.0	mmWave-Walk
793933	56.6	mmWave-Walk
793940	200.0	mmWave-Walk
793955	176.0	mmWave-Walk
793960	169.0	mmWave-Walk
793961	38.2	mmWave-Walk
793962	23.5	mmWave-Walk
793965	188.0	mmWave-Walk
793971	36.1	mmWave-Walk
798580	887.0	mmWave-Walk
798587	33.0	mmWave-Walk
798588	263.0	mmWave-Walk
798589	576.0	mmWave-Walk
798590	538.0	mmWave-Walk
798591	21.1	mmWave-Walk
798593	16.6	mmWave-Walk
798594	118.0	mmWave-Walk
798595	32.9	mmWave-Walk
803044	1600.0	mmWave-Walk
803045	22.2	mmWave-Walk
803046	166.0	mmWave-Walk
803047	689.0	mmWave-Walk
803048	599.0	mmWave-Walk
803049	12.4	mmWave-Walk
803050	9.24	mmWave-Walk
803051	65.6	mmWave-Walk
803052	18.4	mmWave-Walk
807496	1580.0	mmWave-Walk
807525	26.2	mmWave-Walk
807526	172.0	mmWave-Walk
807527	834.0	mmWave-Walk
807529	714.0	mmWave-Walk
807547	16.3	mmWave-Walk
807553	13.3	mmWave-Walk
807563	80.2	mmWave-Walk
807565	23.7	mmWave-Walk
813078	1880.0	mmWave-Walk
813089	13.0	mmWave-Walk
813090	78.5	mmWave-Walk
813091	421.0	mmWave-Walk
813093	421.0	mmWave-Walk
813098	8.36	mmWave-Walk
813115	7.3	mmWave-Walk
813127	41.2	mmWave-Walk
813130	12.9	mmWave-Walk
818549	1000.0	mmWave-Walk
818564	4.92	mmWave-Walk
818582	25.2	mmWave-Walk
818583	153.0	mmWave-Walk
818585	161.0	mmWave-Walk
818593	3.71	mmWave-Walk
818597	2.81	mmWave-Walk
818619	16.1	mmWave-Walk
818620	4.77	mmWave-Walk
823960	371.0	mmWave-Walk
823966	6.44	mmWave-Walk
823967	42.8	mmWave-Walk
823977	226.0	mmWave-Walk
823983	235.0	mmWave-Walk
823993	4.87	mmWave-Walk
824003	3.92	mmWave-Walk
824013	23.0	mmWave-Walk
824014	6.32	mmWave-Walk
829455	549.0	mmWave-Walk
829458	8.91	mmWave-Walk
829472	50.7	mmWave-Walk
829488	286.0	mmWave-Walk
829495	279.0	mmWave-Walk
829506	5.61	mmWave-Walk
829509	5.09	mmWave-Walk
829510	25.4	mmWave-Walk
829516	8.26	mmWave-Walk
835022	670.0	mmWave-Walk
835024	9.98	mmWave-Walk
835028	63.8	mmWave-Walk
835035	311.0	mmWave-Walk
835040	311.0	mmWave-Walk
835060	7.03	mmWave-Walk
835061	6.01	mmWave-Walk
835063	31.3	mmWave-Walk
835069	9.76	mmWave-Walk
840609	749.0	mmWave-Walk
840625	4.99	mmWave-Walk
840626	33.8	mmWave-Walk
840641	160.0	mmWave-Walk
840644	159.0	mmWave-Walk
840649	4.02	mmWave-Walk
840662	2.99	mmWave-Walk
840668	15.0	mmWave-Walk
840673	5.07	mmWave-Walk
844145	385.0	mmWave-Walk
844146	4.15	mmWave-Walk
844147	25.4	mmWave-Walk
844148	114.0	mmWave-Walk
844149	110.0	mmWave-Walk
844150	3.39	mmWave-Walk
844151	2.49	mmWave-Walk
844152	11.5	mmWave-Walk
844153	4.86	mmWave-Walk
847216	277.0	mmWave-Walk
847217	2.47	mmWave-Walk
847219	13.8	mmWave-Walk
847232	47.0	mmWave-Walk
847234	62.9	mmWave-Walk
847237	1.07	mmWave-Walk
847241	3.02	mmWave-Walk
847245	10.1	mmWave-Walk
847256	4.8	mmWave-Walk
852081	145.0	mmWave-Walk
852118	4.27	mmWave-Walk
852159	26.9	mmWave-Walk
852280	88.0	mmWave-Walk
852400	97.6	mmWave-Walk
852481	2.42	mmWave-Walk
852578	2.41	mmWave-Walk
852930	10.9	mmWave-Walk
852932	4.7	mmWave-Walk
858454	237.0	mmWave-Walk
858465	5.35	mmWave-Walk
858466	30.7	mmWave-Walk
858471	122.0	mmWave-Walk
858473	125.0	mmWave-Walk
858493	4.67	mmWave-Walk
858494	3.62	mmWave-Walk
858495	13.0	mmWave-Walk
858496	5.97	mmWave-Walk
864068	310.0	mmWave-Walk
864085	4.84	mmWave-Walk
864096	25.6	mmWave-Walk
864100	128.0	mmWave-Walk
864115	101.0	mmWave-Walk
864117	5.12	mmWave-Walk
864130	2.83	mmWave-Walk
864134	14.0	mmWave-Walk
864139	6.18	mmWave-Walk
869686	288.0	mmWave-Walk
869699	7.2	mmWave-Walk
869700	38.1	mmWave-Walk
869713	137.0	mmWave-Walk
869731	142.0	mmWave-Walk
869733	5.65	mmWave-Walk
869736	3.97	mmWave-Walk
869741	14.9	mmWave-Walk
869770	6.71	mmWave-Walk
875306	356.0	mmWave-Walk
875319	4.51	mmWave-Walk
875351	29.7	mmWave-Walk
875353	104.0	mmWave-Walk
875354	121.0	mmWave-Walk
875360	3.9	mmWave-Walk
875373	2.99	mmWave-Walk
875379	10.9	mmWave-Walk
875390	5.2	mmWave-Walk
880925	282.0	mmWave-Walk
880957	8.43	mmWave-Walk
880958	50.4	mmWave-Walk
880959	204.0	mmWave-Walk
880960	196.0	mmWave-Walk
880961	7.8	mmWave-Walk
880962	4.92	mmWave-Walk
880980	21.0	mmWave-Walk
880998	9.18	mmWave-Walk
886558	501.0	mmWave-Walk
886561	5.96	mmWave-Walk
886573	32.8	mmWave-Walk
886578	131.0	mmWave-Walk
886582	116.0	mmWave-Walk
886596	5.54	mmWave-Walk
886597	3.17	mmWave-Walk
886605	14.3	mmWave-Walk
886637	5.98	mmWave-Walk
892175	314.0	mmWave-Walk
892193	2.96	mmWave-Walk
892209	20.0	mmWave-Walk
892237	100.0	mmWave-Walk
892243	87.7	mmWave-Walk
892244	3.57	mmWave-Walk
892245	2.09	mmWave-Walk
892246	9.94	mmWave-Walk
892247	4.52	mmWave-Walk
897786	231.0	mmWave-Walk
897792	4.62	mmWave-Walk
897826	26.0	mmWave-Walk
897827	104.0	mmWave-Walk
897838	103.0	mmWave-Walk
897839	4.12	mmWave-Walk
897840	2.97	mmWave-Walk
897857	10.6	mmWave-Walk
897858	4.71	mmWave-Walk
902649	260.0	mmWave-Walk
902664	6.02	mmWave-Walk
902665	31.0	mmWave-Walk
902712	107.0	mmWave-Walk
902747	110.0	mmWave-Walk
902820	4.44	mmWave-Walk
902893	4.52	mmWave-Walk
903149	11.1	mmWave-Walk
903150	5.7	mmWave-Walk
909032	280.0	mmWave-Walk
909044	2.75	mmWave-Walk
909047	19.0	mmWave-Walk
909068	88.4	mmWave-Walk
909111	91.7	mmWave-Walk
909122	2.97	mmWave-Walk
909137	2.45	mmWave-Walk
909138	6.77	mmWave-Walk
909145	4.41	mmWave-Walk
914650	218.0	mmWave-Walk
914689	5.56	mmWave-Walk
914706	25.5	mmWave-Walk
914717	102.0	mmWave-Walk
914718	103.0	mmWave-Walk
914723	5.11	mmWave-Walk
914729	4.94	mmWave-Walk
914730	10.5	mmWave-Walk
914746	5.72	mmWave-Walk
920243	263.0	mmWave-Walk
920260	6.47	mmWave-Walk
920282	24.7	mmWave-Walk
920283	77.6	mmWave-Walk
920295	88.8	mmWave-Walk
920298	5.23	mmWave-Walk
920303	6.23	mmWave-Walk
920318	10.5	mmWave-Walk
920329	5.47	mmWave-Walk
925632	225.0	mmWave-Walk
925647	3.71	mmWave-Walk
925677	12.7	mmWave-Walk
925681	49.6	mmWave-Walk
925683	45.7	mmWave-Walk
925684	3.42	mmWave-Walk
925694	3.85	mmWave-Walk
925700	5.69	mmWave-Walk
925701	3.85	mmWave-Walk
931234	129.0	mmWave-Walk
931249	4.7	mmWave-Walk
931250	14.2	mmWave-Walk
931270	77.4	mmWave-Walk
931271	74.7	mmWave-Walk
931272	5.09	mmWave-Walk
931285	5.11	mmWave-Walk
931286	7.6	mmWave-Walk
931304	5.71	mmWave-Walk
936027	195.0	mmWave-Walk
936028	11.1	mmWave-Walk
936029	26.0	mmWave-Walk
936030	81.4	mmWave-Walk
936031	87.5	mmWave-Walk
936032	9.28	mmWave-Walk
936033	12.3	mmWave-Walk
936034	13.3	mmWave-Walk
936035	10.6	mmWave-Walk
942419	251.0	mmWave-Walk
942429	14.9	mmWave-Walk
942452	28.7	mmWave-Walk
942457	123.0	mmWave-Walk
942465	122.0	mmWave-Walk
942470	15.4	mmWave-Walk
942480	17.2	mmWave-Walk
942483	17.9	mmWave-Walk
942484	16.7	mmWave-Walk
946971	356.0	mmWave-Walk
946976	3.28	mmWave-Walk
946992	1.58	mmWave-Walk
947013	24.5	mmWave-Walk
947015	7.1	mmWave-Walk
947016	3.81	mmWave-Walk
947024	1.26	mmWave-Walk
947025	6.41	mmWave-Walk
947027	4.58	mmWave-Walk
950854	52.5	mmWave-Walk
951076	0.0	mmWave-Walk
951160	0.022	mmWave-Walk
951316	0.0	mmWave-Walk
951423	0.0	mmWave-Walk
951527	0.0	mmWave-Walk
951528	0.0	mmWave-Walk
951531	0.0	mmWave-Walk
951556	0.0	mmWave-Walk
954434	0.022	mmWave-Walk
954435	0.0	mmWave-Walk
954436	0.0	mmWave-Walk
954437	0.0	mmWave-Walk
954438	0.0	mmWave-Walk
954439	0.0	mmWave-Walk
954440	0.0	mmWave-Walk
954441	0.0	mmWave-Walk
954442	0.0	mmWave-Walk
954443	0.0	mmWave-Walk
954444	12.7	mmWave-Walk
954445	29.3	mmWave-Walk
954446	73.8	mmWave-Walk
954447	61.7	mmWave-Walk
954448	12.5	mmWave-Walk
954449	17.6	mmWave-Walk
954450	11.7	mmWave-Walk
954451	12.8	mmWave-Walk
954452	232.0	mmWave-Walk
954453	13.3	mmWave-Walk
954454	20.8	mmWave-Walk
954455	59.1	mmWave-Walk
954456	76.8	mmWave-Walk
954457	12.6	mmWave-Walk
954458	14.8	mmWave-Walk
954459	20.9	mmWave-Walk
954460	15.8	mmWave-Walk
954461	234.0	mmWave-Walk
954462	10.0	mmWave-Walk
954463	15.7	mmWave-Walk
954464	61.6	mmWave-Walk
954465	61.6	mmWave-Walk
954466	9.71	mmWave-Walk
954467	10.8	mmWave-Walk
954468	16.6	mmWave-Walk
954469	19.2	mmWave-Walk
954470	205.0	mmWave-Walk
954471	14.5	mmWave-Walk
954472	22.0	mmWave-Walk
954473	31.7	mmWave-Walk
954474	36.7	mmWave-Walk
954475	8.28	mmWave-Walk
954476	14.1	mmWave-Walk
954477	22.1	mmWave-Walk
954478	18.6	mmWave-Walk
954479	168.0	mmWave-Walk
954480	15.3	mmWave-Walk
954481	17.5	mmWave-Walk
954482	99.2	mmWave-Walk
954483	78.0	mmWave-Walk
954484	14.5	mmWave-Walk
954485	12.1	mmWave-Walk
954486	18.7	mmWave-Walk
954487	18.1	mmWave-Walk
954488	273.0	mmWave-Walk
954489	10.8	mmWave-Walk
954490	13.2	mmWave-Walk
954491	43.3	mmWave-Walk
954492	43.4	mmWave-Walk
954493	8.35	mmWave-Walk
954494	9.24	mmWave-Walk
954495	13.4	mmWave-Walk
954496	13.6	mmWave-Walk
954497	155.0	mmWave-Walk
954498	15.3	mmWave-Walk
954499	20.9	mmWave-Walk
954500	56.6	mmWave-Walk
954501	69.5	mmWave-Walk
954502	13.9	mmWave-Walk
954503	13.0	mmWave-Walk
954504	21.5	mmWave-Walk
954505	18.3	mmWave-Walk
958257	229.0	mmWave-Walk
958263	24.5	mmWave-Walk
958267	43.1	mmWave-Walk
958268	97.7	mmWave-Walk
958275	137.0	mmWave-Walk
958297	24.3	mmWave-Walk
958303	20.7	mmWave-Walk
958304	40.6	mmWave-Walk
958308	27.9	mmWave-Walk
963713	415.0	mmWave-Walk
963735	50.5	mmWave-Walk
963740	153.0	mmWave-Walk
963765	355.0	mmWave-Walk
963769	325.0	mmWave-Walk
963786	36.3	mmWave-Walk
963821	48.8	mmWave-Walk
