	Tput(Mbps)	config
43039	134.616	Mid-band-Walk
43155	143.694	Mid-band-Walk
43319	137.221	Mid-band-Walk
43443	155.037	Mid-band-Walk
43594	137.694	Mid-band-Walk
43722	138.817	Mid-band-Walk
43858	132.265	Mid-band-Walk
43991	101.789	Mid-band-Walk
44117	65.308	Mid-band-Walk
44225	22.791	Mid-band-Walk
44334	87.64	Mid-band-Walk
44467	141.005	Mid-band-Walk
44579	146.41	Mid-band-Walk
44735	107.928	Mid-band-Walk
44866	146.42	Mid-band-Walk
44997	127.33	Mid-band-Walk
45156	118.636	Mid-band-Walk
45278	131.892	Mid-band-Walk
45426	141.842	Mid-band-Walk
45564	132.703	Mid-band-Walk
45690	174.379	Mid-band-Walk
45834	109.683	Mid-band-Walk
45963	88.561	Mid-band-Walk
46110	91.847	Mid-band-Walk
46247	76.592	Mid-band-Walk
46363	117.895	Mid-band-Walk
46494	73.339	Mid-band-Walk
46622	88.99	Mid-band-Walk
46728	93.494	Mid-band-Walk
46851	64.948	Mid-band-Walk
46999	75.617	Mid-band-Walk
47130	59.545	Mid-band-Walk
47229	91.969	Mid-band-Walk
47378	47.175	Mid-band-Walk
47495	33.029	Mid-band-Walk
47628	113.789	Mid-band-Walk
47768	99.32	Mid-band-Walk
47888	87.645	Mid-band-Walk
48011	98.828	Mid-band-Walk
48124	106.538	Mid-band-Walk
48265	102.357	Mid-band-Walk
48394	93.37	Mid-band-Walk
48516	90.86	Mid-band-Walk
48640	93.299	Mid-band-Walk
48796	96.213	Mid-band-Walk
48896	72.51	Mid-band-Walk
49023	81.104	Mid-band-Walk
49171	75.181	Mid-band-Walk
49309	78.388	Mid-band-Walk
49433	70.606	Mid-band-Walk
49568	65.535	Mid-band-Walk
49690	126.017	Mid-band-Walk
49847	147.137	Mid-band-Walk
49956	114.408	Mid-band-Walk
50100	94.733	Mid-band-Walk
50235	114.909	Mid-band-Walk
50374	174.911	Mid-band-Walk
50507	87.115	Mid-band-Walk
50640	89.043	Mid-band-Walk
50764	93.37	Mid-band-Walk
50899	126.761	Mid-band-Walk
51034	112.347	Mid-band-Walk
51166	159.072	Mid-band-Walk
51300	113.008	Mid-band-Walk
51441	111.915	Mid-band-Walk
51558	100.885	Mid-band-Walk
51701	181.967	Mid-band-Walk
51834	93.13	Mid-band-Walk
51977	138.001	Mid-band-Walk
52107	99.0	Mid-band-Walk
52255	83.597	Mid-band-Walk
52391	109.634	Mid-band-Walk
52519	148.555	Mid-band-Walk
52671	150.71	Mid-band-Walk
52804	170.344	Mid-band-Walk
52932	153.27	Mid-band-Walk
53065	127.546	Mid-band-Walk
53201	112.833	Mid-band-Walk
53339	123.275	Mid-band-Walk
53491	90.506	Mid-band-Walk
53619	55.952	Mid-band-Walk
53752	99.534	Mid-band-Walk
53884	165.711	Mid-band-Walk
54010	137.897	Mid-band-Walk
54160	141.426	Mid-band-Walk
54313	180.633	Mid-band-Walk
54436	190.809	Mid-band-Walk
54579	113.118	Mid-band-Walk
54715	96.632	Mid-band-Walk
54823	130.867	Mid-band-Walk
54952	145.231	Mid-band-Walk
55094	151.334	Mid-band-Walk
55221	114.887	Mid-band-Walk
55346	125.219	Mid-band-Walk
55484	187.798	Mid-band-Walk
55626	150.259	Mid-band-Walk
55742	114.547	Mid-band-Walk
55889	69.943	Mid-band-Walk
56021	134.56	Mid-band-Walk
56151	148.214	Mid-band-Walk
56292	201.364	Mid-band-Walk
56430	174.401	Mid-band-Walk
56583	154.535	Mid-band-Walk
56721	162.322	Mid-band-Walk
56855	153.163	Mid-band-Walk
56975	138.057	Mid-band-Walk
57137	137.088	Mid-band-Walk
57269	173.508	Mid-band-Walk
57413	137.044	Mid-band-Walk
57530	118.09	Mid-band-Walk
57668	127.421	Mid-band-Walk
57813	193.077	Mid-band-Walk
57940	106.947	Mid-band-Walk
58096	151.13	Mid-band-Walk
58229	166.33	Mid-band-Walk
58365	151.774	Mid-band-Walk
58493	171.604	Mid-band-Walk
