Config	tput	cqi
100	4.961	7.5
100	4.782	7.83
100	4.418	8.14
100	5.808	9.0
100	5.872	8.83
100	4.303	8.33
100	5.712	8.29
100	3.286	7.0
100	2.547	5.67
100	2.432	5.71
100	2.585	5.33
100	3.117	5.0
100	4.515	4.17
100	3.827	4.0
100	2.843	3.71
100	2.017	3.0
100	2.174	3.0
100	2.743	3.0
100	2.091	3.0
100	2.554	3.17
100	2.125	3.0
100	1.852	3.14
100	2.062	3.33
100	1.865	3.0
100	1.674	3.17
100	1.491	3.17
100	2.121	3.43
100	2.364	4.0
100	0.907	3.33
100	1.43	3.0
100	0.574	3.0
100	0.388	3.0
100	0.244	3.0
100	0.383	3.0
100	0.364	3.0
100	0.499	3.17
100	0.439	3.0
100	0.296	3.0
100	0.432	3.0
100	5.893	9.86
100	18.781	9.5
100	18.59	9.57
100	19.829	9.71
100	16.59	9.0
100	19.097	9.33
100	19.608	9.86
100	24.748	9.86
100	15.321	9.83
100	19.896	9.83
100	22.691	9.83
100	21.554	9.5
100	5.727	9.43
100	5.161	9.0
100	5.141	9.17
100	3.465	8.33
100	4.446	8.43
100	25.282	9.17
100	26.246	9.57
100	16.822	8.5
100	47.277	8.67
100	45.288	9.71
100	35.73	8.67
100	38.156	8.33
100	37.55	9.17
100	36.732	9.43
100	46.794	9.83
100	34.861	9.83
100	23.761	9.17
100	25.302	9.17
100	37.049	9.6
100	41.866	9.5
100	36.52	9.86
100	31.397	9.86
100	18.839	9.67
100	21.76	9.5
100	17.866	8.86
100	10.033	7.33
100	8.974	5.67
100	7.728	6.29
100	6.551	8.83
100	7.844	7.67
100	6.992	8.17
100	5.371	8.14
100	4.296	8.0
100	0.893	8.33
100	0.004	8.5
100	0.003	9.57
100	12.276	9.17
100	20.207	8.17
100	12.993	7.71
100	25.965	9.83
100	0.002	8.0
100	9.796	9.4
100	16.053	9.86
100	12.394	9.17
100	14.871	9.67
100	11.154	8.14
100	16.432	8.0
100	17.62	8.17
100	19.147	6.4
100	21.95	9.57
100	18.196	9.5
100	14.506	9.0
100	9.615	8.83
100	9.543	9.17
100	1.943	7.0
100	4.576	7.67
100	2.842	8.17
100	0.082	5.67
100	0.003	8.14
100	0.046	7.4
100	6.825	7.33
100	3.555	5.86
100	1.466	5.67
100	0.092	6.0
100	0.257	6.67
100	0.003	5.33
100	0.004	5.71
100	6.446	6.83
100	13.433	6.5
100	15.055	5.67
100	18.111	6.57
100	18.906	9.0
100	14.3	9.5
100	24.068	7.71
100	26.951	9.17
100	30.896	9.17
100	34.595	8.83
100	32.866	9.5
100	35.342	9.71
100	34.407	9.67
100	33.077	9.33
100	37.814	9.43
100	42.657	9.67
100	31.351	9.5
100	27.494	9.71
100	22.081	9.17
100	27.259	9.83
100	25.972	9.5
100	22.259	9.83
100	23.427	8.67
100	34.941	9.67
100	31.533	9.17
100	30.219	9.67
100	24.37	9.17
100	34.184	9.33
100	27.42	9.83
100	34.398	8.83
100	52.58	9.57
100	50.472	8.67
100	47.815	9.33
100	45.215	8.17
100	40.556	7.86
100	44.661	7.83
100	45.804	7.33
100	34.407	8.33
100	25.027	8.5
100	21.251	8.0
100	15.063	6.67
100	24.189	9.83
100	19.257	9.33
100	19.765	8.29
100	27.693	9.5
100	11.728	7.0
100	16.289	7.83
100	23.131	8.67
100	22.89	9.43
100	21.348	9.33
100	21.961	9.83
100	22.591	9.57
100	9.253	9.33
100	10.677	9.33
100	9.871	9.29
100	6.263	9.33
100	11.08	8.83
100	12.355	7.5
100	12.109	8.43
100	15.504	7.5
100	19.031	8.17
100	12.433	9.33
100	11.016	8.29
100	16.793	7.33
100	15.499	8.5
100	12.349	6.33
100	11.529	7.14
100	15.17	7.17
100	16.854	5.83
100	12.892	8.0
100	7.38	7.57
100	5.077	7.83
100	7.84	7.33
100	9.771	7.17
100	12.266	6.71
100	10.879	6.83
100	11.207	6.33
100	14.282	7.17
100	14.309	6.0
100	15.299	6.0
100	14.182	6.0
100	10.429	6.5
100	9.478	8.0
100	10.531	7.0
100	9.527	6.67
100	16.301	5.67
100	13.12	6.57
100	11.773	6.33
100	10.652	6.33
100	11.776	6.83
100	12.137	6.57
100	10.391	6.5
100	10.973	6.33
100	10.841	5.83
100	12.301	5.71
100	9.907	5.33
100	9.171	5.0
100	15.289	5.67
100	11.261	8.29
100	17.336	9.0
100	8.549	8.83
100	0.236	4.17
100	0.001	4.67
100	0.106	3.8
100	0.004	4.29
100	0.001	5.33
100	0.001	4.33
100	0.001	3.17
100	0.001	3.86
100	0.001	3.67
100	0.001	3.17
100	0.001	3.5
100	0.001	3.0
100	0.001	4.0
100	0.001	4.67
100	0.001	4.5
100	0.0	3.14
100	0.001	3.5
100	0.001	4.5
100	0.001	6.33
100	0.0	5.71
100	0.001	5.5
100	0.001	5.33
100	0.001	5.17
100	0.0	5.57
100	0.001	5.17
100	0.001	4.33
100	0.466	5.8
100	0.001	5.17
100	0.001	6.43
100	0.001	5.5
100	0.001	6.83
100	0.001	4.67
100	0.0	4.0
100	0.001	4.67
100	0.001	5.5
100	0.001	6.0
100	0.001	7.14
100	0.001	4.5
100	0.001	4.17
100	0.001	4.83
100	0.0	5.0
100	0.001	5.5
100	0.001	5.83
100	0.001	6.17
100	0.0	7.14
100	0.001	6.0
100	0.001	7.83
100	0.001	8.0
100	0.001	6.43
100	0.001	5.83
100	0.001	5.67
100	0.001	7.0
100	0.0	6.14
100	0.001	7.5
100	0.001	7.5
100	0.001	8.0
100	0.001	7.0
100	0.0	7.57
100	0.001	8.67
100	0.0	8.0
100	0.001	8.5
100	0.001	8.33
100	0.001	8.0
100	0.001	8.86
100	0.001	6.83
100	0.001	6.83
100	0.0	8.14
100	0.001	9.0
100	0.001	9.0
100	0.001	7.5
100	0.0	6.14
100	0.001	5.17
100	0.001	6.0
100	0.001	8.67
100	0.001	8.33
100	0.001	6.17
100	0.001	7.0
100	0.0	6.29
100	0.001	7.83
100	0.001	7.17
100	0.001	8.0
100	0.001	7.57
100	0.001	9.0
100	0.001	7.17
100	0.001	7.5
100	0.001	7.86
100	0.001	8.17
100	0.001	9.33
100	0.001	9.33
100	0.001	8.29
100	0.001	9.0
100	0.001	9.83
100	0.001	8.17
100	0.0	8.86
100	0.001	9.33
100	0.001	9.17
100	0.0	8.86
100	0.0	9.14
100	0.001	9.5
100	0.001	9.33
100	0.001	9.33
100	0.0	9.43
100	0.001	9.67
100	0.001	9.0
100	1.529	7.5
100	7.226	9.17
100	6.135	9.14
100	8.574	8.33
100	7.289	8.33
100	9.713	8.0
100	14.087	9.83
100	19.43	9.71
100	47.838	9.83
100	52.339	8.5
100	61.204	9.17
100	66.22	9.83
100	70.415	9.71
100	67.834	9.83
100	66.371	8.86
100	67.878	9.5
100	66.604	9.57
100	69.657	9.0
100	67.52	8.86
100	43.598	9.0
100	34.364	9.17
100	34.521	9.33
100	34.446	9.0
100	34.353	9.0
100	40.056	9.8
100	56.778	8.67
100	53.728	8.0
100	31.456	8.83
100	39.375	9.33
100	37.434	9.86
100	37.984	9.86
100	52.982	9.71
100	41.376	9.86
100	38.749	9.67
100	37.431	9.83
100	24.023	9.43
100	23.771	9.5
100	40.04	9.83
100	30.543	9.67
100	31.086	9.71
100	34.531	9.33
100	31.993	8.67
100	32.939	9.83
100	31.584	8.57
100	31.925	8.33
100	29.609	8.0
100	25.864	9.5
100	25.952	9.43
100	24.094	8.83
100	25.01	8.33
100	23.359	8.17
100	26.397	8.29
100	29.591	8.67
100	25.36	8.83
100	21.924	8.0
100	21.004	8.14
100	18.598	7.0
100	15.037	7.83
100	11.342	7.17
100	11.59	6.0
100	17.794	5.5
100	12.42	5.67
100	4.825	5.43
100	6.718	6.33
100	4.208	5.4
100	6.384	6.29
100	7.18	8.17
100	5.231	6.0
100	6.231	5.0
100	6.102	6.71
100	6.071	8.0
100	7.904	6.5
100	9.195	7.0
100	8.069	5.14
100	8.23	7.0
100	9.729	7.83
100	1.742	7.67
100	0.001	8.14
100	0.001	8.0
100	0.0	7.17
100	0.001	7.17
100	0.0	7.43
100	0.001	7.17
100	0.001	6.83
100	0.001	7.67
100	0.001	8.0
100	0.001	7.33
100	0.0	7.67
100	0.001	8.67
100	32.732	9.0
100	31.547	8.5
100	34.113	9.57
100	15.244	9.33
100	30.285	9.86
100	43.208	9.0
100	38.561	9.83
100	38.343	9.17
100	42.455	9.29
100	50.707	9.0
100	56.368	9.33
100	69.238	9.5
100	70.288	9.57
100	52.813	9.17
100	62.667	8.83
100	54.664	8.83
100	45.471	9.17
100	40.772	9.14
100	34.762	8.5
100	34.638	8.17
100	31.867	8.17
100	37.97	9.29
100	37.857	9.83
100	25.319	8.67
100	34.281	7.83
100	36.217	9.43
100	39.682	9.0
100	36.448	9.0
100	38.497	9.5
100	39.686	8.71
100	44.476	8.5
100	50.342	8.83
100	60.797	8.29
100	67.015	9.83
100	67.847	9.83
100	67.423	9.29
100	66.992	9.83
100	65.003	9.86
100	66.532	9.33
100	66.347	9.71
100	67.93	8.67
100	54.683	9.83
100	50.355	9.29
100	64.279	9.67
100	63.514	9.83
100	44.236	9.33
100	37.878	9.0
100	41.874	9.0
100	50.598	9.0
100	49.637	8.67
100	57.195	9.17
100	41.722	9.33
100	42.29	9.0
100	52.054	9.83
100	55.004	9.67
100	50.138	9.5
100	44.363	9.57
100	45.21	9.17
100	49.797	8.67
100	49.889	9.0
100	50.012	9.0
100	47.763	8.33
100	39.684	9.5
100	14.63	9.33
100	44.13	9.83
100	40.82	9.29
100	11.969	9.83
100	2.676	9.17
100	4.763	9.83
100	7.683	9.71
100	7.988	7.5
100	8.477	7.5
100	3.929	8.83
100	2.742	9.5
100	3.959	9.17
100	3.975	8.83
100	1.967	9.33
100	0.001	8.71
100	0.001	8.17
100	0.001	8.33
100	0.001	8.67
100	0.002	7.14
100	0.001	6.17
100	0.001	5.67
100	0.001	5.0
100	0.001	4.6
100	0.001	4.71
100	0.001	4.5
100	0.002	5.43
100	0.002	6.17
100	0.001	7.33
100	0.001	7.33
100	0.001	8.17
100	0.001	8.29
100	0.001	8.67
100	0.001	7.67
100	0.001	8.14
100	0.001	8.0
100	0.001	7.83
100	0.001	7.83
100	0.001	7.83
100	0.001	7.29
100	0.001	8.0
100	0.001	7.5
100	0.001	7.5
100	0.001	8.29
100	0.001	9.0
100	0.001	8.67
100	0.001	8.0
100	0.001	7.33
100	0.001	7.17
100	0.001	5.67
100	0.001	7.71
100	0.001	7.67
100	0.001	7.83
100	0.001	7.0
100	0.001	7.83
100	0.001	8.71
100	0.001	7.0
100	0.001	5.5
100	0.001	5.17
100	0.001	5.29
100	0.001	5.5
100	0.001	5.0
100	0.001	4.71
100	0.001	5.0
100	0.168	4.67
100	0.002	5.5
100	5.9	9.5
100	5.441	8.67
100	6.534	9.33
100	3.667	8.14
100	4.759	8.33
100	6.578	9.17
100	6.41	9.0
100	4.745	8.0
100	3.635	7.67
100	3.602	8.5
100	1.597	7.67
100	0.426	6.14
100	0.001	6.5
100	0.001	7.5
100	0.001	6.67
100	0.001	7.43
100	0.001	7.0
100	0.001	9.5
100	0.001	9.17
100	0.001	7.0
100	0.001	6.67
100	0.001	8.33
100	0.001	9.0
100	0.001	7.86
100	0.001	9.17
100	0.001	7.17
100	0.001	7.83
100	0.001	8.43
100	0.001	8.17
100	0.001	7.43
100	0.001	6.33
100	0.001	9.5
100	0.001	9.5
100	0.001	8.17
100	0.001	7.29
100	0.001	9.33
100	0.001	6.5
100	0.001	9.17
100	0.001	9.0
100	0.001	8.33
100	0.001	7.17
100	0.001	6.33
100	0.001	5.43
100	0.001	7.33
100	0.001	6.33
100	0.001	6.5
100	0.001	5.43
100	0.001	6.33
100	0.001	6.0
100	0.001	6.67
100	0.001	9.17
100	0.001	9.33
100	0.001	9.0
100	0.001	7.83
100	0.0	7.17
100	0.001	6.67
100	0.001	8.14
100	0.001	7.83
100	0.001	9.57
100	0.001	9.67
100	0.001	9.33
100	0.001	8.29
100	0.001	8.83
100	0.001	8.0
100	0.001	9.17
100	0.001	9.0
100	0.001	9.17
100	0.001	9.83
100	0.001	7.33
100	0.001	8.29
100	0.001	8.67
100	0.001	7.83
100	0.001	9.33
100	0.001	9.43
100	0.001	7.67
100	0.001	6.67
100	0.001	9.0
100	0.001	7.71
100	0.001	7.17
100	0.001	7.33
100	0.001	7.29
100	0.001	7.67
100	0.001	8.33
100	0.001	8.83
100	0.001	8.67
100	0.001	9.71
100	0.001	9.5
100	0.001	9.33
100	0.001	7.0
100	0.001	9.0
100	0.001	7.0
100	0.001	7.83
100	0.001	7.33
100	0.001	5.86
100	0.001	7.17
100	0.001	5.83
100	0.001	6.0
100	0.001	8.29
100	0.001	9.0
100	0.0	8.5
100	0.001	9.33
100	0.001	8.83
100	0.001	9.29
100	0.001	9.5
100	0.001	9.5
100	0.001	9.5
100	0.001	9.71
100	0.001	9.33
100	0.001	7.83
100	0.001	9.83
100	0.001	7.43
100	0.001	8.67
100	0.001	8.33
100	0.001	9.14
100	0.001	9.33
100	0.001	8.33
100	0.0	8.33
100	0.001	9.29
100	0.001	9.67
100	0.001	9.33
100	0.001	7.29
100	0.001	8.67
100	0.001	9.5
100	0.001	6.83
100	0.001	7.71
100	0.001	8.83
100	0.001	9.83
100	0.001	9.5
100	0.001	9.33
100	0.001	9.14
100	0.001	7.0
100	0.001	8.57
100	0.001	9.67
100	0.001	8.5
100	0.001	9.67
100	0.001	9.5
100	0.001	8.43
100	0.001	8.33
100	0.001	8.33
100	0.001	7.57
100	0.001	5.67
100	12.755	9.43
100	24.411	9.67
100	23.716	9.43
100	20.729	9.0
100	18.882	9.0
100	17.049	9.0
100	11.793	9.83
100	11.78	9.86
100	12.019	9.5
100	7.649	9.71
100	6.028	9.17
100	9.178	9.83
100	9.455	9.83
100	8.421	9.33
100	12.781	9.5
100	8.812	8.33
100	9.159	8.67
100	5.501	8.29
100	7.786	8.83
100	4.393	7.83
100	3.922	8.0
100	4.063	7.78
100	3.82	8.0
100	5.044	9.17
100	6.588	8.67
100	6.016	8.71
100	7.007	8.5
100	6.196	8.5
100	6.255	8.17
100	7.799	8.0
100	6.144	7.67
100	5.246	7.33
100	8.165	8.0
100	7.58	8.5
100	10.484	9.67
100	8.832	9.71
100	10.777	9.83
100	12.462	9.83
100	11.747	9.83
100	11.131	9.0
100	10.659	9.17
100	8.354	9.14
100	7.059	9.0
100	9.676	9.43
100	5.155	9.67
100	7.775	9.86
100	10.429	9.83
100	10.954	9.5
100	10.252	9.5
100	8.114	9.0
100	6.959	9.0
100	9.324	9.33
100	10.474	9.67
100	9.231	8.86
100	7.697	8.67
100	9.271	8.83
100	8.81	8.83
100	9.132	8.83
100	9.865	8.29
100	9.578	8.17
100	7.801	7.0
100	6.02	7.86
100	3.413	7.5
100	2.706	7.0
100	3.523	7.83
100	3.243	8.0
100	4.877	7.5
100	6.224	8.17
100	6.539	7.67
100	4.982	7.71
100	4.127	7.5
100	4.619	6.67
100	10.075	8.17
100	5.353	7.57
100	1.149	7.0
100	0.001	6.0
100	0.001	9.0
100	0.001	8.29
100	0.001	6.33
100	0.001	6.0
100	0.001	7.17
100	0.001	7.43
100	0.001	6.83
100	0.001	7.33
100	0.001	6.83
100	0.001	5.71
100	0.001	6.67
100	0.001	7.0
100	0.001	8.33
100	0.001	7.86
100	0.001	7.83
100	0.001	9.5
100	0.001	7.5
100	0.001	9.57
100	0.001	7.67
100	0.001	7.83
100	0.001	7.5
100	0.001	8.0
100	0.001	7.67
100	0.001	5.33
100	0.001	7.17
100	0.0	6.33
100	0.001	6.0
100	0.001	5.67
100	0.001	5.83
100	0.02	6.0
100	0.0	6.5
100	0.001	6.17
100	0.001	5.43
100	0.0	6.0
100	0.001	5.5
100	0.0	5.0
100	0.0	5.33
100	0.0	4.71
100	0.051	5.0
100	0.0	5.25
100	0.029	6.4
100	0.001	6.86
100	0.001	6.0
100	0.001	6.25
100	0.032	4.75
100	0.002	4.0
100	0.002	9.57
100	3.376	7.67
100	1.404	9.5
100	0.98	9.71
100	1.351	8.6
100	3.823	7.14
100	3.889	6.83
100	8.336	7.33
100	12.884	8.83
100	13.123	9.0
100	12.657	9.67
100	6.154	6.83
100	6.479	8.0
100	0.431	8.86
100	0.403	7.75
100	8.212	9.5
100	1.747	7.86
100	1.034	8.0
100	0.497	7.83
100	0.003	9.0
100	0.002	6.67
100	0.005	5.57
100	0.002	5.67
100	0.002	6.33
100	0.001	4.71
100	0.002	5.67
100	0.001	5.0
100	0.001	6.17
100	0.002	5.29
100	0.377	5.33
100	22.764	9.67
100	14.62	9.17
100	17.979	9.43
100	19.684	9.17
100	19.443	9.83
100	22.96	9.5
100	21.989	9.67
100	11.774	9.86
100	3.558	9.17
100	2.16	8.0
100	0.694	6.5
100	0.469	6.0
100	0.734	6.33
100	0.885	6.17
100	1.941	6.67
100	2.224	7.29
100	1.441	5.67
100	0.12	5.33
100	0.002	6.0
100	0.002	6.0
100	0.003	7.0
100	0.004	7.33
100	0.004	6.83
100	0.001	9.71
100	4.58	9.83
100	5.447	9.5
100	5.418	9.83
100	5.194	9.0
100	4.633	9.33
100	6.336	9.83
100	6.908	9.29
100	6.888	9.57
100	7.921	9.0
100	9.529	7.67
100	9.608	9.67
100	9.425	8.67
100	13.693	9.57
100	14.044	9.83
100	14.645	9.83
100	12.708	9.5
100	5.141	8.43
100	12.133	9.67
100	0.943	7.6
100	27.966	9.17
100	5.832	9.17
100	5.229	9.14
100	7.718	9.5
100	6.101	8.83
100	4.92	8.83
100	2.703	8.29
100	2.663	9.33
100	5.261	8.33
100	3.834	8.33
100	9.957	8.5
100	8.225	9.83
100	7.164	9.67
100	4.932	8.43
100	3.858	8.0
100	3.529	8.33
100	3.272	7.83
100	2.965	7.0
100	3.735	7.17
100	5.669	8.67
100	3.332	7.71
100	6.332	8.5
100	0.464	6.83
100	0.002	6.5
100	0.001	6.43
100	0.001	7.17
100	0.002	5.83
100	0.001	7.0
100	0.002	6.43
100	0.002	6.83
100	0.003	5.83
100	0.004	7.83
100	0.002	5.57
100	0.001	6.5
100	0.001	5.83
100	0.002	7.33
100	0.002	7.17
100	0.002	7.43
100	0.003	5.17
100	0.003	8.0
100	0.001	6.67
100	0.001	7.43
100	0.002	8.5
100	0.002	7.33
100	0.002	8.29
100	0.002	6.67
100	0.001	8.0
100	0.002	8.29
100	0.002	6.83
100	0.001	7.17
100	0.001	6.67
100	0.035	6.17
100	0.045	5.5
100	0.001	5.43
100	0.001	7.0
100	0.001	6.83
100	0.001	6.67
100	0.001	7.0
100	0.001	6.67
100	0.002	6.67
100	0.001	8.83
100	0.002	8.29
100	0.002	9.17
100	0.002	9.83
100	0.002	6.0
100	0.003	6.71
100	0.003	6.67
100	0.004	7.0
100	0.005	6.83
100	0.006	6.43
100	0.009	6.67
100	0.001	7.0
100	0.004	7.33
100	0.006	6.86
100	0.004	9.67
100	0.001	9.17
100	0.004	7.17
100	0.006	6.57
100	0.002	6.67
100	0.003	6.83
100	0.001	5.83
100	0.001	5.86
100	0.003	6.4
100	0.086	6.5
100	0.105	6.83
100	0.726	8.33
100	0.163	6.67
100	0.803	5.83
100	0.003	7.0
100	0.001	5.33
100	0.004	6.83
100	0.006	6.29
100	0.003	6.5
100	0.001	5.5
100	0.002	8.86
100	0.002	8.33
100	0.002	6.86
100	0.001	4.83
100	0.001	5.17
100	0.001	4.67
100	0.001	5.57
100	0.001	6.17
100	0.001	5.83
100	0.001	5.0
100	0.0	4.71
100	0.001	4.2
100	26.304	9.17
100	3.463	8.83
100	3.194	8.5
100	0.316	8.57
100	0.001	7.67
100	0.001	8.17
100	2.002	8.14
100	0.423	5.83
100	0.001	5.33
100	0.001	4.5
100	0.001	5.0
100	0.02	4.17
100	0.001	5.17
100	0.001	5.17
100	0.001	6.0
100	0.117	6.14
100	2.018	8.33
100	1.341	9.33
100	0.001	8.5
100	0.001	9.71
100	0.001	8.33
100	0.001	8.83
100	0.001	6.33
100	0.001	7.29
100	0.001	8.33
100	0.001	8.0
100	0.001	8.0
100	0.001	8.71
100	0.001	9.57
100	0.001	9.5
100	5.432	9.83
100	5.252	9.67
100	4.863	9.83
100	5.202	9.83
100	5.149	9.33
100	3.854	8.71
100	3.537	8.33
100	2.106	7.5
100	4.721	9.33
100	2.196	8.0
100	3.028	8.43
100	4.861	8.67
100	4.064	9.17
100	3.319	8.57
100	2.352	8.0
100	3.561	7.5
100	3.174	7.67
100	3.837	8.17
100	5.693	8.57
100	5.731	8.83
100	5.063	8.67
100	7.816	9.83
100	6.514	9.5
100	6.745	9.83
100	6.859	8.83
100	3.941	8.83
100	0.503	7.0
100	0.001	6.29
100	0.001	8.33
100	0.001	6.83
100	0.001	7.29
100	0.001	9.83
100	0.001	8.0
100	0.001	9.17
100	0.001	6.83
100	0.001	7.0
100	0.001	6.0
100	0.001	5.0
100	0.001	5.0
100	0.0	8.0
100	3.911	9.0
100	6.263	8.67
100	6.684	9.71
100	8.215	9.0
100	8.693	7.5
100	8.013	9.86
100	8.318	7.5
100	9.628	7.5
100	4.984	8.67
100	11.75	8.71
100	8.939	8.83
100	11.147	8.17
100	6.352	7.14
100	11.422	8.33
100	7.525	8.0
100	10.174	8.5
100	10.751	8.17
100	12.407	9.71
100	15.04	9.67
100	13.471	8.67
100	12.04	9.17
100	11.045	8.86
100	10.822	8.83
100	9.668	7.33
100	9.98	8.0
100	11.701	8.86
100	10.457	9.0
100	9.072	9.0
100	10.898	9.67
100	11.024	9.43
100	10.192	9.0
100	8.39	7.33
100	7.996	9.14
100	8.423	8.5
100	6.341	7.17
100	6.014	8.5
100	4.796	7.33
100	8.492	8.71
100	1.316	8.17
100	0.001	7.67
100	0.001	7.5
100	0.001	9.57
100	0.001	9.17
100	0.001	7.33
100	0.001	6.67
100	0.001	6.71
100	0.001	6.83
100	0.001	8.0
100	0.001	6.5
100	0.001	6.86
100	0.001	6.33
100	0.001	7.0
100	0.001	7.43
100	0.001	5.83
100	0.001	6.83
100	0.001	7.17
100	0.001	6.14
100	0.001	5.5
100	0.001	6.33
100	0.001	8.0
100	0.001	6.67
100	0.001	7.14
100	0.001	7.17
100	0.001	6.5
100	0.001	6.0
100	0.001	5.83
100	0.001	6.5
100	0.001	6.0
100	0.001	7.0
100	0.001	6.5
100	0.001	7.5
100	0.001	8.5
100	0.001	5.83
100	0.001	6.86
100	0.001	8.0
100	0.001	8.33
100	0.001	8.0
100	0.001	9.43
100	0.001	7.5
100	0.001	8.17
100	0.001	7.33
100	0.001	7.57
100	0.001	9.33
100	15.057	9.67
100	18.239	9.5
100	14.191	8.83
100	13.815	9.17
100	19.908	9.5
100	14.808	9.5
100	14.266	7.67
100	15.249	7.83
100	22.245	9.0
100	10.052	7.86
100	8.206	8.67
100	13.932	8.67
100	12.64	7.83
100	12.244	9.67
100	10.608	7.57
100	11.825	8.0
100	13.496	7.83
100	5.418	9.83
100	8.061	9.5
100	3.849	8.33
100	3.144	9.17
100	0.729	6.0
100	0.001	5.67
100	0.001	6.5
100	0.001	7.5
100	0.001	6.5
100	0.001	7.29
100	0.001	7.33
100	0.001	6.0
100	0.001	3.83
100	0.001	4.86
100	0.001	4.33
100	0.001	6.67
100	0.001	3.33
100	0.007	3.43
100	0.329	6.75
100	0.001	5.83
100	0.001	3.5
100	0.001	4.86
100	0.001	6.0
100	0.001	5.17
100	0.001	6.67
100	0.001	7.71
100	0.001	7.5
100	0.001	7.83
100	0.001	7.0
100	0.001	5.43
100	0.001	5.83
100	0.0	5.33
100	0.001	5.5
100	0.001	7.71
100	0.001	7.33
100	0.001	6.0
100	0.001	6.5
100	0.001	7.29
100	0.001	7.67
100	0.001	7.83
100	0.001	7.0
100	0.001	7.86
100	0.001	7.17
100	0.001	8.0
100	0.001	7.33
100	0.001	6.86
100	0.001	7.83
100	0.001	7.17
100	0.001	6.67
100	0.0	5.43
100	0.001	6.5
100	0.001	7.17
100	0.001	6.33
100	0.001	7.29
100	0.001	7.0
100	0.001	7.33
100	0.001	7.17
100	0.001	6.57
100	0.001	7.17
100	0.0	7.83
100	0.001	7.33
100	0.001	7.0
100	0.001	6.83
100	0.001	7.5
100	0.001	7.0
100	0.001	7.43
100	0.001	6.5
100	0.001	7.5
100	0.001	6.86
100	0.001	6.33
100	0.001	7.67
100	0.001	7.17
100	0.001	7.17
100	0.001	6.71
100	0.001	6.83
100	0.001	5.17
100	0.001	5.5
100	0.0	5.86
100	0.001	7.33
100	0.001	5.83
100	0.001	6.83
100	0.001	7.14
100	0.001	6.33
100	0.001	8.0
100	0.001	8.5
100	0.001	6.71
100	0.001	6.67
100	0.001	6.83
100	0.001	6.33
100	0.001	7.57
100	0.001	6.5
100	0.001	8.5
100	0.001	6.83
100	0.001	6.86
100	0.001	7.33
100	0.001	8.83
100	0.123	6.33
100	0.001	8.14
100	0.001	7.33
100	0.001	8.33
100	0.001	9.33
100	0.001	8.71
100	0.001	5.33
100	0.001	4.67
100	7.223	9.43
100	5.657	8.5
100	8.764	9.83
100	6.528	9.5
100	12.266	9.71
100	19.184	9.67
100	8.991	9.0
100	11.659	9.17
100	8.115	9.43
100	7.621	8.83
100	7.33	8.5
100	12.938	8.83
100	5.27	9.33
100	11.089	9.33
100	8.263	9.5
100	9.767	9.5
100	5.403	9.57
100	10.077	9.83
100	11.976	9.83
100	5.273	8.0
100	7.945	8.17
100	3.233	8.43
100	5.918	9.67
100	9.176	9.33
100	11.992	7.83
100	16.095	8.67
100	16.864	9.0
100	11.827	8.83
100	6.415	8.33
100	7.483	9.57
100	10.759	9.71
100	6.998	9.67
100	4.277	8.0
100	1.145	6.5
100	0.711	5.43
100	2.884	6.5
100	1.706	8.5
100	1.043	7.71
100	0.476	6.5
100	0.001	6.83
100	0.001	6.67
100	0.001	5.86
100	0.001	4.67
100	0.001	4.33
100	0.001	5.33
100	0.001	4.29
100	0.001	7.33
100	14.934	9.57
100	15.503	9.67
100	24.936	9.83
100	24.806	9.83
100	16.611	9.67
100	18.315	9.33
100	17.817	9.67
100	20.658	9.5
100	16.528	9.5
100	12.833	9.17
100	8.658	8.86
100	8.843	8.0
100	7.319	7.67
100	6.051	7.0
100	5.232	6.5
100	4.995	6.57
100	4.929	7.5
100	4.971	6.33
100	4.906	6.0
100	4.731	6.0
100	5.42	6.33
100	5.11	6.67
100	7.49	8.33
100	4.226	6.43
100	3.662	6.33
100	4.106	6.0
100	4.439	6.33
100	5.394	6.57
100	5.168	6.67
100	4.052	6.33
100	3.244	5.83
100	2.593	5.0
100	2.832	5.5
100	2.383	8.4
100	2.613	8.33
100	2.083	6.67
100	1.173	7.14
100	0.952	6.33
100	0.001	5.83
100	0.001	6.0
100	0.001	5.86
100	0.001	6.0
100	0.001	6.17
100	0.001	6.33
100	0.001	6.71
100	0.001	5.83
100	0.001	7.0
100	0.001	6.67
100	0.001	6.57
100	0.001	5.0
100	0.001	5.5
100	0.001	5.83
100	0.001	7.43
100	0.001	5.33
100	0.001	7.83
100	0.001	7.14
100	0.001	7.0
100	1.577	6.33
100	0.732	7.5
100	0.001	7.17
100	0.001	6.86
100	0.001	5.83
100	0.001	6.17
100	0.001	6.67
100	0.001	7.14
100	0.001	6.67
100	0.001	7.33
100	0.001	8.0
100	0.001	7.57
100	0.001	7.17
100	0.001	6.33
100	0.001	6.0
100	0.001	5.86
100	0.001	6.83
100	0.001	5.83
100	0.001	6.0
100	0.001	5.57
100	0.001	5.17
100	0.141	5.83
100	0.055	5.5
100	0.001	5.14
100	0.001	4.83
100	0.001	5.33
100	0.001	4.0
100	0.001	4.33
100	0.001	3.67
100	0.001	4.5
100	0.001	3.5
100	0.001	3.0
100	0.001	3.0
100	0.001	3.0
100	0.001	3.0
100	0.0	3.71
100	0.001	3.0
100	0.002	3.0
100	0.0	3.17
