Config	tput	cqi
100	18.54	15.0
100	22.403	15.0
100	21.785	15.0
100	22.975	15.0
100	24.186	15.0
100	20.261	15.0
100	23.22	15.0
100	23.754	15.0
100	23.351	15.0
100	23.807	15.0
100	24.246	14.17
100	22.991	14.14
100	14.008	12.5
100	14.974	12.71
100	14.0	13.33
100	12.363	13.17
100	11.73	13.0
100	11.712	13.0
100	11.5	12.83
100	12.809	12.5
100	13.924	12.0
100	13.573	12.33
100	14.265	12.0
100	26.004	13.5
100	22.623	13.0
100	24.125	12.83
100	20.678	12.17
100	23.0	15.0
100	7.077	15.0
100	11.348	13.6
100	15.45	12.29
100	13.587	14.0
100	12.378	14.0
100	11.107	13.33
100	10.873	13.0
100	10.57	13.0
100	10.732	12.67
100	8.79	12.0
100	8.453	12.83
100	15.477	14.67
100	13.242	14.0
100	11.607	13.43
100	12.611	13.5
100	10.383	13.17
100	10.771	12.67
100	9.04	12.0
100	11.081	12.67
100	10.746	12.5
100	11.265	13.33
100	10.505	12.83
100	10.237	12.86
100	13.337	13.5
100	15.404	14.17
100	13.137	13.33
100	12.082	12.86
100	12.87	12.5
100	6.583	12.0
100	16.474	12.83
100	20.839	13.57
100	22.922	14.0
100	24.179	13.83
100	22.664	14.83
100	20.369	15.0
100	20.302	15.0
100	22.129	15.0
100	25.054	15.0
100	23.342	15.0
100	21.608	14.83
100	19.446	13.83
100	21.701	15.0
100	12.594	13.57
100	6.337	12.17
100	6.781	12.5
100	8.909	13.0
100	10.779	13.83
100	13.228	14.33
100	12.221	14.43
100	15.894	14.67
100	10.793	13.33
100	12.597	14.57
100	9.717	13.5
100	7.458	12.5
100	8.225	12.67
100	7.801	12.29
100	8.173	13.33
100	7.471	12.33
100	7.21	12.0
100	5.683	12.0
100	13.569	12.29
100	11.957	13.17
100	16.926	14.67
100	10.88	12.67
100	8.492	12.0
100	17.609	12.0
100	26.945	12.33
100	27.537	12.33
100	27.886	13.5
100	27.225	13.0
100	27.629	15.0
100	27.559	12.5
100	27.835	13.0
100	25.407	12.33
100	20.587	13.0
100	20.331	14.57
100	19.971	12.5
100	19.924	12.5
100	21.126	13.17
100	19.493	13.86
100	22.922	12.0
100	25.075	13.17
100	24.758	13.86
100	19.323	13.5
100	14.498	13.67
100	14.711	12.33
100	12.79	13.33
100	14.716	14.83
100	17.262	14.0
100	20.271	15.0
100	22.42	12.17
100	14.598	13.67
100	11.083	12.83
100	15.876	14.29
100	13.975	15.0
100	11.899	15.0
100	13.389	14.67
100	16.464	14.71
100	18.654	15.0
100	20.828	15.0
100	19.6	14.83
100	15.898	15.0
100	17.722	14.83
100	24.593	15.0
100	21.341	14.67
100	8.599	12.57
100	10.579	12.5
100	9.352	13.33
100	11.494	14.0
100	19.157	15.0
100	20.162	15.0
100	20.08	15.0
100	18.677	15.0
100	13.626	15.0
100	14.554	15.0
100	21.013	15.0
100	15.284	15.0
100	14.894	15.0
100	14.676	15.0
100	11.477	13.67
100	13.002	13.86
100	11.035	13.33
100	9.965	12.67
100	10.86	13.43
100	13.637	14.67
100	13.291	15.0
100	12.892	14.17
100	11.341	14.57
100	6.763	13.5
100	9.958	13.83
100	10.633	13.83
100	13.137	14.57
100	9.423	13.83
100	8.949	13.83
100	7.662	13.14
100	7.518	12.71
100	6.894	13.83
100	8.895	14.5
100	10.307	15.0
100	11.154	15.0
100	14.472	15.0
100	16.651	14.17
100	17.856	14.33
100	16.039	13.71
100	17.135	13.5
100	19.391	12.83
100	17.123	13.33
100	18.036	13.86
100	17.505	13.67
100	14.301	12.83
100	13.684	12.83
100	4.951	12.86
100	3.521	12.0
100	2.794	12.33
100	18.359	15.0
100	25.614	15.0
100	26.545	15.0
100	26.83	15.0
100	23.417	15.0
100	23.025	13.0
100	22.224	15.0
100	26.087	15.0
100	23.344	15.0
100	18.567	15.0
100	19.319	15.0
100	14.568	13.33
100	11.637	12.83
100	10.459	12.17
100	0.001	12.83
100	0.001	13.14
100	0.001	14.67
100	0.001	13.33
100	0.0	14.0
100	0.001	13.43
100	12.618	13.83
100	12.66	14.0
100	15.864	14.0
100	9.776	13.17
100	0.673	12.0
100	17.638	13.0
100	10.71	13.33
100	11.883	12.0
100	14.711	13.83
100	11.232	13.67
100	7.9	12.0
100	11.354	12.5
100	15.725	14.83
100	16.935	14.86
100	15.627	13.83
100	13.526	13.17
100	11.239	12.17
100	9.113	12.71
100	9.672	12.83
100	9.714	12.17
100	16.513	12.86
100	17.091	14.17
100	14.607	14.0
100	18.693	13.83
100	18.983	13.29
100	20.203	12.67
100	17.711	13.33
100	17.355	12.5
100	19.302	13.29
100	15.617	13.33
100	17.539	14.5
100	20.036	15.0
100	18.223	15.0
100	19.936	15.0
100	18.86	14.83
100	17.989	14.67
100	18.994	14.17
100	18.183	13.71
100	17.001	14.0
100	20.428	14.67
100	20.136	14.83
100	19.945	15.0
100	16.679	14.17
100	15.784	13.5
100	12.578	13.17
100	12.765	13.0
100	23.537	12.17
100	25.507	12.17
100	26.82	14.67
100	26.596	14.17
100	24.79	13.71
100	22.248	12.0
100	21.098	12.83
100	21.273	12.17
100	21.508	12.0
100	19.874	12.17
100	26.9	13.25
100	28.104	14.17
100	27.632	14.33
100	25.833	14.83
100	22.209	13.0
100	21.527	12.57
100	28.1	14.33
100	27.732	15.0
100	27.865	15.0
100	27.576	15.0
100	23.776	14.5
100	18.627	13.67
100	16.632	13.5
100	17.935	13.5
100	19.625	13.86
100	17.489	13.83
100	20.078	14.33
100	23.096	14.0
100	22.875	13.14
100	24.214	14.0
100	24.835	14.83
100	24.34	14.67
100	17.261	12.57
100	19.357	12.83
100	12.845	12.33
100	20.901	13.5
100	21.513	12.57
100	22.541	13.0
100	24.197	13.0
100	24.639	13.86
100	26.221	13.67
100	24.813	14.0
100	26.615	14.17
100	27.468	13.17
100	25.698	12.5
100	27.143	13.43
100	26.084	12.83
100	25.0	14.33
100	23.141	12.43
100	18.171	12.5
100	24.354	12.5
100	25.35	13.57
100	24.251	13.5
100	22.057	14.17
100	24.346	14.67
100	25.87	14.57
100	24.778	13.17
100	20.158	13.5
100	23.036	15.0
100	23.867	14.67
100	26.127	15.0
100	26.548	15.0
100	25.717	15.0
100	23.844	14.17
100	20.034	13.5
100	19.055	13.57
100	14.743	12.17
100	18.136	13.57
100	21.502	13.33
100	25.713	15.0
100	24.472	14.0
100	24.165	14.71
100	24.747	15.0
100	24.76	14.83
100	25.051	15.0
100	19.582	14.67
100	17.102	14.0
100	12.829	14.33
100	17.369	14.67
100	24.569	14.86
100	22.362	13.5
100	21.795	15.0
100	20.756	14.17
100	24.573	14.14
100	23.187	13.17
100	23.259	13.17
100	20.652	12.17
100	20.397	12.5
100	10.663	12.0
100	12.302	12.17
100	17.773	12.5
100	12.01	12.67
100	14.947	12.67
100	12.134	12.57
100	12.313	12.0
100	10.941	12.17
100	10.509	12.71
100	9.21	12.5
100	13.186	12.67
100	15.632	12.43
100	0.0	12.8
100	18.376	12.0
100	18.815	13.17
100	18.465	12.17
100	15.286	12.43
100	18.826	13.67
100	11.579	14.33
100	10.838	13.29
100	16.555	13.0
100	23.309	14.5
100	24.937	15.0
100	24.261	15.0
100	13.897	15.0
100	24.308	15.0
100	22.163	15.0
100	13.877	13.83
100	5.168	13.17
100	4.701	13.0
100	4.513	14.17
100	7.854	13.57
100	11.219	14.17
100	5.221	15.0
100	20.314	15.0
100	21.292	14.83
100	23.337	14.83
100	24.177	14.67
100	24.42	14.83
100	24.59	13.86
100	23.741	13.67
100	24.025	14.83
100	23.777	14.17
100	24.362	13.14
100	21.719	12.33
100	18.572	12.57
100	17.807	13.17
100	19.45	14.83
100	23.186	14.5
100	21.53	12.83
100	23.847	14.57
100	23.25	13.83
100	23.47	13.83
100	22.876	14.5
100	22.216	13.71
100	24.858	14.33
100	23.658	13.83
100	24.211	14.71
100	23.89	14.83
100	23.8	15.0
100	24.236	15.0
100	23.881	15.0
100	23.859	15.0
100	24.12	15.0
100	23.977	15.0
100	24.267	15.0
100	23.85	14.83
100	23.576	15.0
100	22.426	14.83
100	23.503	15.0
100	24.418	15.0
100	24.707	13.33
100	22.139	12.17
100	24.555	12.0
100	22.937	12.43
100	26.313	12.0
100	26.038	12.33
100	25.111	14.0
100	17.944	13.83
100	20.935	13.33
100	20.069	13.67
100	18.793	13.0
100	19.375	13.33
100	19.591	12.83
100	18.43	13.0
100	21.603	13.14
100	20.786	13.67
100	19.054	13.17
100	18.142	13.17
100	18.824	14.14
100	18.811	13.0
100	19.819	13.0
100	19.139	13.5
100	18.985	13.86
100	21.977	13.17
100	22.059	13.0
100	22.501	13.67
100	24.715	13.0
100	22.356	13.33
100	21.81	14.17
100	19.632	13.0
100	18.831	12.71
100	18.765	13.0
100	18.105	14.5
100	17.762	13.17
100	17.685	13.29
100	18.404	13.5
100	17.464	13.0
100	11.273	12.29
100	13.599	12.17
100	15.619	13.0
100	14.859	13.0
100	17.293	13.57
100	18.042	13.5
100	17.239	13.67
100	22.826	15.0
100	17.622	13.43
100	15.918	12.5
100	12.909	12.5
100	9.365	12.17
100	9.803	12.29
100	14.229	12.83
100	19.079	12.0
100	16.437	12.5
100	19.401	13.33
100	11.538	12.5
100	0.001	12.17
100	48.476	12.0
100	50.62	13.5
100	47.253	15.0
100	44.289	14.0
100	46.552	12.33
100	51.322	12.71
100	49.695	14.0
100	51.534	14.5
100	51.119	14.14
100	45.365	12.17
100	52.111	12.33
100	48.394	12.57
100	48.565	12.67
100	48.178	12.5
100	49.807	12.71
100	50.052	12.67
100	50.437	13.17
100	50.356	13.33
100	50.528	14.29
100	49.801	15.0
100	51.55	15.0
100	50.904	15.0
100	50.12	15.0
100	49.754	15.0
100	41.857	14.83
100	37.075	13.17
100	39.191	12.29
100	42.92	12.11
100	23.111	13.33
100	34.536	13.67
100	8.978	12.33
100	52.728	12.17
100	51.382	13.0
100	52.648	12.71
100	51.304	13.0
100	54.234	13.5
100	53.252	13.14
100	49.931	12.17
100	45.396	12.4
100	47.648	12.67
100	49.206	13.17
100	51.108	13.86
100	51.652	14.33
100	49.348	13.83
100	48.446	12.0
100	49.165	12.5
100	51.059	12.33
100	49.945	13.17
100	48.971	13.83
100	51.321	12.0
100	49.483	12.43
100	47.985	13.67
100	47.736	13.67
100	49.617	13.67
100	49.822	13.86
100	48.382	13.67
100	43.703	12.33
100	39.762	12.0
100	44.857	12.57
100	41.401	12.17
100	41.374	12.5
100	40.55	12.17
100	38.064	12.17
100	28.451	13.17
100	0.0	15.0
100	0.0	15.0
100	2.514	15.0
100	18.349	12.86
100	15.84	12.17
100	17.24	12.83
100	18.581	12.57
100	18.249	12.67
100	18.088	12.17
100	13.854	12.83
100	22.968	13.86
100	20.279	13.17
100	18.477	12.33
100	20.035	12.71
100	22.025	12.83
100	20.725	12.83
100	21.777	12.86
100	20.529	12.67
100	18.981	12.0
100	17.061	12.43
100	14.264	12.17
100	19.658	13.0
100	21.331	13.0
100	23.567	13.67
100	23.609	14.83
100	25.901	13.17
100	26.739	13.67
100	26.345	14.43
100	26.452	15.0
100	27.036	15.0
100	26.27	15.0
100	26.062	15.0
100	26.074	15.0
100	26.217	15.0
100	25.732	15.0
100	25.899	15.0
100	26.148	15.0
100	26.011	15.0
100	26.604	15.0
100	25.447	15.0
100	25.709	15.0
100	25.163	14.83
100	23.745	15.0
100	22.789	15.0
100	24.724	15.0
100	25.412	15.0
100	22.858	15.0
100	25.006	14.71
100	24.498	14.17
100	24.364	15.0
100	24.253	15.0
100	24.557	15.0
100	24.55	13.33
100	25.384	14.83
100	24.754	14.29
100	18.979	12.5
100	27.592	14.33
100	27.521	14.0
100	27.558	15.0
100	27.523	14.83
100	27.691	14.86
100	27.124	15.0
100	24.853	14.5
100	22.242	14.86
100	20.589	13.5
100	17.754	14.5
100	18.563	13.71
100	17.463	12.67
100	17.877	14.17
100	18.69	12.0
100	16.549	12.14
100	7.423	12.17
100	6.388	12.0
100	17.53	13.0
100	22.302	12.67
100	18.8	12.17
100	19.853	13.14
100	17.558	13.17
100	13.551	13.43
100	6.608	13.5
100	8.401	13.33
100	17.232	12.86
100	12.46	13.0
100	9.916	13.0
100	13.802	13.0
100	12.435	12.17
100	9.374	12.33
100	0.001	12.57
100	0.001	12.17
100	0.001	12.5
100	20.837	13.83
100	18.397	12.5
100	23.235	14.29
100	21.17	12.67
100	17.524	13.17
100	19.236	12.67
100	19.888	13.57
100	19.336	14.0
100	16.73	12.67
100	16.708	12.5
100	18.338	13.0
100	19.786	13.33
100	20.207	14.17
100	21.298	14.0
100	22.362	13.14
100	22.233	13.0
100	22.653	13.67
100	22.365	14.0
100	20.653	13.83
100	22.143	14.86
100	21.039	14.5
100	23.073	14.17
100	25.443	14.5
100	24.189	14.71
100	22.458	14.83
100	22.336	14.83
100	22.678	14.33
100	23.879	14.86
100	23.621	14.67
100	19.884	14.17
100	21.461	14.43
100	20.435	13.33
100	19.416	13.5
100	18.797	12.83
100	21.269	13.17
100	24.993	13.43
100	24.645	12.83
100	23.722	14.17
100	23.84	14.17
100	22.068	12.83
100	21.948	13.57
100	21.056	14.17
100	22.008	13.5
100	22.98	13.83
100	23.245	13.0
100	22.194	14.33
100	23.412	14.17
100	23.564	13.14
100	24.689	13.83
100	24.981	14.5
100	25.087	14.83
100	24.656	14.86
100	22.929	12.67
100	24.826	13.17
100	24.907	14.17
100	23.472	14.43
100	18.94	14.83
100	18.615	13.5
100	18.74	12.67
100	20.717	13.71
100	21.372	14.17
100	22.357	12.17
100	24.839	14.5
100	24.734	14.67
100	24.137	12.17
100	21.283	12.67
100	24.411	12.67
100	23.87	12.83
100	23.834	12.0
100	23.163	12.14
100	24.12	12.17
100	19.949	12.83
100	17.26	13.0
100	15.878	12.29
100	19.412	14.0
100	21.448	13.67
100	24.457	13.17
100	25.593	15.0
100	23.45	15.0
100	23.559	14.29
100	22.452	14.0
100	14.504	12.33
100	22.417	13.5
100	19.45	13.57
100	16.734	12.83
100	20.484	12.0
100	16.657	12.0
100	15.76	13.14
100	11.844	12.71
100	13.302	12.83
100	19.328	13.83
100	21.839	13.83
100	13.45	12.0
100	23.583	13.0
100	19.201	14.0
100	15.373	15.0
100	14.287	15.0
100	16.454	15.0
100	17.704	14.83
100	18.28	13.83
100	18.619	12.29
100	21.98	14.33
100	21.583	14.17
100	23.021	14.17
100	21.034	13.71
100	20.541	14.17
100	22.457	14.0
100	21.29	12.5
100	19.259	12.43
100	19.816	12.17
100	17.341	12.5
100	12.397	12.83
100	10.065	12.14
100	17.048	12.0
100	14.818	12.0
100	16.957	13.0
100	14.597	12.29
100	15.951	12.0
100	14.226	12.83
100	16.175	13.0
100	14.186	13.33
100	22.393	12.57
100	22.727	12.83
100	24.477	12.17
100	23.949	12.5
100	23.492	14.33
100	24.434	12.33
100	23.912	13.71
100	24.065	13.8
100	25.164	12.86
100	24.921	12.83
100	24.879	12.0
100	23.717	12.0
100	22.829	12.0
100	20.373	12.14
100	21.501	12.0
100	21.294	12.0
100	20.646	13.0
100	21.173	12.0
100	21.047	12.29
100	21.067	13.0
100	21.233	13.17
100	22.025	12.5
100	21.782	12.17
100	21.45	12.14
100	23.921	12.5
100	24.169	12.33
100	25.142	12.0
100	25.282	13.4
100	22.795	12.33
100	26.184	12.67
100	25.924	12.17
100	21.013	12.5
100	21.926	12.17
100	23.808	12.17
100	16.801	12.17
100	16.15	12.0
100	18.6	12.33
100	21.537	12.67
100	24.165	12.17
100	20.26	12.17
100	19.371	12.33
100	20.191	12.0
100	19.976	12.0
100	19.7	13.43
100	20.859	12.0
100	20.283	14.6
100	21.149	14.14
100	19.826	12.83
100	15.648	13.17
100	21.547	12.83
100	20.807	12.43
100	21.652	13.67
100	21.301	14.0
100	21.54	12.83
100	21.372	12.14
100	21.716	13.33
100	20.588	13.67
100	18.431	12.86
100	21.688	14.33
100	19.748	13.0
100	21.404	14.33
100	17.909	13.29
100	22.328	13.17
100	20.16	12.5
100	16.593	12.67
100	16.185	12.0
100	13.345	12.5
100	11.735	12.5
100	11.133	12.33
100	11.449	12.33
100	20.908	12.17
100	20.29	13.0
100	21.248	13.14
100	21.201	12.5
100	22.059	12.14
100	22.875	13.0
100	10.233	12.5
100	15.69	15.0
100	17.684	13.83
100	18.203	12.67
100	16.275	13.33
100	15.451	12.14
100	14.862	12.5
100	8.787	12.33
100	21.832	12.17
100	12.37	12.0
100	4.849	12.83
100	5.933	12.86
100	15.112	12.5
100	16.89	12.5
100	18.971	13.17
100	16.958	13.33
100	16.487	13.67
100	16.086	14.5
100	18.529	12.17
100	14.093	12.33
100	16.334	13.0
100	13.654	13.86
100	6.375	13.17
100	5.89	12.57
100	9.216	12.5
100	12.121	12.14
100	14.112	12.0
100	14.605	12.0
100	15.409	12.5
100	15.25	12.67
100	11.719	12.5
100	14.927	13.5
100	19.043	14.86
100	21.707	14.5
100	17.605	14.67
100	9.337	12.0
100	11.781	12.0
100	11.791	12.0
100	18.062	14.33
100	15.117	13.71
100	15.774	12.0
100	15.06	13.33
100	10.579	12.14
100	19.381	15.0
100	21.907	14.0
100	13.026	12.33
100	12.346	13.67
100	8.53	12.83
100	9.203	12.17
100	11.608	13.0
100	9.821	12.67
100	11.701	12.67
100	10.289	12.14
100	9.057	12.29
100	9.414	12.0
100	0.001	13.0
100	0.001	12.33
100	0.001	14.43
100	15.389	12.67
100	15.074	13.83
100	20.313	12.0
100	20.584	13.33
100	16.288	13.0
100	9.056	13.67
100	9.393	12.33
100	13.955	12.33
100	5.092	12.33
100	18.434	13.17
100	19.152	12.67
100	20.972	12.14
100	21.586	12.17
100	18.035	13.0
100	19.546	14.0
100	16.738	14.0
100	19.043	14.67
100	13.624	14.43
100	15.183	14.83
100	14.39	13.5
100	9.998	12.67
100	12.756	13.86
100	13.181	13.5
100	11.994	12.17
100	8.603	12.83
100	4.229	12.71
100	11.286	12.0
100	12.062	13.17
100	11.768	14.0
100	14.989	13.57
100	16.732	13.67
100	17.363	13.17
100	13.946	13.33
100	15.877	12.57
100	7.87	13.0
100	5.656	12.33
100	10.269	13.5
100	13.256	12.57
100	13.221	12.0
100	9.943	12.17
100	10.218	12.83
100	6.761	12.71
100	6.909	12.0
100	6.7	12.67
100	12.286	12.0
100	12.313	12.57
100	16.395	13.0
100	17.11	13.33
100	17.578	12.33
100	14.543	12.57
100	10.074	12.0
100	9.053	12.71
100	12.041	13.5
100	12.502	13.5
100	11.722	14.0
100	10.146	13.67
100	6.943	13.0
100	12.133	12.17
100	14.859	13.67
100	12.511	12.14
100	11.538	12.33
100	14.374	14.5
100	11.206	12.57
100	14.184	13.17
100	18.996	13.83
100	21.462	14.5
100	20.787	13.33
100	21.594	15.0
100	21.199	15.0
100	22.457	14.83
100	21.251	15.0
100	20.94	14.0
100	18.965	15.0
100	14.114	14.83
100	19.866	15.0
100	20.925	14.14
100	17.832	13.0
100	11.472	14.83
100	7.564	14.71
100	4.631	14.17
100	2.086	13.83
100	15.793	12.5
100	18.565	14.4
100	19.654	13.5
100	17.256	13.29
100	8.86	12.6
100	11.813	13.57
100	20.653	15.0
100	8.969	15.0
100	0.022	12.0
100	10.425	13.86
100	14.435	15.0
100	0.0	14.25
100	0.015	14.5
100	12.325	13.67
100	22.742	15.0
100	23.305	14.0
100	20.039	15.0
100	24.255	15.0
100	21.009	15.0
100	21.726	14.83
100	23.645	14.14
100	13.945	12.83
100	21.233	12.0
100	22.638	12.33
100	21.057	13.67
100	23.746	12.83
100	22.755	12.43
100	21.851	12.5
100	23.149	12.33
100	23.315	12.5
100	23.665	13.29
100	24.901	12.67
100	25.133	12.33
100	25.115	12.29
100	20.997	12.29
100	20.957	12.0
100	22.971	14.14
100	21.913	13.17
100	21.586	12.17
100	21.72	15.0
100	20.664	13.71
100	19.188	13.83
100	20.786	15.0
100	18.699	14.83
100	18.644	13.86
100	14.719	13.67
100	16.715	13.33
100	21.738	15.0
100	21.297	15.0
100	22.153	14.17
100	21.707	14.83
100	19.149	14.0
100	15.693	14.14
100	17.246	13.83
100	14.913	14.5
100	14.416	14.86
100	16.859	14.83
100	18.939	15.0
100	18.791	13.83
100	17.334	14.43
100	21.399	14.33
100	15.126	12.33
100	14.436	12.0
100	15.953	13.0
100	15.506	12.33
100	13.847	13.17
100	14.539	13.83
100	7.131	12.0
100	16.476	14.67
100	21.134	14.67
100	19.585	13.29
100	17.448	12.86
100	14.982	14.33
100	17.923	15.0
100	20.761	13.17
100	20.705	13.17
100	17.272	12.71
100	16.545	12.83
100	14.553	12.5
100	23.712	13.14
100	25.649	14.83
100	24.253	15.0
100	22.571	15.0
100	22.991	15.0
100	23.683	14.17
100	22.13	13.0
100	18.987	13.0
100	20.114	12.86
100	22.74	12.0
100	0.001	12.17
100	0.001	12.0
100	17.611	15.0
100	19.635	15.0
100	18.855	14.83
100	22.677	15.0
100	25.313	15.0
100	24.672	14.17
100	26.575	14.17
100	27.48	13.43
100	27.045	12.33
100	24.904	13.57
100	26.069	12.0
100	18.812	13.0
100	15.253	13.0
100	9.909	12.0
100	12.64	12.0
100	15.832	12.5
100	17.618	14.14
100	15.919	13.83
100	14.523	13.83
100	13.542	13.5
100	10.463	12.86
100	9.032	12.33
100	7.796	12.0
100	8.635	12.0
100	11.005	12.0
100	11.813	12.5
100	11.528	13.0
100	11.714	12.29
100	10.251	12.17
100	12.142	12.0
100	15.177	12.0
100	13.633	13.0
100	11.894	15.0
100	12.854	14.67
100	9.279	13.29
100	12.698	12.83
100	16.048	12.17
100	15.934	13.0
100	19.352	12.17
100	25.942	12.83
100	26.895	13.83
100	20.07	14.17
100	20.148	12.57
100	45.8	12.0
100	47.458	12.17
100	47.148	13.14
100	47.099	13.33
100	46.524	13.67
100	46.797	13.33
100	45.196	12.67
100	46.768	13.57
100	46.891	14.0
100	44.445	14.33
100	46.622	12.86
100	46.445	13.67
100	44.828	14.0
100	46.147	14.0
100	46.491	14.33
100	46.005	14.14
100	47.945	14.17
100	48.148	14.0
100	47.637	13.71
100	47.405	12.67
100	48.517	13.17
100	48.351	13.0
100	50.513	13.67
100	48.432	13.43
100	44.887	13.67
100	48.727	14.0
100	47.781	14.33
100	49.79	14.0
100	50.084	13.67
100	47.68	14.33
100	48.619	13.29
100	50.318	12.0
100	50.871	13.5
100	48.804	14.0
100	50.974	14.0
100	50.392	13.43
100	48.181	12.83
100	48.254	14.0
100	42.57	14.14
100	41.547	14.33
100	45.328	14.17
100	44.034	14.17
100	43.648	14.57
100	48.183	13.67
100	44.896	14.5
100	47.085	14.71
100	39.74	14.17
100	41.763	13.67
100	44.672	12.5
100	45.348	12.43
100	40.68	13.17
100	42.789	12.71
100	46.393	14.0
100	49.529	14.67
100	49.007	14.83
100	46.835	14.29
100	46.702	14.0
100	45.58	14.0
100	48.194	14.83
100	43.836	14.57
100	41.44	13.67
100	40.59	13.33
100	32.02	13.0
100	27.855	12.29
100	28.53	12.83
100	28.289	12.5
100	32.238	12.0
100	4.184	12.17
100	9.609	12.17
100	7.98	12.67
100	9.463	12.57
100	10.439	12.5
100	3.848	12.17
100	11.839	13.83
100	15.111	13.5
100	16.758	12.71
100	6.724	13.83
100	4.659	14.17
100	4.425	14.0
100	4.241	13.67
100	4.326	14.0
100	6.667	13.33
100	5.29	13.0
100	4.977	13.5
100	5.491	13.71
100	0.001	12.17
100	0.001	12.71
100	0.001	13.17
100	0.001	12.71
100	0.001	13.0
100	0.001	12.17
100	26.232	13.14
100	19.436	12.5
100	19.588	12.0
100	24.271	12.0
100	22.687	13.14
100	24.171	13.0
100	23.196	12.33
100	16.736	12.17
100	25.542	12.0
100	23.445	13.0
100	24.199	12.33
100	14.954	12.0
100	20.381	12.57
100	18.296	13.17
100	24.3	13.0
100	32.006	13.83
100	26.592	12.57
100	16.184	12.83
100	24.462	13.29
100	24.217	14.0
100	23.216	12.43
100	45.361	12.17
100	50.172	12.67
100	49.799	12.0
100	40.045	14.17
100	50.105	12.5
100	50.152	12.86
100	51.079	13.0
100	50.885	13.83
100	50.622	13.67
100	50.984	14.43
100	51.176	14.83
100	51.471	14.67
100	50.412	14.33
100	48.929	14.57
100	51.177	13.5
100	51.359	14.0
100	49.041	12.67
100	49.823	14.0
100	50.822	14.33
100	50.524	15.0
100	49.782	12.17
100	48.377	12.29
100	46.501	13.67
100	48.477	12.33
100	49.612	12.0
100	50.035	13.0
100	47.443	15.0
100	50.594	15.0
100	47.816	12.67
100	52.881	12.67
100	52.931	13.57
100	51.792	14.33
100	52.356	14.5
100	51.873	14.43
100	52.136	14.17
100	52.221	12.83
100	52.371	13.83
100	53.551	14.17
100	50.061	13.14
100	39.543	14.17
100	52.387	13.33
100	51.286	14.0
100	51.641	13.83
100	50.268	13.17
100	49.029	13.0
100	48.77	13.0
100	29.775	12.17
100	13.756	12.33
100	15.762	12.14
100	15.861	13.17
100	23.86	12.33
100	23.152	12.33
100	11.497	12.83
100	13.684	13.5
100	13.632	13.71
100	15.247	13.17
100	16.37	14.5
100	12.175	13.0
100	11.728	12.0
100	11.583	13.17
100	16.527	13.33
100	18.216	12.33
100	16.89	13.29
100	13.287	13.5
100	9.57	12.6
100	52.295	12.43
100	52.143	13.67
100	49.734	12.67
100	52.212	12.57
100	52.735	13.17
100	52.054	12.83
100	52.618	13.33
100	50.825	13.14
100	52.54	13.0
100	52.709	14.0
100	50.475	13.17
100	52.569	12.17
100	51.223	14.14
100	52.586	14.5
100	51.212	13.17
100	48.778	14.0
100	51.574	13.33
100	52.878	13.57
100	52.857	14.83
100	50.724	12.33
100	51.925	13.0
100	53.565	13.67
100	52.321	14.5
100	53.175	13.67
100	51.719	15.0
100	52.777	14.83
100	52.39	15.0
100	51.621	13.17
100	53.116	13.5
100	52.053	14.33
100	52.693	14.5
100	52.576	13.0
100	50.337	13.17
100	50.389	12.0
100	50.869	12.17
100	28.992	12.57
100	31.651	13.17
100	58.874	14.0
100	61.644	13.0
100	52.21	12.71
100	58.705	12.83
100	56.163	12.83
100	44.593	12.67
100	48.268	12.43
100	49.996	12.67
100	46.284	12.57
100	47.955	13.0
100	56.042	12.33
100	35.332	13.2
100	13.993	13.67
100	22.728	12.43
100	27.889	13.0
100	32.131	12.0
100	30.284	12.14
100	30.114	13.83
100	36.886	12.17
100	35.729	12.33
100	30.44	12.67
100	17.534	12.33
100	19.995	13.0
100	27.44	14.29
100	19.428	13.5
100	0.001	13.14
100	0.001	12.17
100	0.001	14.0
100	0.001	14.0
100	0.001	12.0
100	0.001	12.33
100	0.001	12.0
100	0.001	12.83
100	0.001	13.43
100	0.001	12.0
100	0.001	13.57
100	0.001	14.0
100	0.001	13.83
100	0.001	12.33
100	0.001	12.29
100	0.001	12.0
100	0.002	12.17
100	0.001	12.33
100	0.001	12.71
100	0.001	12.5
100	0.001	13.33
100	0.001	14.29
100	0.002	14.5
100	0.001	13.12
100	24.949	13.25
100	23.911	13.17
100	34.998	12.14
100	34.357	12.0
100	34.08	13.17
100	41.664	14.83
100	47.762	13.14
100	45.433	13.5
100	40.706	13.0
100	48.97	13.14
100	34.468	12.33
100	0.001	12.43
100	0.001	13.0
100	0.001	12.67
100	0.001	12.29
100	0.001	12.17
100	0.001	13.43
100	0.001	12.5
100	5.97	13.5
100	23.922	12.86
100	27.157	12.5
100	28.796	14.33
100	29.92	12.77
100	27.669	13.14
100	32.865	13.17
100	26.056	12.83
100	24.922	12.5
100	33.951	13.0
100	32.923	12.5
100	35.13	13.5
100	41.313	13.57
100	10.761	12.17
100	11.052	12.0
100	0.001	13.17
100	0.0	13.57
100	0.001	13.83
100	0.001	14.5
100	0.001	12.5
100	19.146	13.5
100	23.423	14.0
100	31.558	13.83
100	31.621	14.86
100	30.039	12.5
100	25.377	13.83
100	22.025	13.5
100	26.018	14.67
100	23.401	13.71
100	23.964	13.5
100	22.224	12.67
