Tput(Mbps)	Config
846.673	O_Sp_100Mhz
752.475	O_Sp_100Mhz
808.299	O_Sp_100Mhz
762.56	O_Sp_100Mhz
706.72	O_Sp_100Mhz
800.729	O_Sp_100Mhz
730.905	O_Sp_100Mhz
823.957	O_Sp_100Mhz
801.134	O_Sp_100Mhz
739.673	O_Sp_100Mhz
725.638	O_Sp_100Mhz
799.853	O_Sp_100Mhz
791.131	O_Sp_100Mhz
681.873	O_Sp_100Mhz
647.033	O_Sp_100Mhz
623.541	O_Sp_100Mhz
592.662	O_Sp_100Mhz
685.387	O_Sp_100Mhz
717.447	O_Sp_100Mhz
696.832	O_Sp_100Mhz
657.599	O_Sp_100Mhz
696.059	O_Sp_100Mhz
745.048	O_Sp_100Mhz
650.971	O_Sp_100Mhz
736.987	O_Sp_100Mhz
602.731	O_Sp_100Mhz
632.139	O_Sp_100Mhz
685.743	O_Sp_100Mhz
758.707	O_Sp_100Mhz
725.68	O_Sp_100Mhz
645.795	O_Sp_100Mhz
677.06	O_Sp_100Mhz
631.455	O_Sp_100Mhz
693.286	O_Sp_100Mhz
790.022	O_Sp_100Mhz
826.471	O_Sp_100Mhz
656.972	O_Sp_100Mhz
770.799	O_Sp_100Mhz
786.532	O_Sp_100Mhz
728.403	O_Sp_100Mhz
695.579	O_Sp_100Mhz
665.261	O_Sp_100Mhz
719.3	O_Sp_100Mhz
679.253	O_Sp_100Mhz
741.285	O_Sp_100Mhz
680.778	O_Sp_100Mhz
776.87	O_Sp_100Mhz
701.436	O_Sp_100Mhz
767.085	O_Sp_100Mhz
765.728	O_Sp_100Mhz
839.661	O_Sp_100Mhz
687.838	O_Sp_100Mhz
629.551	O_Sp_100Mhz
638.495	O_Sp_100Mhz
757.91	O_Sp_100Mhz
705.597	O_Sp_100Mhz
602.38	O_Sp_100Mhz
742.141	O_Sp_100Mhz
748.601	O_Sp_100Mhz
738.414	O_Sp_100Mhz
792.207	O_Sp_100Mhz
691.9	O_Sp_100Mhz
583.401	O_Sp_100Mhz
720.829	O_Sp_100Mhz
787.303	O_Sp_100Mhz
780.244	O_Sp_100Mhz
777.388	O_Sp_100Mhz
679.724	O_Sp_100Mhz
690.986	O_Sp_100Mhz
710.347	O_Sp_100Mhz
612.379	O_Sp_100Mhz
736.442	O_Sp_100Mhz
625.428	O_Sp_100Mhz
708.121	O_Sp_100Mhz
779.965	O_Sp_100Mhz
652.489	O_Sp_100Mhz
715.937	O_Sp_100Mhz
648.839	O_Sp_100Mhz
669.551	O_Sp_100Mhz
633.034	O_Sp_100Mhz
618.092	O_Sp_100Mhz
619.434	O_Sp_100Mhz
650.646	O_Sp_100Mhz
589.592	O_Sp_100Mhz
590.107	O_Sp_100Mhz
680.929	O_Sp_100Mhz
690.901	O_Sp_100Mhz
661.891	O_Sp_100Mhz
739.377	O_Sp_100Mhz
675.666	O_Sp_100Mhz
622.458	O_Sp_100Mhz
584.101	O_Sp_100Mhz
663.761	O_Sp_100Mhz
597.476	O_Sp_100Mhz
676.484	O_Sp_100Mhz
712.045	O_Sp_100Mhz
708.232	O_Sp_100Mhz
813.27	O_Sp_100Mhz
758.973	O_Sp_100Mhz
684.471	O_Sp_100Mhz
648.609	O_Sp_100Mhz
609.258	O_Sp_100Mhz
742.005	O_Sp_100Mhz
688.746	O_Sp_100Mhz
789.852	O_Sp_100Mhz
748.179	O_Sp_100Mhz
845.864	O_Sp_100Mhz
799.672	O_Sp_100Mhz
796.468	O_Sp_100Mhz
717.718	O_Sp_100Mhz
861.116	O_Sp_100Mhz
623.028	O_Sp_100Mhz
673.431	O_Sp_100Mhz
699.479	O_Sp_100Mhz
638.02	O_Sp_100Mhz
682.523	O_Sp_100Mhz
719.735	O_Sp_100Mhz
703.697	O_Sp_100Mhz
755.896	O_Sp_100Mhz
674.873	O_Sp_100Mhz
762.169	O_Sp_100Mhz
696.135	O_Sp_100Mhz
734.835	O_Sp_100Mhz
686.069	O_Sp_100Mhz
771.171	O_Sp_100Mhz
765.006	O_Sp_100Mhz
738.485	O_Sp_100Mhz
786.966	O_Sp_100Mhz
773.088	O_Sp_100Mhz
752.0	O_Sp_100Mhz
650.819	O_Sp_100Mhz
739.857	O_Sp_100Mhz
755.023	O_Sp_100Mhz
781.363	O_Sp_100Mhz
804.339	O_Sp_100Mhz
771.952	O_Sp_100Mhz
707.702	O_Sp_100Mhz
794.116	O_Sp_100Mhz
777.482	O_Sp_100Mhz
776.399	O_Sp_100Mhz
711.653	O_Sp_100Mhz
640.604	O_Sp_100Mhz
716.783	O_Sp_100Mhz
595.624	O_Sp_100Mhz
623.211	O_Sp_100Mhz
621.567	O_Sp_100Mhz
594.256	O_Sp_100Mhz
715.814	O_Sp_100Mhz
757.951	O_Sp_100Mhz
776.545	O_Sp_100Mhz
822.917	O_Sp_100Mhz
807.271	O_Sp_100Mhz
750.011	O_Sp_100Mhz
838.233	O_Sp_100Mhz
879.76	O_Sp_100Mhz
817.736	O_Sp_100Mhz
828.032	O_Sp_100Mhz
842.73	O_Sp_100Mhz
840.746	O_Sp_100Mhz
772.028	O_Sp_100Mhz
836.407	O_Sp_100Mhz
849.628	O_Sp_100Mhz
812.793	O_Sp_100Mhz
928.647	O_Sp_100Mhz
870.859	O_Sp_100Mhz
786.301	O_Sp_100Mhz
662.961	O_Sp_100Mhz
658.872	O_Sp_100Mhz
609.307	O_Sp_100Mhz
805.411	O_Sp_100Mhz
736.812	O_Sp_100Mhz
723.266	O_Sp_100Mhz
759.437	O_Sp_100Mhz
719.684	O_Sp_100Mhz
744.852	O_Sp_100Mhz
853.753	O_Sp_100Mhz
868.371	O_Sp_100Mhz
751.75	O_Sp_100Mhz
744.742	O_Sp_100Mhz
828.682	O_Sp_100Mhz
757.963	O_Sp_100Mhz
689.245	O_Sp_100Mhz
703.904	O_Sp_100Mhz
713.502	O_Sp_100Mhz
722.93	O_Sp_100Mhz
822.071	O_Sp_100Mhz
821.678	O_Sp_100Mhz
879.886	O_Sp_100Mhz
827.519	O_Sp_100Mhz
741.515	O_Sp_100Mhz
611.514	O_Sp_100Mhz
745.149	O_Sp_100Mhz
772.796	O_Sp_100Mhz
844.856	O_Sp_100Mhz
787.572	O_Sp_100Mhz
789.933	O_Sp_100Mhz
772.409	O_Sp_100Mhz
824.374	O_Sp_100Mhz
602.966	O_Sp_100Mhz
615.529	O_Sp_100Mhz
600.413	O_Sp_100Mhz
677.263	O_Sp_100Mhz
661.733	O_Sp_100Mhz
628.688	O_Sp_100Mhz
697.632	O_Sp_100Mhz
622.989	O_Sp_100Mhz
743.928	O_Sp_100Mhz
660.24	O_Sp_100Mhz
645.956	O_Sp_100Mhz
594.309	O_Sp_100Mhz
612.952	O_Sp_100Mhz
718.439	O_Sp_100Mhz
653.039	O_Sp_100Mhz
701.461	O_Sp_100Mhz
771.209	O_Sp_100Mhz
745.591	O_Sp_100Mhz
712.963	O_Sp_100Mhz
754.259	O_Sp_100Mhz
702.996	O_Sp_100Mhz
776.211	O_Sp_100Mhz
714.928	O_Sp_100Mhz
787.517	O_Sp_100Mhz
797.559	O_Sp_100Mhz
777.779	O_Sp_100Mhz
738.725	O_Sp_100Mhz
776.891	O_Sp_100Mhz
714.95	O_Sp_100Mhz
677.617	O_Sp_100Mhz
660.56	O_Sp_100Mhz
674.733	O_Sp_100Mhz
619.729	O_Sp_100Mhz
644.112	O_Sp_100Mhz
724.686	O_Sp_100Mhz
805.609	O_Sp_100Mhz
732.825	O_Sp_100Mhz
614.633	O_Sp_100Mhz
672.107	O_Sp_100Mhz
637.88	O_Sp_100Mhz
714.327	O_Sp_100Mhz
624.419	O_Sp_100Mhz
754.068	O_Sp_100Mhz
772.179	O_Sp_100Mhz
803.422	O_Sp_100Mhz
735.166	O_Sp_100Mhz
736.15	O_Sp_100Mhz
728.34	O_Sp_100Mhz
771.284	O_Sp_100Mhz
727.314	O_Sp_100Mhz
621.422	O_Sp_100Mhz
682.472	O_Sp_100Mhz
780.391	O_Sp_100Mhz
755.853	O_Sp_100Mhz
777.274	O_Sp_100Mhz
777.068	O_Sp_100Mhz
765.365	O_Sp_100Mhz
762.25	O_Sp_100Mhz
827.111	O_Sp_100Mhz
746.59	O_Sp_100Mhz
753.17	O_Sp_100Mhz
717.721	O_Sp_100Mhz
760.499	O_Sp_100Mhz
753.128	O_Sp_100Mhz
669.468	O_Sp_100Mhz
765.213	O_Sp_100Mhz
842.218	O_Sp_100Mhz
794.935	O_Sp_100Mhz
759.376	O_Sp_100Mhz
853.139	O_Sp_100Mhz
764.688	O_Sp_100Mhz
790.221	O_Sp_100Mhz
754.479	O_Sp_100Mhz
702.176	O_Sp_100Mhz
764.081	O_Sp_100Mhz
794.553	O_Sp_100Mhz
680.188	O_Sp_100Mhz
711.316	O_Sp_100Mhz
636.192	O_Sp_100Mhz
787.559	O_Sp_100Mhz
711.645	O_Sp_100Mhz
621.561	O_Sp_100Mhz
788.654	O_Sp_100Mhz
753.191	O_Sp_100Mhz
778.178	O_Sp_100Mhz
753.586	O_Sp_100Mhz
886.673	O_Sp_100Mhz
716.932	O_Sp_100Mhz
794.624	O_Sp_100Mhz
724.486	O_Sp_100Mhz
756.021	O_Sp_100Mhz
715.476	O_Sp_100Mhz
783.986	O_Sp_100Mhz
620.613	O_Sp_100Mhz
625.892	O_Sp_100Mhz
781.033	O_Sp_100Mhz
738.478	O_Sp_100Mhz
786.363	O_Sp_100Mhz
637.344	O_Sp_100Mhz
637.307	O_Sp_100Mhz
753.358	O_Sp_100Mhz
734.768	O_Sp_100Mhz
798.131	O_Sp_100Mhz
678.234	O_Sp_100Mhz
828.448	O_Sp_100Mhz
676.823	O_Sp_100Mhz
748.265	O_Sp_100Mhz
648.046	O_Sp_100Mhz
796.131	O_Sp_100Mhz
768.946	O_Sp_100Mhz
823.705	O_Sp_100Mhz
713.189	O_Sp_100Mhz
762.247	O_Sp_100Mhz
779.228	O_Sp_100Mhz
749.205	O_Sp_100Mhz
779.334	O_Sp_100Mhz
782.062	O_Sp_100Mhz
703.571	O_Sp_100Mhz
686.828	O_Sp_100Mhz
833.217	O_Sp_100Mhz
707.623	O_Sp_100Mhz
822.186	O_Sp_100Mhz
802.415	O_Sp_100Mhz
817.187	O_Sp_100Mhz
788.249	O_Sp_100Mhz
709.026	O_Sp_100Mhz
749.255	O_Sp_100Mhz
792.666	O_Sp_100Mhz
695.052	O_Sp_100Mhz
688.101	O_Sp_100Mhz
746.83	O_Sp_100Mhz
732.147	O_Sp_100Mhz
702.758	O_Sp_100Mhz
829.106	O_Sp_100Mhz
742.395	O_Sp_100Mhz
625.404	O_Sp_100Mhz
626.086	O_Sp_100Mhz
652.986	O_Sp_100Mhz
671.553	O_Sp_100Mhz
768.062	O_Sp_100Mhz
670.149	O_Sp_100Mhz
681.446	O_Sp_100Mhz
632.974	O_Sp_100Mhz
679.257	O_Sp_100Mhz
696.907	O_Sp_100Mhz
851.79	O_Sp_100Mhz
756.348	O_Sp_100Mhz
827.781	O_Sp_100Mhz
704.823	O_Sp_100Mhz
807.64	O_Sp_100Mhz
714.415	O_Sp_100Mhz
703.533	O_Sp_100Mhz
812.601	O_Sp_100Mhz
731.045	O_Sp_100Mhz
805.809	O_Sp_100Mhz
723.903	O_Sp_100Mhz
775.458	O_Sp_100Mhz
738.11	O_Sp_100Mhz
792.852	O_Sp_100Mhz
717.61	O_Sp_100Mhz
709.184	O_Sp_100Mhz
708.259	O_Sp_100Mhz
655.84	O_Sp_100Mhz
728.135	O_Sp_100Mhz
687.737	O_Sp_100Mhz
715.225	O_Sp_100Mhz
614.708	O_Sp_100Mhz
623.698	O_Sp_100Mhz
630.196	O_Sp_100Mhz
606.433	O_Sp_100Mhz
660.202	O_Sp_100Mhz
716.069	O_Sp_100Mhz
650.632	O_Sp_100Mhz
702.925	O_Sp_100Mhz
672.384	O_Sp_100Mhz
675.824	O_Sp_100Mhz
606.973	O_Sp_100Mhz
694.076	O_Sp_100Mhz
649.211	O_Sp_100Mhz
693.06	O_Sp_100Mhz
745.38	O_Sp_100Mhz
740.271	O_Sp_100Mhz
828.148	O_Sp_100Mhz
738.424	O_Sp_100Mhz
690.685	O_Sp_100Mhz
655.304	O_Sp_100Mhz
714.928	O_Sp_100Mhz
646.067	O_Sp_100Mhz
610.865	O_Sp_100Mhz
647.625	O_Sp_100Mhz
673.412	O_Sp_100Mhz
722.475	O_Sp_100Mhz
606.537	O_Sp_100Mhz
744.869	O_Sp_100Mhz
677.779	O_Sp_100Mhz
721.185	O_Sp_100Mhz
646.286	O_Sp_100Mhz
605.816	O_Sp_100Mhz
615.698	O_Sp_100Mhz
693.992	O_Sp_100Mhz
681.77	O_Sp_100Mhz
745.326	O_Sp_100Mhz
694.289	O_Sp_100Mhz
724.241	O_Sp_100Mhz
722.627	O_Sp_100Mhz
661.409	O_Sp_100Mhz
711.857	O_Sp_100Mhz
766.98	O_Sp_100Mhz
674.965	O_Sp_100Mhz
649.017	O_Sp_100Mhz
630.606	O_Sp_100Mhz
637.118	O_Sp_100Mhz
619.272	O_Sp_100Mhz
624.714	O_Sp_100Mhz
662.994	O_Sp_100Mhz
651.029	O_Sp_100Mhz
661.765	O_Sp_100Mhz
711.318	O_Sp_100Mhz
784.431	O_Sp_100Mhz
648.986	O_Sp_100Mhz
611.035	O_Sp_100Mhz
685.94	O_Sp_100Mhz
586.785	O_Sp_100Mhz
649.838	O_Sp_100Mhz
681.877	O_Sp_100Mhz
695.654	O_Sp_100Mhz
716.281	O_Sp_100Mhz
722.076	O_Sp_100Mhz
819.614	O_Sp_100Mhz
597.829	O_Sp_100Mhz
739.617	O_Sp_100Mhz
750.658	O_Sp_100Mhz
720.857	O_Sp_100Mhz
757.742	O_Sp_100Mhz
691.915	O_Sp_100Mhz
723.575	O_Sp_100Mhz
782.239	O_Sp_100Mhz
812.325	O_Sp_100Mhz
824.378	O_Sp_100Mhz
727.905	O_Sp_100Mhz
801.585	O_Sp_100Mhz
707.141	O_Sp_100Mhz
761.749	O_Sp_100Mhz
711.532	O_Sp_100Mhz
779.15	O_Sp_100Mhz
709.956	O_Sp_100Mhz
723.788	O_Sp_100Mhz
702.813	O_Sp_100Mhz
639.415	O_Sp_100Mhz
736.155	O_Sp_100Mhz
672.562	O_Sp_100Mhz
622.63	O_Sp_100Mhz
677.283	O_Sp_100Mhz
604.141	O_Sp_100Mhz
700.536	O_Sp_100Mhz
680.436	O_Sp_100Mhz
710.984	O_Sp_100Mhz
721.18	O_Sp_100Mhz
634.517	O_Sp_100Mhz
749.206	O_Sp_100Mhz
594.16	O_Sp_100Mhz
765.146	O_Sp_100Mhz
760.663	O_Sp_100Mhz
604.603	O_Sp_100Mhz
664.507	O_Sp_100Mhz
680.172	O_Sp_100Mhz
774.121	O_Sp_100Mhz
766.615	O_Sp_100Mhz
838.368	O_Sp_100Mhz
684.432	O_Sp_100Mhz
731.401	O_Sp_100Mhz
752.087	O_Sp_100Mhz
770.174	O_Sp_100Mhz
701.645	O_Sp_100Mhz
697.943	O_Sp_100Mhz
699.314	O_Sp_100Mhz
676.927	O_Sp_100Mhz
717.216	O_Sp_100Mhz
719.606	O_Sp_100Mhz
713.924	O_Sp_100Mhz
617.567	O_Sp_100Mhz
712.449	O_Sp_100Mhz
617.657	O_Sp_100Mhz
598.563	O_Sp_100Mhz
674.223	O_Sp_100Mhz
690.506	O_Sp_100Mhz
760.574	O_Sp_100Mhz
644.655	O_Sp_100Mhz
665.169	O_Sp_100Mhz
662.41	O_Sp_100Mhz
658.809	O_Sp_100Mhz
684.586	O_Sp_100Mhz
759.694	O_Sp_100Mhz
663.696	O_Sp_100Mhz
629.52	O_Sp_100Mhz
701.502	O_Sp_100Mhz
637.262	O_Sp_100Mhz
607.906	O_Sp_100Mhz
598.346	O_Sp_100Mhz
585.101	O_Sp_100Mhz
641.142	O_Sp_100Mhz
583.627	O_Sp_100Mhz
668.606	O_Sp_100Mhz
696.243	O_Sp_100Mhz
668.882	O_Sp_100Mhz
718.368	O_Sp_100Mhz
702.269	O_Sp_100Mhz
695.959	O_Sp_100Mhz
716.777	O_Sp_100Mhz
697.449	O_Sp_100Mhz
655.912	O_Sp_100Mhz
756.236	O_Sp_100Mhz
680.003	O_Sp_100Mhz
691.064	O_Sp_100Mhz
630.382	O_Sp_100Mhz
585.334	O_Sp_100Mhz
637.497	O_Sp_100Mhz
631.287	O_Sp_100Mhz
600.547	O_Sp_100Mhz
619.982	O_Sp_100Mhz
608.406	O_Sp_100Mhz
590.557	O_Sp_100Mhz
642.265	O_Sp_100Mhz
644.429	O_Sp_100Mhz
605.645	O_Sp_100Mhz
623.399	O_Sp_100Mhz
617.371	O_Sp_100Mhz
585.996	O_Sp_100Mhz
591.702	O_Sp_100Mhz
603.727	O_Sp_100Mhz
616.877	O_Sp_100Mhz
637.7	O_Sp_100Mhz
690.775	O_Sp_100Mhz
624.024	O_Sp_100Mhz
634.587	O_Sp_100Mhz
644.813	O_Sp_100Mhz
590.432	O_Sp_100Mhz
624.408	O_Sp_100Mhz
601.745	O_Sp_100Mhz
588.931	O_Sp_100Mhz
672.144	O_Sp_100Mhz
637.696	O_Sp_100Mhz
589.717	O_Sp_100Mhz
611.477	O_Sp_100Mhz
591.307	O_Sp_100Mhz
588.252	O_Sp_100Mhz
621.338	O_Sp_100Mhz
633.447	O_Sp_100Mhz
628.227	O_Sp_100Mhz
604.441	O_Sp_100Mhz
624.645	O_Sp_100Mhz
631.801	O_Sp_100Mhz
598.8	O_Sp_100Mhz
620.786	O_Sp_100Mhz
604.67	O_Sp_100Mhz
621.123	O_Sp_100Mhz
602.287	O_Sp_100Mhz
662.058	O_Sp_100Mhz
590.442	O_Sp_100Mhz
588.192	O_Sp_100Mhz
605.02	O_Sp_100Mhz
594.549	O_Sp_100Mhz
613.17	O_Sp_100Mhz
587.618	O_Sp_100Mhz
598.069	O_Sp_100Mhz
624.22	O_Sp_100Mhz
615.871	O_Sp_100Mhz
609.883	O_Sp_100Mhz
615.161	O_Sp_100Mhz
587.346	O_Sp_100Mhz
589.037	O_Sp_100Mhz
626.688	O_Sp_100Mhz
614.685	O_Sp_100Mhz
636.503	O_Sp_100Mhz
582.899	O_Sp_100Mhz
634.965	O_Sp_100Mhz
607.897	O_Sp_100Mhz
642.833	O_Sp_100Mhz
601.762	O_Sp_100Mhz
590.487	O_Sp_100Mhz
630.971	O_Sp_100Mhz
595.216	O_Sp_100Mhz
586.929	O_Sp_100Mhz
598.324	O_Sp_100Mhz
641.687	O_Sp_100Mhz
594.202	O_Sp_100Mhz
590.504	O_Sp_100Mhz
699.4	O_Sp_100Mhz
646.286	O_Sp_100Mhz
613.916	O_Sp_100Mhz
629.7	O_Sp_100Mhz
586.402	O_Sp_100Mhz
625.147	O_Sp_100Mhz
625.413	O_Sp_100Mhz
635.525	O_Sp_100Mhz
644.677	O_Sp_100Mhz
605.889	O_Sp_100Mhz
665.646	O_Sp_100Mhz
617.555	O_Sp_100Mhz
658.52	O_Sp_100Mhz
607.183	O_Sp_100Mhz
632.953	O_Sp_100Mhz
708.726	O_Sp_100Mhz
728.256	O_Sp_100Mhz
786.695	O_Sp_100Mhz
693.794	O_Sp_100Mhz
676.525	O_Sp_100Mhz
638.008	O_Sp_100Mhz
690.725	O_Sp_100Mhz
676.0	O_Sp_100Mhz
688.858	O_Sp_100Mhz
751.727	O_Sp_100Mhz
804.474	O_Sp_100Mhz
682.976	O_Sp_100Mhz
689.225	O_Sp_100Mhz
713.433	O_Sp_100Mhz
680.275	O_Sp_100Mhz
731.394	O_Sp_100Mhz
759.038	O_Sp_100Mhz
738.909	O_Sp_100Mhz
707.682	O_Sp_100Mhz
734.089	O_Sp_100Mhz
603.323	O_Sp_100Mhz
599.896	O_Sp_100Mhz
702.937	O_Sp_100Mhz
735.533	O_Sp_100Mhz
