Config	Tput(Mbps)
O_Sp_90Mhz	65.327
O_Sp_90Mhz	55.239
O_Sp_90Mhz	61.26
O_Sp_90Mhz	68.469
O_Sp_90Mhz	71.641
O_Sp_90Mhz	68.847
O_Sp_90Mhz	74.867
O_Sp_90Mhz	85.241
O_Sp_90Mhz	95.09
O_Sp_90Mhz	91.187
O_Sp_90Mhz	84.366
O_Sp_90Mhz	77.017
O_Sp_90Mhz	72.498
O_Sp_90Mhz	81.96
O_Sp_90Mhz	82.684
O_Sp_90Mhz	80.655
O_Sp_90Mhz	74.387
O_Sp_90Mhz	69.269
O_Sp_90Mhz	62.794
O_Sp_90Mhz	59.094
O_Sp_90Mhz	48.547
O_Sp_90Mhz	63.033
O_Sp_90Mhz	68.134
O_Sp_90Mhz	73.006
O_Sp_90Mhz	76.618
O_Sp_90Mhz	69.542
O_Sp_90Mhz	61.995
O_Sp_90Mhz	58.337
O_Sp_90Mhz	59.32
O_Sp_90Mhz	73.948
O_Sp_90Mhz	58.054
O_Sp_90Mhz	57.066
O_Sp_90Mhz	60.473
O_Sp_90Mhz	54.756
O_Sp_90Mhz	48.928
O_Sp_90Mhz	51.335
O_Sp_90Mhz	51.407
O_Sp_90Mhz	62.149
O_Sp_90Mhz	50.547
O_Sp_90Mhz	50.62
O_Sp_90Mhz	56.266
O_Sp_90Mhz	54.542
O_Sp_90Mhz	49.788
O_Sp_90Mhz	48.419
O_Sp_90Mhz	49.474
O_Sp_90Mhz	54.045
O_Sp_90Mhz	57.174
O_Sp_90Mhz	51.233
O_Sp_90Mhz	64.562
O_Sp_90Mhz	75.465
O_Sp_90Mhz	67.513
O_Sp_90Mhz	50.586
O_Sp_90Mhz	51.392
O_Sp_90Mhz	54.982
O_Sp_90Mhz	51.035
O_Sp_90Mhz	57.126
O_Sp_90Mhz	55.048
O_Sp_90Mhz	49.196
O_Sp_90Mhz	62.297
O_Sp_90Mhz	60.482
O_Sp_90Mhz	57.124
O_Sp_90Mhz	51.162
O_Sp_90Mhz	48.431
O_Sp_90Mhz	60.179
O_Sp_90Mhz	57.821
O_Sp_90Mhz	58.629
O_Sp_90Mhz	68.136
O_Sp_90Mhz	68.212
O_Sp_90Mhz	70.757
O_Sp_90Mhz	56.285
O_Sp_90Mhz	52.948
O_Sp_90Mhz	52.932
O_Sp_90Mhz	54.271
O_Sp_90Mhz	48.279
O_Sp_90Mhz	49.455
O_Sp_90Mhz	54.156
O_Sp_90Mhz	57.314
O_Sp_90Mhz	54.465
O_Sp_90Mhz	49.933
O_Sp_90Mhz	55.416
O_Sp_90Mhz	56.492
O_Sp_90Mhz	55.205
O_Sp_90Mhz	58.03
O_Sp_90Mhz	49.242
O_Sp_90Mhz	50.588
O_Sp_90Mhz	54.994
O_Sp_90Mhz	50.255
O_Sp_90Mhz	51.641
O_Sp_90Mhz	67.489
O_Sp_90Mhz	49.455
O_Sp_90Mhz	60.874
O_Sp_90Mhz	51.485
O_Sp_90Mhz	50.575
O_Sp_90Mhz	58.206
O_Sp_90Mhz	51.26
O_Sp_90Mhz	48.423
O_Sp_90Mhz	60.712
O_Sp_90Mhz	59.606
O_Sp_90Mhz	59.05
O_Sp_90Mhz	82.775
O_Sp_90Mhz	90.897
O_Sp_90Mhz	78.711
O_Sp_90Mhz	76.182
O_Sp_90Mhz	64.213
O_Sp_90Mhz	59.475
O_Sp_90Mhz	58.875
O_Sp_90Mhz	68.604
O_Sp_90Mhz	70.268
O_Sp_90Mhz	66.687
O_Sp_90Mhz	73.546
O_Sp_90Mhz	74.961
O_Sp_90Mhz	76.521
O_Sp_90Mhz	68.187
O_Sp_90Mhz	67.616
O_Sp_90Mhz	55.762
O_Sp_90Mhz	54.293
O_Sp_90Mhz	50.11
O_Sp_90Mhz	54.725
O_Sp_90Mhz	53.984
O_Sp_90Mhz	51.744
O_Sp_90Mhz	48.739
O_Sp_90Mhz	52.348
O_Sp_90Mhz	50.086
O_Sp_90Mhz	48.609
O_Sp_90Mhz	57.135
O_Sp_90Mhz	50.481
O_Sp_90Mhz	54.908
O_Sp_90Mhz	57.062
O_Sp_90Mhz	56.087
O_Sp_90Mhz	53.104
O_Sp_90Mhz	56.826
O_Sp_90Mhz	53.285
O_Sp_90Mhz	55.123
O_Sp_90Mhz	52.207
O_Sp_90Mhz	56.067
O_Sp_90Mhz	50.526
O_Sp_90Mhz	53.709
O_Sp_90Mhz	51.741
O_Sp_90Mhz	58.935
O_Sp_90Mhz	59.787
O_Sp_90Mhz	53.235
O_Sp_90Mhz	77.174
O_Sp_90Mhz	53.424
O_Sp_90Mhz	52.457
O_Sp_90Mhz	50.946
O_Sp_90Mhz	52.422
O_Sp_90Mhz	52.594
O_Sp_90Mhz	51.904
O_Sp_90Mhz	49.495
O_Sp_90Mhz	57.547
O_Sp_90Mhz	57.161
O_Sp_90Mhz	54.551
O_Sp_90Mhz	56.641
O_Sp_90Mhz	55.969
O_Sp_90Mhz	62.156
O_Sp_90Mhz	71.421
O_Sp_90Mhz	72.17
O_Sp_90Mhz	62.126
O_Sp_90Mhz	63.643
O_Sp_90Mhz	53.911
O_Sp_90Mhz	55.318
O_Sp_90Mhz	56.593
O_Sp_90Mhz	56.951
O_Sp_90Mhz	58.205
O_Sp_90Mhz	56.11
O_Sp_90Mhz	53.946
O_Sp_90Mhz	51.069
O_Sp_90Mhz	50.33
O_Sp_90Mhz	54.894
O_Sp_90Mhz	51.751
O_Sp_90Mhz	52.931
O_Sp_90Mhz	58.327
O_Sp_90Mhz	62.231
O_Sp_90Mhz	66.105
O_Sp_90Mhz	61.836
O_Sp_90Mhz	65.538
O_Sp_90Mhz	58.419
O_Sp_90Mhz	53.906
O_Sp_90Mhz	51.57
O_Sp_90Mhz	52.741
O_Sp_90Mhz	52.748
O_Sp_90Mhz	49.196
O_Sp_90Mhz	50.553
O_Sp_90Mhz	49.819
O_Sp_90Mhz	53.7
O_Sp_90Mhz	57.578
O_Sp_90Mhz	52.569
O_Sp_90Mhz	50.341
O_Sp_90Mhz	60.455
O_Sp_90Mhz	58.25
O_Sp_90Mhz	54.343
O_Sp_90Mhz	53.51
O_Sp_90Mhz	50.703
O_Sp_90Mhz	52.151
O_Sp_90Mhz	52.315
O_Sp_90Mhz	56.506
O_Sp_90Mhz	54.551
O_Sp_90Mhz	49.604
O_Sp_90Mhz	49.111
O_Sp_90Mhz	56.078
O_Sp_90Mhz	55.259
O_Sp_90Mhz	51.024
O_Sp_90Mhz	58.712
O_Sp_90Mhz	51.583
O_Sp_90Mhz	54.637
O_Sp_90Mhz	48.392
O_Sp_90Mhz	52.798
O_Sp_90Mhz	53.425
O_Sp_90Mhz	51.801
O_Sp_90Mhz	58.596
O_Sp_90Mhz	66.547
O_Sp_90Mhz	65.796
O_Sp_90Mhz	53.322
O_Sp_90Mhz	50.323
O_Sp_90Mhz	51.157
O_Sp_90Mhz	49.618
O_Sp_90Mhz	54.378
O_Sp_90Mhz	57.241
O_Sp_90Mhz	63.119
O_Sp_90Mhz	68.554
O_Sp_90Mhz	63.817
O_Sp_90Mhz	64.516
O_Sp_90Mhz	69.229
O_Sp_90Mhz	67.271
O_Sp_90Mhz	61.488
O_Sp_90Mhz	71.01
O_Sp_90Mhz	63.878
O_Sp_90Mhz	66.624
O_Sp_90Mhz	62.748
O_Sp_90Mhz	55.651
O_Sp_90Mhz	49.172
O_Sp_90Mhz	50.762
O_Sp_90Mhz	57.698
O_Sp_90Mhz	51.512
O_Sp_90Mhz	53.915
O_Sp_90Mhz	52.888
O_Sp_90Mhz	50.29
O_Sp_90Mhz	53.885
O_Sp_90Mhz	51.269
O_Sp_90Mhz	48.898
O_Sp_90Mhz	53.015
O_Sp_90Mhz	56.919
O_Sp_90Mhz	57.627
O_Sp_90Mhz	49.677
O_Sp_90Mhz	49.177
O_Sp_90Mhz	53.204
O_Sp_90Mhz	50.054
O_Sp_90Mhz	49.578
O_Sp_90Mhz	53.941
O_Sp_90Mhz	58.637
O_Sp_90Mhz	55.38
O_Sp_90Mhz	53.256
O_Sp_90Mhz	48.535
O_Sp_90Mhz	48.671
O_Sp_90Mhz	53.038
O_Sp_90Mhz	58.472
O_Sp_90Mhz	53.327
O_Sp_90Mhz	56.762
O_Sp_90Mhz	69.078
O_Sp_90Mhz	65.201
O_Sp_90Mhz	71.345
O_Sp_90Mhz	58.552
O_Sp_90Mhz	50.31
O_Sp_90Mhz	51.199
O_Sp_90Mhz	52.59
O_Sp_90Mhz	52.39
O_Sp_90Mhz	50.366
O_Sp_90Mhz	55.851
O_Sp_90Mhz	56.727
O_Sp_90Mhz	53.719
O_Sp_90Mhz	65.697
O_Sp_90Mhz	75.58
O_Sp_90Mhz	63.548
O_Sp_90Mhz	69.114
O_Sp_90Mhz	53.798
O_Sp_90Mhz	68.668
O_Sp_90Mhz	75.914
O_Sp_90Mhz	80.144
O_Sp_90Mhz	80.666
O_Sp_90Mhz	66.897
O_Sp_90Mhz	54.939
O_Sp_90Mhz	60.423
O_Sp_90Mhz	58.434
O_Sp_90Mhz	58.297
O_Sp_90Mhz	56.024
O_Sp_90Mhz	59.991
O_Sp_90Mhz	65.356
O_Sp_90Mhz	62.865
O_Sp_90Mhz	59.114
O_Sp_90Mhz	73.788
O_Sp_90Mhz	68.483
O_Sp_90Mhz	63.846
O_Sp_90Mhz	62.726
O_Sp_90Mhz	57.414
O_Sp_90Mhz	49.046
O_Sp_90Mhz	53.516
O_Sp_90Mhz	57.198
O_Sp_90Mhz	72.164
O_Sp_90Mhz	70.418
O_Sp_90Mhz	63.425
O_Sp_90Mhz	53.956
O_Sp_90Mhz	51.205
O_Sp_90Mhz	53.565
O_Sp_90Mhz	49.889
O_Sp_90Mhz	50.137
O_Sp_90Mhz	52.207
O_Sp_90Mhz	51.008
O_Sp_90Mhz	62.576
O_Sp_90Mhz	52.83
O_Sp_90Mhz	51.681
O_Sp_90Mhz	51.949
O_Sp_90Mhz	50.737
O_Sp_90Mhz	65.175
O_Sp_90Mhz	65.728
O_Sp_90Mhz	56.168
O_Sp_90Mhz	52.506
O_Sp_90Mhz	51.58
O_Sp_90Mhz	48.548
O_Sp_90Mhz	49.765
O_Sp_90Mhz	52.02
O_Sp_90Mhz	53.505
O_Sp_90Mhz	55.981
O_Sp_90Mhz	48.758
O_Sp_90Mhz	54.925
O_Sp_90Mhz	60.646
O_Sp_90Mhz	55.293
O_Sp_90Mhz	65.023
O_Sp_90Mhz	62.265
O_Sp_90Mhz	57.832
O_Sp_90Mhz	57.593
O_Sp_90Mhz	62.432
O_Sp_90Mhz	56.736
O_Sp_90Mhz	52.593
O_Sp_90Mhz	62.63
O_Sp_90Mhz	62.034
O_Sp_90Mhz	48.583
O_Sp_90Mhz	58.359
O_Sp_90Mhz	67.048
O_Sp_90Mhz	57.419
O_Sp_90Mhz	50.142
O_Sp_90Mhz	52.602
O_Sp_90Mhz	67.058
O_Sp_90Mhz	78.416
O_Sp_90Mhz	68.083
O_Sp_90Mhz	54.923
O_Sp_90Mhz	57.411
O_Sp_90Mhz	62.266
O_Sp_90Mhz	66.291
O_Sp_90Mhz	56.029
O_Sp_90Mhz	71.482
O_Sp_90Mhz	55.88
O_Sp_90Mhz	52.259
O_Sp_90Mhz	62.654
O_Sp_90Mhz	71.057
O_Sp_90Mhz	68.234
O_Sp_90Mhz	54.693
O_Sp_90Mhz	66.407
O_Sp_90Mhz	65.71
O_Sp_90Mhz	54.548
O_Sp_90Mhz	49.839
O_Sp_90Mhz	56.46
O_Sp_90Mhz	50.197
O_Sp_90Mhz	49.312
O_Sp_90Mhz	63.931
O_Sp_90Mhz	53.511
O_Sp_90Mhz	68.196
O_Sp_90Mhz	56.544
O_Sp_90Mhz	56.542
O_Sp_90Mhz	56.834
O_Sp_90Mhz	49.046
O_Sp_90Mhz	60.306
O_Sp_90Mhz	65.751
O_Sp_90Mhz	71.265
O_Sp_90Mhz	53.767
O_Sp_90Mhz	64.758
O_Sp_90Mhz	48.943
O_Sp_90Mhz	53.662
O_Sp_90Mhz	79.853
O_Sp_90Mhz	76.882
O_Sp_90Mhz	79.527
O_Sp_90Mhz	62.7
O_Sp_90Mhz	67.564
O_Sp_90Mhz	64.741
O_Sp_90Mhz	53.578
O_Sp_90Mhz	48.967
O_Sp_90Mhz	72.992
O_Sp_90Mhz	89.078
O_Sp_90Mhz	80.093
O_Sp_90Mhz	51.538
O_Sp_90Mhz	77.282
O_Sp_90Mhz	62.277
O_Sp_90Mhz	55.354
O_Sp_90Mhz	61.46
O_Sp_90Mhz	79.862
O_Sp_90Mhz	74.964
O_Sp_90Mhz	61.145
O_Sp_90Mhz	68.318
O_Sp_90Mhz	65.504
O_Sp_90Mhz	53.058
O_Sp_90Mhz	58.914
O_Sp_90Mhz	58.068
O_Sp_90Mhz	85.377
O_Sp_90Mhz	86.357
O_Sp_90Mhz	73.07
O_Sp_90Mhz	63.205
O_Sp_90Mhz	57.088
O_Sp_90Mhz	59.179
O_Sp_90Mhz	49.601
O_Sp_90Mhz	77.293
O_Sp_90Mhz	86.581
O_Sp_90Mhz	69.794
O_Sp_90Mhz	57.778
O_Sp_90Mhz	53.28
O_Sp_90Mhz	53.81
O_Sp_90Mhz	60.925
O_Sp_90Mhz	74.321
O_Sp_90Mhz	71.499
O_Sp_90Mhz	64.855
O_Sp_90Mhz	58.335
O_Sp_90Mhz	68.626
O_Sp_90Mhz	50.442
O_Sp_90Mhz	50.812
O_Sp_90Mhz	83.183
O_Sp_90Mhz	106.27
O_Sp_90Mhz	99.149
O_Sp_90Mhz	80.025
O_Sp_90Mhz	68.734
O_Sp_90Mhz	82.659
O_Sp_90Mhz	68.457
O_Sp_90Mhz	65.729
O_Sp_90Mhz	72.865
O_Sp_90Mhz	60.685
O_Sp_90Mhz	83.196
O_Sp_90Mhz	99.238
O_Sp_90Mhz	68.124
O_Sp_90Mhz	74.481
O_Sp_90Mhz	78.645
O_Sp_90Mhz	69.804
O_Sp_90Mhz	61.944
O_Sp_90Mhz	70.766
O_Sp_90Mhz	77.476
O_Sp_90Mhz	72.4
O_Sp_90Mhz	64.884
O_Sp_90Mhz	76.404
O_Sp_90Mhz	68.145
O_Sp_90Mhz	65.71
O_Sp_90Mhz	65.678
O_Sp_90Mhz	63.877
O_Sp_90Mhz	62.839
O_Sp_90Mhz	69.278
O_Sp_90Mhz	49.604
O_Sp_90Mhz	49.142
O_Sp_90Mhz	51.076
O_Sp_90Mhz	49.059
O_Sp_90Mhz	70.077
O_Sp_90Mhz	63.934
O_Sp_90Mhz	66.178
O_Sp_90Mhz	50.987
O_Sp_90Mhz	74.206
O_Sp_90Mhz	58.672
O_Sp_90Mhz	70.675
O_Sp_90Mhz	56.687
O_Sp_90Mhz	66.215
O_Sp_90Mhz	59.226
O_Sp_90Mhz	69.109
O_Sp_90Mhz	76.276
O_Sp_90Mhz	64.558
O_Sp_90Mhz	61.995
O_Sp_90Mhz	69.523
O_Sp_90Mhz	60.512
O_Sp_90Mhz	62.34
O_Sp_90Mhz	62.962
O_Sp_90Mhz	52.864
O_Sp_90Mhz	66.361
O_Sp_90Mhz	58.152
O_Sp_90Mhz	56.33
O_Sp_90Mhz	52.377
O_Sp_90Mhz	58.525
O_Sp_90Mhz	67.981
O_Sp_90Mhz	48.973
O_Sp_90Mhz	55.558
O_Sp_90Mhz	74.35
O_Sp_90Mhz	53.674
O_Sp_90Mhz	63.136
O_Sp_90Mhz	58.622
O_Sp_90Mhz	62.709
O_Sp_90Mhz	61.106
O_Sp_90Mhz	64.847
O_Sp_90Mhz	66.079
O_Sp_90Mhz	70.695
O_Sp_90Mhz	76.92
O_Sp_90Mhz	66.584
O_Sp_90Mhz	63.136
O_Sp_90Mhz	53.177
O_Sp_90Mhz	57.563
O_Sp_90Mhz	58.439
O_Sp_90Mhz	50.371
O_Sp_90Mhz	48.905
O_Sp_90Mhz	81.705
O_Sp_90Mhz	87.714
O_Sp_90Mhz	67.189
O_Sp_90Mhz	73.091
O_Sp_90Mhz	80.452
O_Sp_90Mhz	75.339
O_Sp_90Mhz	74.035
O_Sp_90Mhz	75.752
O_Sp_90Mhz	54.232
O_Sp_90Mhz	64.464
O_Sp_90Mhz	77.098
O_Sp_90Mhz	50.516
O_Sp_90Mhz	55.599
O_Sp_90Mhz	62.279
O_Sp_90Mhz	58.968
O_Sp_90Mhz	54.464
O_Sp_90Mhz	68.753
O_Sp_90Mhz	50.632
O_Sp_90Mhz	48.833
O_Sp_90Mhz	52.651
O_Sp_90Mhz	55.363
O_Sp_90Mhz	58.717
O_Sp_90Mhz	57.359
O_Sp_90Mhz	57.497
O_Sp_90Mhz	58.281
O_Sp_90Mhz	55.895
O_Sp_90Mhz	54.765
O_Sp_90Mhz	50.992
O_Sp_90Mhz	55.309
O_Sp_90Mhz	58.863
O_Sp_90Mhz	64.441
O_Sp_90Mhz	58.009
O_Sp_90Mhz	58.429
O_Sp_90Mhz	56.598
O_Sp_90Mhz	71.545
O_Sp_90Mhz	67.296
O_Sp_90Mhz	69.545
O_Sp_90Mhz	77.86
O_Sp_90Mhz	85.349
O_Sp_90Mhz	75.754
O_Sp_90Mhz	60.403
O_Sp_90Mhz	70.05
O_Sp_90Mhz	71.54
O_Sp_90Mhz	65.884
O_Sp_90Mhz	50.337
O_Sp_90Mhz	51.765
O_Sp_90Mhz	66.67
O_Sp_90Mhz	86.652
O_Sp_90Mhz	80.283
O_Sp_90Mhz	76.409
O_Sp_90Mhz	48.608
O_Sp_90Mhz	59.679
O_Sp_90Mhz	50.494
O_Sp_90Mhz	49.713
O_Sp_90Mhz	50.51
O_Sp_90Mhz	57.384
O_Sp_90Mhz	60.32
O_Sp_90Mhz	53.351
O_Sp_90Mhz	49.165
O_Sp_90Mhz	59.394
O_Sp_90Mhz	62.415
O_Sp_90Mhz	53.013
O_Sp_90Mhz	48.996
O_Sp_90Mhz	56.841
O_Sp_90Mhz	68.785
O_Sp_90Mhz	67.081
O_Sp_90Mhz	66.457
O_Sp_90Mhz	50.364
O_Sp_90Mhz	53.598
O_Sp_90Mhz	56.36
O_Sp_90Mhz	55.646
O_Sp_90Mhz	60.501
O_Sp_90Mhz	53.282
O_Sp_90Mhz	52.144
O_Sp_90Mhz	50.653
O_Sp_90Mhz	48.76
O_Sp_90Mhz	50.232
O_Sp_90Mhz	49.322
O_Sp_90Mhz	51.792
O_Sp_90Mhz	66.933
O_Sp_90Mhz	74.305
O_Sp_90Mhz	79.545
O_Sp_90Mhz	83.743
O_Sp_90Mhz	68.859
O_Sp_90Mhz	81.227
O_Sp_90Mhz	87.106
O_Sp_90Mhz	83.529
O_Sp_90Mhz	66.49
O_Sp_90Mhz	57.407
O_Sp_90Mhz	70.46
O_Sp_90Mhz	73.441
O_Sp_90Mhz	70.771
O_Sp_90Mhz	56.522
O_Sp_90Mhz	48.792
O_Sp_90Mhz	52.53
O_Sp_90Mhz	84.673
O_Sp_90Mhz	91.739
O_Sp_90Mhz	74.633
O_Sp_90Mhz	71.481
O_Sp_90Mhz	57.367
O_Sp_90Mhz	51.997
O_Sp_90Mhz	48.31
O_Sp_90Mhz	72.773
O_Sp_90Mhz	56.204
O_Sp_90Mhz	52.184
O_Sp_90Mhz	51.703
O_Sp_90Mhz	49.291
O_Sp_90Mhz	51.595
O_Sp_90Mhz	61.316
O_Sp_90Mhz	74.082
O_Sp_90Mhz	49.27
O_Sp_90Mhz	52.964
O_Sp_90Mhz	50.513
O_Sp_90Mhz	60.425
O_Sp_90Mhz	66.048
O_Sp_90Mhz	62.999
O_Sp_90Mhz	55.483
O_Sp_90Mhz	69.093
O_Sp_90Mhz	68.066
O_Sp_90Mhz	60.501
O_Sp_90Mhz	65.556
O_Sp_90Mhz	57.357
O_Sp_90Mhz	51.923
O_Sp_90Mhz	72.276
O_Sp_90Mhz	72.114
O_Sp_90Mhz	84.2
O_Sp_90Mhz	70.767
O_Sp_90Mhz	77.248
O_Sp_90Mhz	70.658
O_Sp_90Mhz	65.853
O_Sp_90Mhz	55.054
O_Sp_90Mhz	57.24
O_Sp_90Mhz	75.446
O_Sp_90Mhz	83.49
O_Sp_90Mhz	57.891
O_Sp_90Mhz	61.863
O_Sp_90Mhz	54.594
O_Sp_90Mhz	49.699
O_Sp_90Mhz	50.386
O_Sp_90Mhz	62.099
O_Sp_90Mhz	51.633
O_Sp_90Mhz	51.693
O_Sp_90Mhz	55.249
O_Sp_90Mhz	55.47
O_Sp_90Mhz	69.351
O_Sp_90Mhz	82.309
O_Sp_90Mhz	102.903
O_Sp_90Mhz	90.462
O_Sp_90Mhz	85.553
O_Sp_90Mhz	81.22
O_Sp_90Mhz	78.536
O_Sp_90Mhz	73.546
O_Sp_90Mhz	61.026
O_Sp_90Mhz	70.831
O_Sp_90Mhz	90.263
O_Sp_90Mhz	75.472
O_Sp_90Mhz	54.556
O_Sp_90Mhz	60.618
O_Sp_90Mhz	73.992
O_Sp_90Mhz	60.611
O_Sp_90Mhz	54.73
O_Sp_90Mhz	51.031
O_Sp_90Mhz	49.837
O_Sp_90Mhz	72.596
O_Sp_90Mhz	54.354
O_Sp_90Mhz	52.057
O_Sp_90Mhz	54.333
O_Sp_90Mhz	49.972
O_Sp_90Mhz	61.102
O_Sp_90Mhz	85.379
O_Sp_90Mhz	68.399
O_Sp_90Mhz	57.453
O_Sp_90Mhz	62.288
O_Sp_90Mhz	64.007
O_Sp_90Mhz	62.541
O_Sp_90Mhz	54.642
O_Sp_90Mhz	53.1
O_Sp_90Mhz	63.786
O_Sp_90Mhz	72.88
O_Sp_90Mhz	71.727
O_Sp_90Mhz	53.609
O_Sp_90Mhz	52.353
O_Sp_90Mhz	48.607
O_Sp_90Mhz	51.554
O_Sp_90Mhz	51.088
O_Sp_90Mhz	49.409
O_Sp_90Mhz	60.179
O_Sp_90Mhz	60.907
O_Sp_90Mhz	62.935
O_Sp_90Mhz	54.773
O_Sp_90Mhz	50.379
O_Sp_90Mhz	55.469
O_Sp_90Mhz	57.403
O_Sp_90Mhz	57.766
O_Sp_90Mhz	56.379
O_Sp_90Mhz	59.367
O_Sp_90Mhz	57.723
O_Sp_90Mhz	51.255
O_Sp_90Mhz	61.194
O_Sp_90Mhz	65.761
O_Sp_90Mhz	70.603
O_Sp_90Mhz	67.614
O_Sp_90Mhz	80.611
O_Sp_90Mhz	81.33
O_Sp_90Mhz	72.266
O_Sp_90Mhz	77.88
O_Sp_90Mhz	68.916
O_Sp_90Mhz	60.882
O_Sp_90Mhz	82.484
O_Sp_90Mhz	81.752
O_Sp_90Mhz	75.139
O_Sp_90Mhz	66.801
O_Sp_90Mhz	62.191
O_Sp_90Mhz	54.756
O_Sp_90Mhz	54.703
O_Sp_90Mhz	55.096
O_Sp_90Mhz	62.474
O_Sp_90Mhz	61.667
O_Sp_90Mhz	58.75
O_Sp_90Mhz	48.5
O_Sp_90Mhz	52.341
O_Sp_90Mhz	51.717
O_Sp_90Mhz	52.71
O_Sp_90Mhz	53.432
O_Sp_90Mhz	62.532
O_Sp_90Mhz	65.501
O_Sp_90Mhz	63.527
O_Sp_90Mhz	60.584
O_Sp_90Mhz	62.816
O_Sp_90Mhz	59.968
O_Sp_90Mhz	68.76
O_Sp_90Mhz	73.216
O_Sp_90Mhz	74.053
O_Sp_90Mhz	75.026
O_Sp_90Mhz	73.904
O_Sp_90Mhz	72.548
O_Sp_90Mhz	73.527
O_Sp_90Mhz	70.622
O_Sp_90Mhz	56.177
O_Sp_90Mhz	65.813
O_Sp_90Mhz	65.56
O_Sp_90Mhz	72.293
O_Sp_90Mhz	58.797
O_Sp_90Mhz	55.488
O_Sp_90Mhz	65.788
O_Sp_90Mhz	64.861
O_Sp_90Mhz	55.137
O_Sp_90Mhz	64.194
O_Sp_90Mhz	74.406
O_Sp_90Mhz	86.615
O_Sp_90Mhz	103.326
O_Sp_90Mhz	85.867
O_Sp_90Mhz	68.482
O_Sp_90Mhz	63.35
O_Sp_90Mhz	66.316
O_Sp_90Mhz	69.609
O_Sp_90Mhz	72.573
O_Sp_90Mhz	87.325
O_Sp_90Mhz	86.86
O_Sp_90Mhz	83.776
O_Sp_90Mhz	71.642
O_Sp_90Mhz	72.881
O_Sp_90Mhz	76.879
O_Sp_90Mhz	77.252
O_Sp_90Mhz	76.225
O_Sp_90Mhz	85.312
O_Sp_90Mhz	78.999
O_Sp_90Mhz	73.901
O_Sp_90Mhz	68.32
O_Sp_90Mhz	71.39
O_Sp_90Mhz	66.083
O_Sp_90Mhz	111.872
O_Sp_90Mhz	63.999
O_Sp_90Mhz	78.096
O_Sp_90Mhz	79.857
O_Sp_90Mhz	72.896
O_Sp_90Mhz	76.457
O_Sp_90Mhz	81.472
O_Sp_90Mhz	82.788
O_Sp_90Mhz	81.14
O_Sp_90Mhz	81.213
O_Sp_90Mhz	90.859
O_Sp_90Mhz	87.54
O_Sp_90Mhz	84.457
O_Sp_90Mhz	74.991
O_Sp_90Mhz	74.8
O_Sp_90Mhz	82.644
O_Sp_90Mhz	83.129
O_Sp_90Mhz	80.781
O_Sp_90Mhz	78.262
O_Sp_90Mhz	77.24
O_Sp_90Mhz	83.649
O_Sp_90Mhz	92.915
O_Sp_90Mhz	90.383
O_Sp_90Mhz	73.845
O_Sp_90Mhz	66.695
O_Sp_90Mhz	72.456
O_Sp_90Mhz	70.79
O_Sp_90Mhz	76.081
O_Sp_90Mhz	98.977
O_Sp_90Mhz	100.111
O_Sp_90Mhz	71.674
O_Sp_90Mhz	82.924
O_Sp_90Mhz	81.578
O_Sp_90Mhz	69.614
O_Sp_90Mhz	68.529
O_Sp_90Mhz	72.223
O_Sp_90Mhz	72.204
O_Sp_90Mhz	80.591
O_Sp_90Mhz	88.074
O_Sp_90Mhz	75.801
O_Sp_90Mhz	69.511
O_Sp_90Mhz	71.177
O_Sp_90Mhz	71.197
O_Sp_90Mhz	62.506
O_Sp_90Mhz	63.085
O_Sp_90Mhz	59.974
O_Sp_90Mhz	55.483
O_Sp_90Mhz	52.559
O_Sp_90Mhz	64.331
O_Sp_90Mhz	72.655
O_Sp_90Mhz	72.542
O_Sp_90Mhz	71.746
O_Sp_90Mhz	64.287
O_Sp_90Mhz	60.382
O_Sp_90Mhz	61.63
O_Sp_90Mhz	77.36
O_Sp_90Mhz	82.678
O_Sp_90Mhz	85.796
O_Sp_90Mhz	76.445
O_Sp_90Mhz	86.837
O_Sp_90Mhz	90.566
O_Sp_90Mhz	96.427
O_Sp_90Mhz	103.794
O_Sp_90Mhz	109.006
O_Sp_90Mhz	107.21
O_Sp_90Mhz	105.31
O_Sp_90Mhz	97.032
O_Sp_90Mhz	94.03
O_Sp_90Mhz	98.167
O_Sp_90Mhz	95.011
O_Sp_90Mhz	86.088
O_Sp_90Mhz	79.092
O_Sp_90Mhz	71.035
O_Sp_90Mhz	63.136
O_Sp_90Mhz	64.26
O_Sp_90Mhz	73.766
O_Sp_90Mhz	73.538
O_Sp_90Mhz	68.086
O_Sp_90Mhz	67.035
O_Sp_90Mhz	74.358
O_Sp_90Mhz	75.673
O_Sp_90Mhz	80.704
O_Sp_90Mhz	80.002
O_Sp_90Mhz	92.486
O_Sp_90Mhz	97.374
O_Sp_90Mhz	82.149
O_Sp_90Mhz	74.492
O_Sp_90Mhz	94.158
O_Sp_90Mhz	89.319
O_Sp_90Mhz	95.696
O_Sp_90Mhz	101.23
O_Sp_90Mhz	103.736
O_Sp_90Mhz	105.862
O_Sp_90Mhz	101.607
O_Sp_90Mhz	83.416
O_Sp_90Mhz	74.319
O_Sp_90Mhz	66.392
O_Sp_90Mhz	78.66
O_Sp_90Mhz	92.234
O_Sp_90Mhz	103.108
O_Sp_90Mhz	104.879
O_Sp_90Mhz	107.138
O_Sp_90Mhz	99.674
O_Sp_90Mhz	100.618
O_Sp_90Mhz	97.106
