Config	Tput(Mbps)
O_Sp_90Mhz	58.058
O_Sp_90Mhz	59.53
O_Sp_90Mhz	51.565
O_Sp_90Mhz	62.048
O_Sp_90Mhz	60.949
O_Sp_90Mhz	57.423
O_Sp_90Mhz	56.06
O_Sp_90Mhz	56.035
O_Sp_90Mhz	65.739
O_Sp_90Mhz	63.314
O_Sp_90Mhz	58.919
O_Sp_90Mhz	56.875
O_Sp_90Mhz	48.32
O_Sp_90Mhz	61.706
O_Sp_90Mhz	56.739
O_Sp_90Mhz	58.82
O_Sp_90Mhz	62.28
O_Sp_90Mhz	52.297
O_Sp_90Mhz	51.984
O_Sp_90Mhz	57.467
O_Sp_90Mhz	57.463
O_Sp_90Mhz	54.323
O_Sp_90Mhz	55.254
O_Sp_90Mhz	58.512
O_Sp_90Mhz	56.386
O_Sp_90Mhz	56.829
O_Sp_90Mhz	56.144
O_Sp_90Mhz	54.36
O_Sp_90Mhz	60.338
O_Sp_90Mhz	64.147
O_Sp_90Mhz	64.861
O_Sp_90Mhz	61.036
O_Sp_90Mhz	72.224
O_Sp_90Mhz	67.52
O_Sp_90Mhz	63.416
O_Sp_90Mhz	62.436
O_Sp_90Mhz	56.626
O_Sp_90Mhz	67.857
O_Sp_90Mhz	70.159
O_Sp_90Mhz	65.403
O_Sp_90Mhz	65.453
O_Sp_90Mhz	63.578
O_Sp_90Mhz	65.59
O_Sp_90Mhz	60.85
O_Sp_90Mhz	63.362
O_Sp_90Mhz	68.808
O_Sp_90Mhz	58.472
O_Sp_90Mhz	60.742
O_Sp_90Mhz	57.958
O_Sp_90Mhz	53.386
O_Sp_90Mhz	55.739
O_Sp_90Mhz	54.225
O_Sp_90Mhz	55.675
O_Sp_90Mhz	57.808
O_Sp_90Mhz	54.004
O_Sp_90Mhz	49.249
O_Sp_90Mhz	48.241
O_Sp_90Mhz	48.427
O_Sp_90Mhz	48.778
O_Sp_90Mhz	48.855
O_Sp_90Mhz	52.31
O_Sp_90Mhz	51.838
O_Sp_90Mhz	56.191
O_Sp_90Mhz	59.362
O_Sp_90Mhz	54.729
O_Sp_90Mhz	49.491
O_Sp_90Mhz	54.255
O_Sp_90Mhz	51.146
O_Sp_90Mhz	48.693
O_Sp_90Mhz	51.481
O_Sp_90Mhz	51.311
O_Sp_90Mhz	48.89
O_Sp_90Mhz	67.362
O_Sp_90Mhz	78.638
O_Sp_90Mhz	76.842
O_Sp_90Mhz	61.319
O_Sp_90Mhz	60.383
O_Sp_90Mhz	58.967
O_Sp_90Mhz	58.999
O_Sp_90Mhz	50.514
O_Sp_90Mhz	54.26
O_Sp_90Mhz	62.515
O_Sp_90Mhz	58.289
O_Sp_90Mhz	49.006
O_Sp_90Mhz	51.265
O_Sp_90Mhz	51.402
O_Sp_90Mhz	55.554
O_Sp_90Mhz	52.081
O_Sp_90Mhz	48.518
O_Sp_90Mhz	52.198
O_Sp_90Mhz	54.54
O_Sp_90Mhz	49.804
O_Sp_90Mhz	59.415
O_Sp_90Mhz	62.139
O_Sp_90Mhz	66.959
O_Sp_90Mhz	56.705
O_Sp_90Mhz	51.202
O_Sp_90Mhz	53.332
O_Sp_90Mhz	55.188
O_Sp_90Mhz	64.189
O_Sp_90Mhz	60.989
O_Sp_90Mhz	58.39
O_Sp_90Mhz	55.859
O_Sp_90Mhz	50.661
O_Sp_90Mhz	48.365
O_Sp_90Mhz	51.395
O_Sp_90Mhz	52.233
O_Sp_90Mhz	48.784
O_Sp_90Mhz	50.225
O_Sp_90Mhz	58.382
O_Sp_90Mhz	64.793
O_Sp_90Mhz	77.062
O_Sp_90Mhz	72.263
O_Sp_90Mhz	66.474
O_Sp_90Mhz	74.736
O_Sp_90Mhz	76.533
O_Sp_90Mhz	78.021
O_Sp_90Mhz	77.558
O_Sp_90Mhz	71.503
O_Sp_90Mhz	76.982
O_Sp_90Mhz	79.508
O_Sp_90Mhz	85.843
O_Sp_90Mhz	89.363
O_Sp_90Mhz	81.273
O_Sp_90Mhz	79.957
O_Sp_90Mhz	86.977
O_Sp_90Mhz	90.621
O_Sp_90Mhz	83.726
O_Sp_90Mhz	84.706
O_Sp_90Mhz	88.687
O_Sp_90Mhz	88.9
O_Sp_90Mhz	91.863
O_Sp_90Mhz	93.484
O_Sp_90Mhz	89.788
O_Sp_90Mhz	90.847
O_Sp_90Mhz	85.51
O_Sp_90Mhz	92.399
O_Sp_90Mhz	75.036
O_Sp_90Mhz	77.743
O_Sp_90Mhz	82.368
O_Sp_90Mhz	75.998
O_Sp_90Mhz	69.864
O_Sp_90Mhz	64.706
O_Sp_90Mhz	57.042
O_Sp_90Mhz	59.046
O_Sp_90Mhz	75.625
O_Sp_90Mhz	74.15
O_Sp_90Mhz	64.183
O_Sp_90Mhz	50.874
O_Sp_90Mhz	49.516
O_Sp_90Mhz	67.409
O_Sp_90Mhz	58.566
O_Sp_90Mhz	53.01
O_Sp_90Mhz	56.615
O_Sp_90Mhz	54.975
O_Sp_90Mhz	53.623
O_Sp_90Mhz	49.509
O_Sp_90Mhz	52.085
O_Sp_90Mhz	53.241
O_Sp_90Mhz	50.909
O_Sp_90Mhz	57.624
O_Sp_90Mhz	50.442
O_Sp_90Mhz	58.179
O_Sp_90Mhz	69.896
O_Sp_90Mhz	80.212
O_Sp_90Mhz	78.542
O_Sp_90Mhz	83.331
O_Sp_90Mhz	80.776
O_Sp_90Mhz	70.453
O_Sp_90Mhz	49.69
O_Sp_90Mhz	50.019
O_Sp_90Mhz	57.539
O_Sp_90Mhz	57.784
O_Sp_90Mhz	55.249
O_Sp_90Mhz	54.204
O_Sp_90Mhz	52.302
O_Sp_90Mhz	48.409
O_Sp_90Mhz	65.062
O_Sp_90Mhz	60.827
O_Sp_90Mhz	55.638
O_Sp_90Mhz	56.121
O_Sp_90Mhz	66.878
O_Sp_90Mhz	64.518
O_Sp_90Mhz	55.546
O_Sp_90Mhz	48.835
O_Sp_90Mhz	48.422
O_Sp_90Mhz	50.982
O_Sp_90Mhz	49.663
O_Sp_90Mhz	54.341
O_Sp_90Mhz	50.721
O_Sp_90Mhz	49.043
O_Sp_90Mhz	49.62
O_Sp_90Mhz	48.54
O_Sp_90Mhz	48.709
O_Sp_90Mhz	56.458
O_Sp_90Mhz	62.298
O_Sp_90Mhz	64.308
O_Sp_90Mhz	54.476
O_Sp_90Mhz	49.975
O_Sp_90Mhz	56.368
O_Sp_90Mhz	58.171
O_Sp_90Mhz	48.539
O_Sp_90Mhz	51.057
O_Sp_90Mhz	51.733
O_Sp_90Mhz	52.002
O_Sp_90Mhz	52.707
O_Sp_90Mhz	52.126
O_Sp_90Mhz	50.851
O_Sp_90Mhz	53.649
O_Sp_90Mhz	48.745
O_Sp_90Mhz	61.692
O_Sp_90Mhz	59.162
O_Sp_90Mhz	51.914
O_Sp_90Mhz	49.534
O_Sp_90Mhz	49.647
O_Sp_90Mhz	64.918
O_Sp_90Mhz	65.571
O_Sp_90Mhz	54.756
O_Sp_90Mhz	51.084
O_Sp_90Mhz	49.808
O_Sp_90Mhz	53.45
O_Sp_90Mhz	58.867
O_Sp_90Mhz	52.434
O_Sp_90Mhz	53.855
O_Sp_90Mhz	49.963
O_Sp_90Mhz	68.624
O_Sp_90Mhz	76.263
O_Sp_90Mhz	72.133
O_Sp_90Mhz	56.019
O_Sp_90Mhz	48.942
O_Sp_90Mhz	48.511
O_Sp_90Mhz	56.327
O_Sp_90Mhz	68.946
O_Sp_90Mhz	69.004
O_Sp_90Mhz	52.112
O_Sp_90Mhz	54.353
O_Sp_90Mhz	57.063
O_Sp_90Mhz	50.359
O_Sp_90Mhz	68.449
O_Sp_90Mhz	85.726
O_Sp_90Mhz	86.512
O_Sp_90Mhz	77.303
O_Sp_90Mhz	67.17
O_Sp_90Mhz	64.234
O_Sp_90Mhz	51.889
O_Sp_90Mhz	52.701
O_Sp_90Mhz	61.604
O_Sp_90Mhz	70.518
O_Sp_90Mhz	76.023
O_Sp_90Mhz	60.501
O_Sp_90Mhz	55.698
O_Sp_90Mhz	76.652
O_Sp_90Mhz	76.893
O_Sp_90Mhz	79.459
O_Sp_90Mhz	78.794
O_Sp_90Mhz	76.61
O_Sp_90Mhz	74.744
O_Sp_90Mhz	59.911
O_Sp_90Mhz	64.867
O_Sp_90Mhz	65.866
O_Sp_90Mhz	65.232
O_Sp_90Mhz	58.558
O_Sp_90Mhz	54.127
O_Sp_90Mhz	50.318
O_Sp_90Mhz	48.432
O_Sp_90Mhz	61.389
O_Sp_90Mhz	53.153
O_Sp_90Mhz	48.984
O_Sp_90Mhz	51.701
O_Sp_90Mhz	49.298
O_Sp_90Mhz	50.323
O_Sp_90Mhz	58.151
O_Sp_90Mhz	69.581
O_Sp_90Mhz	55.338
O_Sp_90Mhz	52.336
O_Sp_90Mhz	50.493
O_Sp_90Mhz	56.683
O_Sp_90Mhz	57.683
O_Sp_90Mhz	50.867
O_Sp_90Mhz	53.406
O_Sp_90Mhz	55.343
O_Sp_90Mhz	53.568
O_Sp_90Mhz	48.824
O_Sp_90Mhz	48.979
O_Sp_90Mhz	52.383
O_Sp_90Mhz	49.988
O_Sp_90Mhz	55.599
O_Sp_90Mhz	53.15
O_Sp_90Mhz	53.091
O_Sp_90Mhz	49.959
O_Sp_90Mhz	52.368
O_Sp_90Mhz	56.673
O_Sp_90Mhz	52.204
O_Sp_90Mhz	56.477
O_Sp_90Mhz	58.055
O_Sp_90Mhz	54.275
O_Sp_90Mhz	55.892
O_Sp_90Mhz	58.257
O_Sp_90Mhz	51.104
O_Sp_90Mhz	53.04
O_Sp_90Mhz	50.012
O_Sp_90Mhz	50.461
O_Sp_90Mhz	48.281
O_Sp_90Mhz	53.801
O_Sp_90Mhz	60.965
O_Sp_90Mhz	59.299
O_Sp_90Mhz	49.995
O_Sp_90Mhz	50.758
O_Sp_90Mhz	49.962
O_Sp_90Mhz	52.469
O_Sp_90Mhz	54.81
O_Sp_90Mhz	53.377
O_Sp_90Mhz	53.096
O_Sp_90Mhz	51.959
O_Sp_90Mhz	55.7
O_Sp_90Mhz	56.723
O_Sp_90Mhz	56.324
O_Sp_90Mhz	51.629
O_Sp_90Mhz	55.509
O_Sp_90Mhz	62.201
O_Sp_90Mhz	59.446
O_Sp_90Mhz	55.634
O_Sp_90Mhz	56.973
O_Sp_90Mhz	61.441
O_Sp_90Mhz	51.69
O_Sp_90Mhz	54.155
O_Sp_90Mhz	52.373
O_Sp_90Mhz	51.47
O_Sp_90Mhz	51.867
O_Sp_90Mhz	54.148
O_Sp_90Mhz	51.652
O_Sp_90Mhz	49.564
O_Sp_90Mhz	54.444
O_Sp_90Mhz	54.083
O_Sp_90Mhz	52.963
O_Sp_90Mhz	54.345
O_Sp_90Mhz	53.464
O_Sp_90Mhz	52.489
O_Sp_90Mhz	54.429
O_Sp_90Mhz	52.579
O_Sp_90Mhz	55.213
O_Sp_90Mhz	55.736
O_Sp_90Mhz	55.57
O_Sp_90Mhz	55.484
O_Sp_90Mhz	53.439
O_Sp_90Mhz	55.861
O_Sp_90Mhz	53.551
O_Sp_90Mhz	50.292
O_Sp_90Mhz	51.316
O_Sp_90Mhz	55.542
O_Sp_90Mhz	53.122
O_Sp_90Mhz	51.227
O_Sp_90Mhz	50.701
O_Sp_90Mhz	49.811
O_Sp_90Mhz	56.407
O_Sp_90Mhz	52.432
O_Sp_90Mhz	48.518
O_Sp_90Mhz	49.153
O_Sp_90Mhz	51.536
O_Sp_90Mhz	49.072
O_Sp_90Mhz	48.308
O_Sp_90Mhz	51.037
O_Sp_90Mhz	50.685
O_Sp_90Mhz	54.823
O_Sp_90Mhz	51.511
O_Sp_90Mhz	50.5
O_Sp_90Mhz	49.476
O_Sp_90Mhz	49.214
O_Sp_90Mhz	54.515
O_Sp_90Mhz	51.613
O_Sp_90Mhz	53.614
O_Sp_90Mhz	53.379
O_Sp_90Mhz	53.937
O_Sp_90Mhz	58.739
O_Sp_90Mhz	49.997
O_Sp_90Mhz	59.429
O_Sp_90Mhz	69.799
O_Sp_90Mhz	62.754
O_Sp_90Mhz	51.794
O_Sp_90Mhz	49.454
O_Sp_90Mhz	49.699
O_Sp_90Mhz	49.938
O_Sp_90Mhz	52.333
O_Sp_90Mhz	52.858
O_Sp_90Mhz	54.347
O_Sp_90Mhz	48.26
O_Sp_90Mhz	48.66
O_Sp_90Mhz	49.703
O_Sp_90Mhz	55.824
O_Sp_90Mhz	51.308
O_Sp_90Mhz	49.431
O_Sp_90Mhz	50.017
O_Sp_90Mhz	52.811
O_Sp_90Mhz	55.825
O_Sp_90Mhz	51.229
O_Sp_90Mhz	51.053
O_Sp_90Mhz	48.698
O_Sp_90Mhz	60.253
O_Sp_90Mhz	64.903
O_Sp_90Mhz	49.452
O_Sp_90Mhz	49.442
O_Sp_90Mhz	49.96
O_Sp_90Mhz	52.485
O_Sp_90Mhz	49.402
O_Sp_90Mhz	51.263
O_Sp_90Mhz	52.352
O_Sp_90Mhz	48.716
O_Sp_90Mhz	51.884
O_Sp_90Mhz	52.061
O_Sp_90Mhz	48.654
O_Sp_90Mhz	52.886
O_Sp_90Mhz	61.579
O_Sp_90Mhz	55.21
O_Sp_90Mhz	56.059
O_Sp_90Mhz	51.628
O_Sp_90Mhz	52.5
O_Sp_90Mhz	50.998
O_Sp_90Mhz	50.135
O_Sp_90Mhz	54.95
O_Sp_90Mhz	56.726
O_Sp_90Mhz	56.954
O_Sp_90Mhz	51.73
O_Sp_90Mhz	59.789
O_Sp_90Mhz	70.439
O_Sp_90Mhz	73.477
O_Sp_90Mhz	61.911
O_Sp_90Mhz	53.188
O_Sp_90Mhz	54.075
O_Sp_90Mhz	48.582
O_Sp_90Mhz	50.843
O_Sp_90Mhz	49.793
O_Sp_90Mhz	53.414
O_Sp_90Mhz	56.49
O_Sp_90Mhz	56.806
O_Sp_90Mhz	53.059
O_Sp_90Mhz	48.637
O_Sp_90Mhz	51.081
O_Sp_90Mhz	50.216
O_Sp_90Mhz	49.229
O_Sp_90Mhz	48.371
O_Sp_90Mhz	50.068
O_Sp_90Mhz	48.573
O_Sp_90Mhz	55.327
O_Sp_90Mhz	48.72
O_Sp_90Mhz	49.882
O_Sp_90Mhz	53.543
O_Sp_90Mhz	51.055
O_Sp_90Mhz	56.433
O_Sp_90Mhz	51.669
O_Sp_90Mhz	50.647
O_Sp_90Mhz	56.845
O_Sp_90Mhz	57.403
O_Sp_90Mhz	58.333
O_Sp_90Mhz	56.908
O_Sp_90Mhz	56.269
O_Sp_90Mhz	60.168
O_Sp_90Mhz	54.689
O_Sp_90Mhz	56.128
O_Sp_90Mhz	60.725
O_Sp_90Mhz	64.275
O_Sp_90Mhz	78.765
O_Sp_90Mhz	72.157
O_Sp_90Mhz	70.002
O_Sp_90Mhz	62.712
O_Sp_90Mhz	54.882
O_Sp_90Mhz	54.772
O_Sp_90Mhz	62.109
O_Sp_90Mhz	58.37
O_Sp_90Mhz	62.72
O_Sp_90Mhz	66.92
O_Sp_90Mhz	71.614
O_Sp_90Mhz	59.66
O_Sp_90Mhz	63.085
O_Sp_90Mhz	63.613
O_Sp_90Mhz	67.459
O_Sp_90Mhz	67.787
O_Sp_90Mhz	52.591
O_Sp_90Mhz	54.19
O_Sp_90Mhz	60.862
O_Sp_90Mhz	51.897
O_Sp_90Mhz	59.089
O_Sp_90Mhz	65.276
O_Sp_90Mhz	59.357
O_Sp_90Mhz	48.245
O_Sp_90Mhz	56.293
O_Sp_90Mhz	69.522
O_Sp_90Mhz	73.98
O_Sp_90Mhz	66.873
O_Sp_90Mhz	62.8
O_Sp_90Mhz	61.264
O_Sp_90Mhz	64.491
O_Sp_90Mhz	60.704
O_Sp_90Mhz	58.52
O_Sp_90Mhz	48.323
O_Sp_90Mhz	54.088
O_Sp_90Mhz	64.299
O_Sp_90Mhz	66.456
O_Sp_90Mhz	48.967
O_Sp_90Mhz	49.002
O_Sp_90Mhz	56.051
O_Sp_90Mhz	59.95
O_Sp_90Mhz	50.112
O_Sp_90Mhz	50.108
O_Sp_90Mhz	58.677
O_Sp_90Mhz	67.419
O_Sp_90Mhz	48.557
O_Sp_90Mhz	55.533
O_Sp_90Mhz	56.604
O_Sp_90Mhz	57.497
O_Sp_90Mhz	60.33
O_Sp_90Mhz	69.543
O_Sp_90Mhz	63.684
O_Sp_90Mhz	61.447
O_Sp_90Mhz	56.528
O_Sp_90Mhz	59.176
O_Sp_90Mhz	66.998
O_Sp_90Mhz	67.316
O_Sp_90Mhz	61.689
O_Sp_90Mhz	63.626
O_Sp_90Mhz	68.499
O_Sp_90Mhz	72.088
O_Sp_90Mhz	49.798
O_Sp_90Mhz	49.388
O_Sp_90Mhz	52.245
O_Sp_90Mhz	55.94
O_Sp_90Mhz	50.355
O_Sp_90Mhz	50.537
O_Sp_90Mhz	65.595
O_Sp_90Mhz	73.905
O_Sp_90Mhz	73.793
O_Sp_90Mhz	54.323
O_Sp_90Mhz	50.12
O_Sp_90Mhz	57.893
O_Sp_90Mhz	63.679
O_Sp_90Mhz	57.491
O_Sp_90Mhz	50.402
O_Sp_90Mhz	50.157
O_Sp_90Mhz	52.425
O_Sp_90Mhz	59.531
O_Sp_90Mhz	48.925
O_Sp_90Mhz	55.177
O_Sp_90Mhz	61.786
O_Sp_90Mhz	61.103
O_Sp_90Mhz	56.284
O_Sp_90Mhz	53.994
O_Sp_90Mhz	56.781
O_Sp_90Mhz	55.63
O_Sp_90Mhz	52.364
O_Sp_90Mhz	53.4
O_Sp_90Mhz	50.975
O_Sp_90Mhz	49.679
O_Sp_90Mhz	48.252
V_It	66.075
V_It	61.9
V_It	62.583
V_It	69.117
V_It	66.608
V_It	67.79
V_It	59.158
V_It	72.393
V_It	71.234
V_It	70.62
V_It	67.704
V_It	66.356
V_It	67.889
V_It	74.478
V_It	71.292
V_It	68.72
V_It	70.014
V_It	67.684
V_It	66.361
V_It	65.908
V_It	67.977
V_It	68.955
V_It	65.963
V_It	70.048
V_It	67.846
V_It	46.551
V_It	51.977
V_It	54.356
V_It	53.218
V_It	50.078
V_It	55.765
V_It	50.397
V_It	60.953
V_It	63.857
V_It	59.856
V_It	64.194
V_It	65.688
V_It	65.85
V_It	67.35
V_It	68.023
V_It	69.913
V_It	67.55
V_It	66.55
V_It	67.7
V_It	67.743
V_It	68.126
V_It	69.527
V_It	70.47
V_It	71.742
V_It	73.62
V_It	71.073
V_It	73.516
V_It	70.737
V_It	70.342
V_It	72.829
V_It	71.507
V_It	72.153
V_It	68.084
V_It	71.623
V_It	72.288
V_It	72.564
V_It	72.7
V_It	68.302
V_It	70.546
V_It	71.289
V_It	71.803
V_It	68.816
V_It	73.49
V_It	74.92
V_It	74.808
V_It	71.289
V_It	62.837
V_It	61.832
V_It	67.342
V_It	70.84
V_It	76.229
V_It	75.996
V_It	64.904
V_It	65.383
V_It	72.194
V_It	74.261
V_It	72.488
V_It	69.186
V_It	67.198
V_It	69.809
V_It	69.913
V_It	71.829
V_It	72.216
V_It	68.05
V_It	63.899
V_It	70.954
V_It	71.505
V_It	73.196
V_It	72.179
V_It	69.657
V_It	73.02
V_It	66.357
V_It	67.199
V_It	0.859
V_It	63.301
V_It	65.489
V_It	68.3
V_It	71.685
V_It	71.327
V_It	72.477
V_It	74.735
V_It	72.681
V_It	72.759
V_It	72.922
V_It	71.954
V_It	72.048
V_It	71.173
V_It	63.708
V_It	72.593
V_It	71.883
V_It	71.099
V_It	72.337
V_It	70.083
V_It	68.394
V_It	71.012
V_It	68.517
V_It	71.018
V_It	69.213
V_It	69.597
V_It	70.804
V_It	71.069
V_It	69.259
V_It	70.308
V_It	70.221
V_It	72.328
V_It	72.171
V_It	68.459
V_It	69.831
V_It	70.903
V_It	72.507
V_It	72.929
V_It	66.785
V_It	70.154
V_It	70.378
V_It	69.156
V_It	73.36
V_It	73.402
V_It	75.563
V_It	74.857
V_It	72.235
V_It	66.141
V_It	65.918
V_It	70.339
V_It	63.025
V_It	57.417
V_It	61.555
V_It	60.158
V_It	61.092
V_It	61.515
V_It	59.826
V_It	61.808
V_It	66.915
V_It	72.183
V_It	69.02
V_It	69.113
V_It	69.075
V_It	67.372
V_It	69.156
V_It	66.078
V_It	68.948
V_It	72.039
V_It	70.241
V_It	67.38
V_It	65.269
V_It	67.278
V_It	64.851
V_It	61.477
V_It	61.931
V_It	59.925
V_It	63.323
V_It	65.977
V_It	66.491
V_It	65.448
V_It	67.192
V_It	66.832
V_It	67.383
V_It	66.247
V_It	69.517
V_It	68.4
V_It	67.246
V_It	66.444
V_It	68.486
V_It	67.965
V_It	69.952
V_It	67.579
V_It	66.118
V_It	71.601
V_It	66.632
V_It	65.54
V_It	69.695
V_It	69.206
V_It	71.869
V_It	70.974
V_It	76.905
V_It	87.969
V_It	82.846
V_It	79.48
V_It	67.097
V_It	66.179
V_It	72.97
V_It	79.772
V_It	76.078
V_It	80.478
V_It	88.112
V_It	76.822
V_It	64.801
V_It	66.409
V_It	63.191
V_It	62.886
V_It	66.227
V_It	62.658
V_It	63.086
V_It	64.524
V_It	68.159
V_It	71.008
V_It	70.763
V_It	72.678
V_It	71.522
V_It	72.656
V_It	71.394
V_It	73.221
V_It	73.512
V_It	73.093
V_It	75.159
V_It	72.197
V_It	69.545
V_It	66.57
V_It	70.938
V_It	74.677
V_It	74.083
V_It	76.451
V_It	72.278
V_It	73.303
V_It	71.013
V_It	70.587
V_It	68.529
V_It	69.232
V_It	69.662
V_It	71.027
V_It	71.692
V_It	73.445
V_It	70.925
V_It	70.959
V_It	69.867
V_It	66.939
V_It	68.216
V_It	67.663
V_It	70.335
V_It	69.685
V_It	0.858
V_It	89.006
V_It	75.948
V_It	74.646
V_It	71.67
V_It	61.836
V_It	58.655
V_It	61.492
V_It	57.914
V_It	58.722
V_It	55.503
V_It	54.192
V_It	54.12
V_It	54.55
V_It	89.123
V_It	90.105
V_It	88.666
V_It	90.439
V_It	89.507
V_It	89.656
V_It	89.563
V_It	89.957
V_It	89.595
V_It	86.429
V_It	90.185
V_It	90.702
V_It	84.872
V_It	91.908
V_It	86.816
V_It	88.478
V_It	91.804
V_It	90.119
V_It	88.803
V_It	90.596
V_It	89.585
V_It	89.075
V_It	87.449
V_It	90.023
V_It	86.111
V_It	87.434
V_It	89.77
V_It	87.069
V_It	88.169
V_It	90.039
V_It	87.124
V_It	88.769
V_It	91.765
V_It	87.803
V_It	88.422
V_It	88.002
V_It	88.473
V_It	89.219
V_It	91.661
V_It	88.991
V_It	89.714
V_It	87.759
V_It	88.296
V_It	88.345
V_It	90.969
V_It	88.961
V_It	87.335
V_It	87.148
V_It	87.652
V_It	89.556
V_It	91.309
V_It	88.912
V_It	88.832
V_It	89.607
V_It	87.62
V_It	91.637
V_It	89.632
V_It	88.521
V_It	89.745
V_It	90.883
V_It	91.367
V_It	88.055
V_It	89.759
V_It	90.075
V_It	86.34
V_It	87.875
V_It	90.168
V_It	90.828
V_It	90.203
V_It	90.037
V_It	90.18
V_It	91.103
V_It	90.177
V_It	88.725
V_It	92.052
V_It	89.239
V_It	89.425
V_It	90.612
V_It	89.708
V_It	90.236
V_It	90.248
V_It	89.85
V_It	89.763
V_It	88.161
V_It	91.076
V_It	88.218
V_It	88.208
V_It	87.556
V_It	88.437
V_It	89.104
V_It	88.364
V_It	89.622
V_It	87.467
V_It	90.438
V_It	91.043
V_It	88.843
V_It	89.678
V_It	88.793
V_It	89.518
V_It	91.577
V_It	87.2
V_It	89.723
V_It	89.037
V_It	89.849
V_It	90.963
V_It	89.959
V_It	88.089
V_It	89.033
V_It	91.7
V_It	88.488
V_It	91.366
V_It	90.202
V_It	88.002
V_It	91.817
V_It	88.203
V_It	90.203
V_It	91.677
V_It	88.835
V_It	89.989
V_It	89.752
V_It	90.019
V_It	88.172
V_It	92.55
V_It	85.849
V_It	89.258
V_It	92.191
V_It	89.012
V_It	89.069
V_It	90.203
V_It	89.032
V_It	91.148
V_It	89.665
V_It	90.065
V_It	87.19
V_It	1.701
V_It	1.711
V_It	91.889
V_It	89.718
V_It	87.745
V_It	92.737
V_It	87.414
V_It	90.629
V_It	92.359
V_It	88.05
V_It	89.664
V_It	92.354
V_It	87.718
V_It	90.023
V_It	90.189
V_It	90.197
V_It	88.055
V_It	92.164
V_It	89.205
V_It	89.303
V_It	91.832
V_It	90.215
V_It	89.38
V_It	89.035
V_It	89.778
V_It	90.174
V_It	91.879
V_It	88.111
V_It	89.472
V_It	90.191
V_It	90.253
V_It	88.536
V_It	92.753
V_It	88.084
V_It	89.483
V_It	91.11
V_It	90.995
V_It	90.187
V_It	91.105
V_It	90.175
V_It	87.807
V_It	90.166
V_It	91.579
V_It	90.209
V_It	89.463
V_It	91.3
V_It	89.752
V_It	88.699
V_It	90.538
V_It	87.711
V_It	87.554
V_It	86.669
V_It	89.239
V_It	86.439
V_It	89.538
V_It	90.7
V_It	91.006
V_It	88.993
V_It	90.011
V_It	89.194
V_It	89.805
V_It	89.555
V_It	86.038
V_It	88.902
V_It	88.569
V_It	91.901
V_It	88.86
V_It	89.601
V_It	89.029
V_It	86.972
V_It	86.777
V_It	89.979
V_It	89.934
V_It	89.375
V_It	88.616
V_It	89.678
V_It	87.986
V_It	91.929
V_It	88.62
V_It	86.866
V_It	87.018
V_It	90.0
V_It	88.389
V_It	90.13
V_It	90.298
V_It	88.507
V_It	91.275
V_It	66.883
V_It	90.234
V_It	89.742
V_It	86.755
V_It	86.683
V_It	89.881
V_It	87.511
V_It	88.203
V_It	91.744
V_It	89.7
V_It	87.673
V_It	91.653
V_It	88.709
V_It	88.617
V_It	89.623
V_It	89.356
V_It	89.757
V_It	88.522
V_It	88.443
V_It	87.245
V_It	89.539
V_It	88.832
V_It	88.744
V_It	91.782
V_It	90.206
V_It	88.99
V_It	90.196
V_It	89.434
V_It	89.782
V_It	83.339
V_It	86.511
V_It	89.24
V_It	89.96
V_It	90.182
V_It	90.204
V_It	90.97
V_It	90.234
V_It	85.334
V_It	89.782
V_It	89.22
V_It	90.996
V_It	90.791
V_It	88.116
V_It	90.984
V_It	88.12
V_It	89.28
V_It	88.569
V_It	89.848
V_It	87.382
V_It	90.428
V_It	90.254
V_It	88.376
V_It	88.142
V_It	91.917
V_It	84.878
V_It	85.678
V_It	90.977
V_It	89.778
V_It	90.248
V_It	89.627
V_It	89.008
V_It	90.183
V_It	89.031
V_It	88.614
V_It	89.902
V_It	88.525
V_It	87.189
V_It	90.025
V_It	87.946
V_It	89.441
V_It	89.31
V_It	89.269
V_It	88.322
V_It	90.82
V_It	87.195
V_It	90.22
V_It	92.731
V_It	89.248
V_It	86.783
V_It	90.171
V_It	89.272
V_It	87.015
V_It	90.998
V_It	89.524
V_It	88.22
V_It	90.492
V_It	90.966
V_It	90.195
V_It	88.074
V_It	89.0
V_It	89.357
V_It	90.582
V_It	91.004
V_It	88.532
V_It	92.241
V_It	85.897
V_It	87.382
V_It	89.043
V_It	88.143
V_It	89.793
V_It	91.992
V_It	89.979
V_It	88.825
V_It	91.29
V_It	88.954
V_It	88.821
V_It	90.959
V_It	86.99
V_It	89.513
V_It	89.217
V_It	89.455
V_It	90.204
V_It	91.827
V_It	90.061
V_It	87.304
V_It	90.224
V_It	89.439
V_It	87.79
V_It	89.781
V_It	87.806
V_It	87.813
V_It	77.058
V_It	78.787
V_It	88.286
V_It	86.625
V_It	85.539
V_It	88.967
V_It	86.583
V_It	91.01
V_It	88.85
V_It	90.567
V_It	89.373
V_It	90.142
V_It	90.295
V_It	89.339
V_It	88.178
V_It	89.051
V_It	87.577
V_It	90.185
V_It	89.585
V_It	86.294
V_It	88.524
V_It	88.356
V_It	90.193
V_It	91.865
V_It	90.221
V_It	87.436
V_It	88.704
V_It	90.592
V_It	86.675
V_It	88.915
V_It	90.889
V_It	91.293
V_It	88.826
V_It	92.339
