TP (Gbps)	Config
0.280317	US_Att
0.360635	US_Att
0.359281	US_Att
0.377396	US_Att
0.266601	US_Att
0.00020899999999999998	US_Att
0.105549	US_Att
0.307928	US_Att
0.349197	US_Att
0.312243	US_Att
0.297012	US_Att
0.287648	US_Att
0.342515	US_Att
0.332022	US_Att
0.257336	US_Att
0.194319	US_Att
0.243645	US_Att
0.153061	US_Att
0.17415899999999998	US_Att
0.24126	US_Att
0.34989499999999996	US_Att
0.344083	US_Att
0.261158	US_Att
0.371498	US_Att
0.349265	US_Att
0.333201	US_Att
0.30388600000000004	US_Att
0.355188	US_Att
0.349833	US_Att
0.402021	US_Att
0.38473599999999997	US_Att
0.31168599999999996	US_Att
0.362555	US_Att
0.33613099999999996	US_Att
0.34076999999999996	US_Att
0.327758	US_Att
0.36964800000000003	US_Att
0.281815	US_Att
0.293538	US_Att
0.324005	US_Att
0.249934	US_Att
0.354337	US_Att
0.348	US_Att
0.35053199999999995	US_Att
0.368363	US_Att
0.258488	US_Att
0.369875	US_Att
0.365476	US_Att
0.39320499999999997	US_Att
0.330698	US_Att
0.404766	US_Att
0.378872	US_Att
0.38251799999999997	US_Att
0.41157699999999997	US_Att
0.368385	US_Att
0.363699	US_Att
0.41114100000000003	US_Att
0.362347	US_Att
0.424847	US_Att
0.35706400000000005	US_Att
0.38292000000000004	US_Att
0.38655700000000004	US_Att
0.321175	US_Att
0.400971	US_Att
0.408368	US_Att
0.354505	US_Att
0.399391	US_Att
0.354277	US_Att
0.36862900000000004	US_Att
0.36587000000000003	US_Att
0.32464299999999996	US_Att
0.429936	US_Att
0.318558	US_Att
0.365773	US_Att
0.314908	US_Att
0.36195499999999997	US_Att
0.342835	US_Att
0.408702	US_Att
0.27903100000000003	US_Att
0.343812	US_Att
0.369196	US_Att
0.370132	US_Att
0.317353	US_Att
0.406582	US_Att
0.360436	US_Att
0.381478	US_Att
0.336414	US_Att
0.382418	US_Att
0.332893	US_Att
0.347598	US_Att
0.40568	US_Att
0.364919	US_Att
0.394656	US_Att
0.35057	US_Att
0.41151499999999996	US_Att
0.344096	US_Att
0.37579700000000005	US_Att
0.364781	US_Att
0.384719	US_Att
0.372948	US_Att
0.398252	US_Att
0.313572	US_Att
0.314683	US_Att
0.27838799999999997	US_Att
0.348434	US_Att
0.408795	US_Att
0.335354	US_Att
0.320612	US_Att
0.29764100000000004	US_Att
0.368377	US_Att
0.38428500000000004	US_Att
0.364161	US_Att
0.30173500000000003	US_Att
0.40206200000000003	US_Att
0.37139	US_Att
0.38264299999999996	US_Att
0.41842	US_Att
0.32248200000000005	US_Att
0.31442000000000003	US_Att
0.36735	US_Att
0.345235	US_Att
0.348566	US_Att
0.29386900000000005	US_Att
0.353735	US_Att
0.342052	US_Att
0.395428	US_Att
0.333098	US_Att
0.359617	US_Att
0.353171	US_Att
0.300042	US_Att
0.320985	US_Att
1.3e-05	US_Att
0.00011999999999999999	US_Att
1.2e-05	US_Att
8.999999999999999e-06	US_Att
1.2e-05	US_Att
1.4e-05	US_Att
1.7999999999999997e-05	US_Att
1.4e-05	US_Att
8.999999999999999e-06	US_Att
1.7e-05	US_Att
1e-05	US_Att
1.3e-05	US_Att
6e-06	US_Att
8.999999999999999e-06	US_Att
1.3e-05	US_Att
3e-06	US_Att
5e-06	US_Att
1.2e-05	US_Att
5e-06	US_Att
1.7e-05	US_Att
1e-05	US_Att
1.2e-05	US_Att
1.3e-05	US_Att
1.2e-05	US_Att
1.1e-05	US_Att
1.7e-05	US_Att
8.999999999999999e-06	US_Att
1.7999999999999997e-05	US_Att
1.3e-05	US_Att
8e-06	US_Att
1e-05	US_Att
1.2e-05	US_Att
6e-06	US_Att
6e-06	US_Att
1e-05	US_Att
8.999999999999999e-06	US_Att
1.4999999999999999e-05	US_Att
8e-06	US_Att
7e-06	US_Att
6e-06	US_Att
1.4999999999999999e-05	US_Att
1.7999999999999997e-05	US_Att
1e-05	US_Att
2.2e-05	US_Att
1e-05	US_Att
3.3e-05	US_Att
2.1000000000000002e-05	US_Att
1.3e-05	US_Att
1.1e-05	US_Att
6e-06	US_Att
8.999999999999999e-06	US_Att
1.7999999999999997e-05	US_Att
1.4999999999999999e-05	US_Att
1.7e-05	US_Att
1.4e-05	US_Att
1.3e-05	US_Att
1.4999999999999999e-05	US_Att
8.999999999999999e-06	US_Att
1.4999999999999999e-05	US_Att
1.7999999999999997e-05	US_Att
5e-06	US_Att
1.1e-05	US_Att
1.7e-05	US_Att
5e-06	US_Att
1.3e-05	US_Att
6e-06	US_Att
1.3e-05	US_Att
8e-06	US_Att
7e-06	US_Att
1.2e-05	US_Att
1.1e-05	US_Att
8.999999999999999e-06	US_Att
1.4e-05	US_Att
1.3e-05	US_Att
8.999999999999999e-06	US_Att
1.3e-05	US_Att
6e-06	US_Att
8.999999999999999e-06	US_Att
1e-05	US_Att
8e-06	US_Att
1.6e-05	US_Att
1.6e-05	US_Att
8.999999999999999e-06	US_Att
2.1000000000000002e-05	US_Att
1e-05	US_Att
1.7999999999999997e-05	US_Att
1.2e-05	US_Att
1.1e-05	US_Att
1.2e-05	US_Att
1.3e-05	US_Att
6e-06	US_Att
1.2e-05	US_Att
1e-05	US_Att
2.4e-05	US_Att
8.999999999999999e-06	US_Att
1.3e-05	US_Att
1.2e-05	US_Att
1.4e-05	US_Att
8.999999999999999e-06	US_Att
1.7999999999999997e-05	US_Att
1.3e-05	US_Att
8.999999999999999e-06	US_Att
1.4999999999999999e-05	US_Att
8.999999999999999e-05	US_Att
6e-06	US_Att
6e-06	US_Att
3.4e-05	US_Att
1.1e-05	US_Att
1.2e-05	US_Att
4.6e-05	US_Att
8e-06	US_Att
0.000275	US_Att
1.3e-05	US_Att
3.9e-05	US_Att
0.00014399999999999998	US_Att
4.2999999999999995e-05	US_Att
5.1e-05	US_Att
4e-05	US_Att
8e-06	US_Att
1.2e-05	US_Att
1.3e-05	US_Att
8.999999999999999e-06	US_Att
1.7999999999999997e-05	US_Att
8e-06	US_Att
1.2e-05	US_Att
2.3e-05	US_Att
1.2e-05	US_Att
1.1e-05	US_Att
0.032475000000000004	US_Att
0.02705	US_Att
0.20303	US_Att
0.016483	US_Att
0.40428699999999995	US_Att
0.283598	US_Att
0.40696699999999997	US_Att
0.247455	US_Att
0.35960899999999996	US_Att
0.473341	US_Att
0.41276100000000004	US_Att
0.613304	US_Att
0.6692619999999999	US_Att
0.7229009999999999	US_Att
0.501394	US_Att
0.573361	US_Att
0.458726	US_Att
0.536025	US_Att
0.638938	US_Att
0.670551	US_Att
0.5927749999999999	US_Att
0.5040899999999999	US_Att
0.6206029999999999	US_Att
0.537864	US_Att
0.452323	US_Att
0.410028	US_Att
0.392044	US_Att
0.38089	US_Att
0.407848	US_Att
0.472049	US_Att
0.4215	US_Att
0.431765	US_Att
0.444546	US_Att
0.446241	US_Att
0.519691	US_Att
0.40056	US_Att
0.551959	US_Att
0.48856099999999997	US_Att
0.48022000000000004	US_Att
0.510429	US_Att
0.352874	US_Att
0.41262400000000005	US_Att
0.362084	US_Att
0.418507	US_Att
0.505519	US_Att
0.51056	US_Att
0.529507	US_Att
0.435033	US_Att
0.593973	US_Att
0.437173	US_Att
0.4661	US_Att
0.399543	US_Att
0.41902	US_Att
0.47883499999999996	US_Att
0.410119	US_Att
0.439953	US_Att
0.414206	US_Att
0.4142	US_Att
0.518334	US_Att
0.43246300000000004	US_Att
0.487865	US_Att
0.487867	US_Att
0.455179	US_Att
0.467099	US_Att
0.418016	US_Att
0.513583	US_Att
0.469109	US_Att
0.432015	US_Att
0.453454	US_Att
0.45756	US_Att
0.5081209999999999	US_Att
0.56187	US_Att
0.472647	US_Att
0.497214	US_Att
0.6303529999999999	US_Att
0.456199	US_Att
0.593084	US_Att
0.475461	US_Att
0.499714	US_Att
0.6100140000000001	US_Att
0.5316839999999999	US_Att
0.528904	US_Att
0.544621	US_Att
0.467434	US_Att
0.506317	US_Att
0.474706	US_Att
0.454432	US_Att
0.454942	US_Att
0.462601	US_Att
0.464364	US_Att
0.484186	US_Att
0.557443	US_Att
0.482319	US_Att
0.3905	US_Att
0.5243490000000001	US_Att
0.43170600000000003	US_Att
0.548958	US_Att
0.493228	US_Att
0.537458	US_Att
0.511445	US_Att
0.497953	US_Att
0.509839	US_Att
0.427456	US_Att
0.53334	US_Att
0.529749	US_Att
0.630797	US_Att
0.559354	US_Att
0.551451	US_Att
0.463524	US_Att
0.567287	US_Att
0.489465	US_Att
0.542045	US_Att
0.608753	US_Att
0.69837	US_Att
0.650224	US_Att
0.6799550000000001	US_Att
0.638338	US_Att
0.6718139999999999	US_Att
0.695545	US_Att
0.5477989999999999	US_Att
0.563218	US_Att
0.7360760000000001	US_Att
0.7071040000000001	US_Att
0.477786	US_Att
0.681845	US_Att
0.6762229999999999	US_Att
0.499678	US_Att
0.5724	US_Att
0.5641849999999999	US_Att
0.615854	US_Att
0.628922	US_Att
0.5342659999999999	US_Att
0.54613	US_Att
0.601201	US_Att
0.5243410000000001	US_Att
0.641826	US_Att
0.67661	US_Att
0.671982	US_Att
0.652696	US_Att
0.6924629999999999	US_Att
0.722279	US_Att
0.637079	US_Att
0.5917469999999999	US_Att
0.49750599999999995	US_Att
0.708495	US_Att
0.64005	US_Att
0.735398	US_Att
0.521105	US_Att
0.404005	US_Att
0.472789	US_Att
0.44087400000000004	US_Att
0.45411900000000005	US_Att
0.360346	US_Att
0.5665	US_Att
0.557975	US_Att
0.49753	US_Att
0.646701	US_Att
0.5949869999999999	US_Att
0.568366	US_Att
0.623822	US_Att
0.5234869999999999	US_Att
0.589889	US_Att
0.482586	US_Att
0.4879	US_Att
0.486882	US_Att
0.559117	US_Att
0.551006	US_Att
0.5785629999999999	US_Att
0.555001	US_Att
0.462849	US_Att
0.671157	US_Att
0.613615	US_Att
0.609111	US_Att
0.5894940000000001	US_Att
0.674238	US_Att
0.720496	US_Att
0.5894320000000001	US_Att
0.488786	US_Att
0.495336	US_Att
0.518105	US_Att
0.655303	US_Att
0.751968	US_Att
0.487511	US_Att
0.45810199999999995	US_Att
0.484854	US_Att
0.655332	US_Att
0.463609	US_Att
0.47475599999999996	US_Att
0.560157	US_Att
0.566527	US_Att
0.5913619999999999	US_Att
0.5767680000000001	US_Att
0.514974	US_Att
0.46280200000000005	US_Att
0.5288339999999999	US_Att
0.640674	US_Att
0.5628390000000001	US_Att
0.598642	US_Att
0.6288060000000001	US_Att
0.519559	US_Att
0.5921839999999999	US_Att
0.51371	US_Att
0.5058360000000001	US_Att
0.422901	US_Att
0.443861	US_Att
0.436635	US_Att
0.517466	US_Att
0.518259	US_Att
0.549557	US_Att
0.445459	US_Att
0.443946	US_Att
0.49516899999999997	US_Att
0.551192	US_Att
0.469618	US_Att
0.47955200000000003	US_Att
0.467235	US_Att
0.459399	US_Att
0.47339	US_Att
0.41295	US_Att
0.547661	US_Att
0.418618	US_Att
0.443058	US_Att
0.497587	US_Att
0.49283699999999997	US_Att
0.461004	US_Att
0.6976720000000001	US_Att
0.522246	US_Att
0.492535	US_Att
0.643668	US_Att
0.572841	US_Att
0.546505	US_Att
0.525668	US_Att
0.396571	US_Att
0.35970100000000005	US_Att
0.5135810000000001	US_Att
0.45949	US_Att
0.432017	US_Att
0.49485199999999996	US_Att
0.385398	US_Att
0.469947	US_Att
0.46766800000000003	US_Att
0.552044	US_Att
0.554768	US_Att
0.622309	US_Att
0.6719930000000001	US_Att
0.54107	US_Att
0.782769	US_Att
0.705592	US_Att
0.6353719999999999	US_Att
0.612568	US_Att
0.416605	US_Att
0.557241	US_Att
0.437955	US_Att
0.37636200000000003	US_Att
0.41792599999999996	US_Att
0.5681069999999999	US_Att
0.479142	US_Att
0.611834	US_Att
0.641702	US_Att
0.6028859999999999	US_Att
0.541087	US_Att
0.527215	US_Att
0.56663	US_Att
0.549375	US_Att
0.49926299999999996	US_Att
0.44255900000000004	US_Att
0.542352	US_Att
0.46299900000000005	US_Att
0.445368	US_Att
0.47245499999999996	US_Att
0.469854	US_Att
0.46310399999999996	US_Att
0.473897	US_Att
0.427991	US_Att
0.430059	US_Att
0.493651	US_Att
0.47809199999999996	US_Att
0.444768	US_Att
0.496012	US_Att
0.469614	US_Att
0.46128800000000003	US_Att
0.522371	US_Att
0.48926400000000003	US_Att
0.543789	US_Att
0.596087	US_Att
0.543981	US_Att
0.543172	US_Att
0.6174550000000001	US_Att
0.618163	US_Att
0.6942	US_Att
0.6355	US_Att
0.6564439999999999	US_Att
0.430006	US_Att
0.467829	US_Att
0.5187670000000001	US_Att
0.556134	US_Att
0.48431799999999997	US_Att
0.476982	US_Att
0.44469400000000003	US_Att
0.47191500000000003	US_Att
0.460778	US_Att
0.516454	US_Att
0.447861	US_Att
0.459851	US_Att
0.582922	US_Att
0.587607	US_Att
0.651792	US_Att
0.533578	US_Att
0.531431	US_Att
0.5492	US_Att
0.479954	US_Att
0.430831	US_Att
0.56339	US_Att
0.468082	US_Att
0.423861	US_Att
0.388794	US_Att
0.431375	US_Att
0.43670299999999995	US_Att
0.474997	US_Att
0.453198	US_Att
0.472863	US_Att
0.453738	US_Att
0.444154	US_Att
0.518415	US_Att
0.499773	US_Att
0.472387	US_Att
0.499779	US_Att
0.468702	US_Att
0.358377	US_Att
0.39955799999999997	US_Att
0.44012599999999996	US_Att
0.478019	US_Att
0.502449	US_Att
0.506781	US_Att
0.45455599999999996	US_Att
0.441359	US_Att
0.558199	US_Att
0.626108	US_Att
0.47253300000000004	US_Att
0.479688	US_Att
0.46393900000000005	US_Att
0.520716	US_Att
0.48138400000000003	US_Att
0.457469	US_Att
0.577448	US_Att
0.5319429999999999	US_Att
0.426361	US_Att
0.357103	US_Att
0.39722	US_Att
0.410558	US_Att
0.46579899999999996	US_Att
0.35183800000000004	US_Att
0.337502	US_Att
0.40112200000000003	US_Att
0.431679	US_Att
0.39155399999999996	US_Att
0.400966	US_Att
0.381698	US_Att
0.5147050000000001	US_Att
0.49831200000000003	US_Att
0.41544099999999995	US_Att
0.580986	US_Att
0.465646	US_Att
0.443202	US_Att
0.384146	US_Att
0.438607	US_Att
0.428143	US_Att
0.411126	US_Att
0.373651	US_Att
0.396929	US_Att
0.4973	US_Att
0.414418	US_Att
0.520491	US_Att
0.600703	US_Att
0.53485	US_Att
0.5206029999999999	US_Att
0.45522199999999996	US_Att
0.483614	US_Att
0.545122	US_Att
0.46880099999999997	US_Att
0.417291	US_Att
0.431377	US_Att
0.396966	US_Att
0.5150370000000001	US_Att
0.5275380000000001	US_Att
0.244023	US_Att
0.402873	US_Att
0.430656	US_Att
0.45731	US_Att
0.5075459999999999	US_Att
0.595508	US_Att
0.523873	US_Att
0.506394	US_Att
0.47795299999999996	US_Att
0.489116	US_Att
0.539575	US_Att
0.43844900000000003	US_Att
0.433692	US_Att
0.473137	US_Att
0.5704880000000001	US_Att
0.5257200000000001	US_Att
0.458308	US_Att
0.605447	US_Att
0.5700080000000001	US_Att
0.506771	US_Att
0.740135	US_Att
0.617774	US_Att
0.567476	US_Att
0.512644	US_Att
0.461887	US_Att
0.509255	US_Att
0.566491	US_Att
0.515541	US_Att
0.597992	US_Att
0.43524799999999997	US_Att
0.624382	US_Att
0.554739	US_Att
0.589673	US_Att
0.585499	US_Att
0.43374900000000005	US_Att
0.46895600000000004	US_Att
0.543593	US_Att
0.537313	US_Att
0.502797	US_Att
0.543377	US_Att
0.42688099999999995	US_Att
0.459518	US_Att
0.46277999999999997	US_Att
0.528336	US_Att
0.5372480000000001	US_Att
0.5011019999999999	US_Att
0.576711	US_Att
0.540166	US_Att
0.574096	US_Att
0.498788	US_Att
0.511718	US_Att
0.5834550000000001	US_Att
0.470707	US_Att
0.524203	US_Att
0.784644	US_Att
0.5886939999999999	US_Att
0.565805	US_Att
0.535529	US_Att
0.5955750000000001	US_Att
0.576861	US_Att
0.469719	US_Att
0.45881299999999997	US_Att
0.653571	US_Att
0.7528339999999999	US_Att
0.674156	US_Att
0.658166	US_Att
0.65373	US_Att
0.09932899999999999	US_Att
8e-06	US_Att
2.3e-05	US_Att
6.6e-05	US_Att
