bw	AllocatedRBs
80	1.04
80	1.02
80	1.02
80	1.09
80	1.02
80	1.02
80	1.02
80	1.25
80	1.03
80	1.03
80	1.05
80	1.01
80	1.03
80	1.01
80	1.05
82	1.5
82	104.99
82	186.73
82	204.05
82	199.78
82	189.28
82	200.97
82	184.99
82	208.45
82	148.1
82	205.65
82	206.94
82	187.35
82	190.18
82	191.69
82	207.9
82	179.22
82	196.13
82	206.69
82	180.81
82	153.94
82	153.5
82	168.37
82	111.21
82	182.91
82	180.52
82	187.09
82	145.47
82	180.96
82	205.6
82	210.16
82	123.95
82	183.29
82	187.41
82	179.29
82	206.73
82	197.94
82	196.17
82	188.13
82	201.46
82	175.48
82	191.87
82	173.46
82	160.19
82	167.61
82	199.27
82	194.25
82	191.4
82	191.24
82	195.79
82	128.7
82	83.09
82	1.6
82	101.0
82	182.19
82	198.07
82	207.84
82	200.27
82	207.41
82	209.53
82	184.86
82	187.93
82	177.02
82	203.34
82	191.96
82	196.91
82	208.47
82	208.42
82	180.81
82	201.08
82	200.72
82	204.1
82	155.45
82	209.0
82	169.86
82	188.57
82	190.89
82	178.7
82	150.87
82	165.79
82	178.52
82	181.88
82	105.95
82	163.8
82	171.56
82	181.37
82	174.92
82	183.03
82	159.75
82	174.04
82	175.78
82	180.14
82	158.1
82	162.0
82	184.43
82	181.16
82	180.12
82	183.08
82	190.29
82	177.41
82	178.74
82	205.42
82	187.44
82	87.09
82	1.37
82	42.14
82	205.44
82	191.07
82	189.53
82	203.08
82	205.05
82	209.83
82	209.41
82	180.64
82	192.16
82	190.58
82	197.05
82	205.66
82	207.64
82	207.43
82	203.47
82	197.24
82	197.56
82	205.23
82	203.13
82	185.91
82	194.53
82	205.34
82	198.74
82	198.89
82	209.43
82	202.64
82	202.4
82	201.3
82	193.93
82	193.8
82	202.21
82	185.67
82	193.42
82	203.44
82	190.16
82	205.1
82	201.47
82	194.56
82	184.5
82	199.67
82	198.51
82	197.33
82	206.58
82	205.38
82	192.81
82	208.63
82	207.34
82	188.09
82	196.01
82	131.24
82	1.03
82	7.69
82	175.18
82	205.82
82	203.34
82	209.36
82	185.87
82	187.02
82	209.45
82	207.88
82	198.61
82	196.58
82	202.31
82	207.28
82	206.09
82	204.52
82	196.9
82	183.31
82	181.89
82	171.57
82	176.07
82	165.06
82	153.44
82	208.7
82	208.39
82	115.29
82	179.52
82	196.93
82	180.55
82	162.17
82	191.57
82	182.06
82	151.15
82	190.81
82	199.55
82	199.42
82	171.14
82	137.01
82	139.37
82	182.51
82	170.92
82	186.34
82	163.96
82	181.8
82	172.6
82	185.72
82	181.73
82	173.58
82	187.1
82	190.18
82	201.09
82	183.14
82	1.28
82	1.5
82	88.55
82	196.66
82	200.74
82	156.84
82	201.09
82	194.85
82	182.0
82	193.18
82	205.44
82	204.57
82	202.92
82	207.25
82	210.08
82	207.41
82	195.95
82	194.78
82	190.55
82	203.87
82	207.25
82	201.72
82	199.22
82	203.37
82	205.17
82	209.09
82	197.37
82	194.51
82	209.31
82	207.23
82	202.79
82	198.27
82	196.41
82	176.66
82	196.21
82	198.63
82	182.35
82	207.88
82	207.69
82	207.28
82	208.69
82	210.09
82	204.21
82	202.84
82	202.27
82	206.02
82	191.2
82	203.02
82	190.72
82	209.88
82	198.92
82	207.86
82	130.23
82	2.06
82	126.18
82	197.8
82	206.35
82	206.08
82	181.31
82	184.23
82	209.66
82	202.73
82	208.13
82	206.51
82	196.4
82	208.78
82	199.94
82	207.87
82	207.71
82	193.64
82	198.89
82	210.41
82	208.31
82	207.22
82	204.7
82	199.91
82	208.29
82	209.05
82	208.46
82	202.44
82	182.42
82	208.17
82	206.44
82	207.92
82	209.05
82	207.07
82	205.05
82	208.87
82	199.45
82	197.39
82	200.7
82	207.8
82	203.47
82	201.36
82	209.51
82	205.93
82	206.81
82	199.86
82	194.63
82	195.65
82	194.03
82	206.59
82	199.83
82	209.51
82	48.6
82	1.41
82	22.26
82	159.83
82	183.79
82	191.58
82	193.93
82	180.28
82	198.55
82	198.64
82	199.72
82	191.44
82	184.69
82	197.0
82	191.5
82	182.13
82	185.7
82	184.13
82	208.74
82	197.37
82	202.27
82	201.81
82	183.75
82	184.81
82	175.32
82	175.82
82	173.39
82	175.55
82	193.33
82	189.14
82	188.28
82	195.74
82	185.37
82	183.73
82	186.88
82	178.02
82	178.03
82	197.44
82	209.14
82	198.28
82	202.44
82	203.83
82	200.88
82	204.04
82	205.72
82	186.93
82	193.51
82	193.42
82	199.99
82	186.86
82	189.72
82	199.4
82	153.61
82	1.46
82	82.5
82	132.59
82	168.11
82	184.18
82	203.68
82	202.93
82	208.1
82	201.19
82	196.39
82	187.14
82	205.24
82	205.69
82	178.47
82	194.19
82	194.33
82	182.22
82	207.12
82	196.4
82	206.79
82	208.76
82	198.24
82	205.71
82	195.96
82	206.46
82	198.02
82	205.21
82	209.51
82	208.59
82	194.02
82	202.54
82	184.92
82	206.89
82	169.87
82	204.88
82	202.89
82	196.45
82	209.86
82	209.24
82	202.86
82	199.65
82	203.14
82	208.53
82	162.73
82	197.18
82	200.68
82	199.6
82	199.18
82	196.33
82	209.74
82	206.52
82	90.92
82	1.53
82	68.73
82	190.54
82	190.12
82	181.63
82	181.98
82	158.89
82	164.88
82	182.05
82	171.59
82	195.48
82	193.99
82	168.19
82	185.0
82	198.4
82	182.34
82	160.38
82	170.69
82	148.14
82	187.2
82	168.81
82	158.04
82	159.85
82	157.14
82	151.31
82	166.54
82	177.98
82	199.11
82	180.49
82	179.94
82	192.87
82	180.22
82	208.03
82	199.78
82	185.46
82	169.26
82	187.54
82	158.62
82	193.97
82	168.49
82	173.58
82	182.13
82	182.97
82	179.38
82	192.25
82	202.25
82	192.88
82	201.48
82	181.4
82	188.37
82	193.85
82	133.29
82	1.02
82	67.08
82	202.58
82	198.87
82	197.78
82	208.8
82	207.16
82	203.88
82	194.9
82	194.03
82	164.38
82	167.69
82	164.91
82	202.11
82	204.24
82	207.58
82	194.44
82	177.45
82	199.03
82	198.19
82	206.26
82	187.14
82	199.0
82	206.05
82	205.06
82	198.89
82	202.55
82	183.55
82	199.76
82	197.8
82	207.01
82	209.31
82	175.43
82	193.96
82	190.65
82	192.58
82	188.53
82	200.74
82	207.46
82	198.0
82	203.11
82	203.44
82	208.13
82	203.8
82	206.32
82	176.62
82	202.01
82	185.91
82	207.58
82	205.19
82	207.17
82	163.84
82	1.4
82	38.01
82	187.57
82	191.07
82	184.24
82	198.43
82	198.2
82	189.09
82	190.91
82	187.08
82	194.98
82	164.44
82	176.84
82	205.22
82	190.74
82	193.43
82	194.66
82	192.97
82	199.62
82	194.42
82	166.16
82	195.9
82	186.4
82	191.33
82	195.78
82	194.07
82	177.49
82	185.64
82	197.02
82	195.08
82	195.38
82	192.17
82	199.72
82	207.78
82	157.98
82	206.32
82	204.69
82	166.45
82	160.88
82	182.14
82	178.67
82	169.08
82	187.47
82	178.83
82	187.49
82	194.83
82	202.34
82	183.6
82	189.77
82	198.15
82	193.52
82	133.85
82	1.47
82	1.04
82	1.5699999999999998
82	1.01
82	1.01
82	1.53
82	44.43
82	191.54
82	201.89
82	209.89
82	185.2
82	166.51
82	178.88
82	195.86
82	193.13
82	196.53
82	198.02
82	195.13
82	192.3
82	188.92
82	143.75
82	163.86
82	155.43
82	184.94
82	171.99
82	156.93
82	173.96
82	141.61
82	193.17
82	173.25
82	197.03
82	183.77
82	175.3
82	176.56
82	157.5
82	167.05
82	194.93
82	182.48
82	169.98
82	165.87
82	168.21
82	190.6
82	175.54
82	199.82
82	205.67
82	195.58
82	185.97
82	203.08
82	192.48
82	189.21
82	166.08
82	168.53
82	177.25
82	170.41
82	180.59
82	187.83
82	142.02
82	1.02
82	1.01
82	1.42
82	64.21000000000001
82	152.36
82	141.48
82	122.47
82	144.47
82	157.67
82	156.86
82	151.58
82	159.32
82	124.63
82	143.7
82	149.57
82	161.85
82	147.24
82	165.57
82	143.76
82	164.53
82	163.82
82	163.14
82	156.38
82	152.45
82	158.96
82	160.67
82	159.62
82	159.22
82	141.14
82	188.32
82	209.79
82	209.13
82	204.05
82	209.25
82	209.76
82	207.08
82	210.06
82	207.83
82	209.59
82	208.3
82	198.22
82	208.88
82	207.57
82	209.65
82	209.3
82	209.47
82	208.55
82	205.85
82	206.91
82	210.41
82	204.74
82	201.97
82	206.57
82	151.23
82	1.01
82	1.3900000000000001
82	70.64
82	186.73
82	192.54
82	207.01
82	202.78
82	202.24
82	207.43
82	197.85
82	152.13
82	189.34
82	202.71
82	201.05
82	205.24
82	201.54
82	192.19
82	199.91
82	201.23
82	201.54
82	195.59
82	203.17
82	199.19
82	202.04
82	204.0
82	203.52
82	201.21
82	193.85
82	199.95
82	203.24
82	202.82
82	206.95
82	203.04
82	203.91
82	199.55
82	208.64
82	210.88
82	207.52
82	202.58
82	198.32
82	205.23
82	194.08
82	195.97
82	197.52
82	208.03
82	201.29
82	203.8
82	203.03
82	203.61
82	196.84
82	192.2
82	178.46
82	129.07
82	4.25
82	150.14
82	196.97
82	210.11
82	209.11
82	205.0
82	204.34
82	202.75
82	207.69
82	202.27
82	204.64
82	206.75
82	207.86
82	207.01
82	200.84
82	208.42
82	199.15
82	207.77
82	170.98
82	145.31
82	208.23
82	204.03
82	198.65
82	208.15
82	199.28
82	208.39
82	194.88
82	196.55
82	172.55
82	199.2
82	206.97
82	206.36
82	209.06
82	209.63
82	196.35
82	197.51
82	199.21
82	202.89
82	199.88
82	203.39
82	200.41
82	163.58
82	204.46
82	202.26
82	207.38
82	208.18
82	200.68
82	203.97
82	173.02
82	148.38
82	161.11
82	1.99
82	1.02
82	1.31
82	8.24
82	134.94
82	163.44
82	150.83
82	161.98
82	176.78
82	172.4
82	174.08
82	148.92
82	155.92
82	157.47
82	149.28
82	158.69
82	188.95
82	165.14
82	195.0
82	194.91
82	200.01
82	190.26
82	192.47
82	193.14
82	198.47
82	203.39
82	201.64
82	187.25
82	198.13
82	165.16
82	187.17
82	204.65
82	202.26
82	196.16
82	159.61
82	199.42
82	198.92
82	205.24
82	208.8
82	202.02
82	201.55
82	171.44
82	87.58
82	97.47
82	92.96
82	73.48
82	95.81
82	87.02
82	79.71
82	87.41
82	76.82
82	82.54
82	90.9
82	80.94
82	1.3599999999999999
82	1.02
82	1.53
82	89.0
82	198.33
82	195.96
82	195.88
82	201.32
82	149.11
82	146.61
82	190.57
82	199.5
82	197.99
82	173.57
82	181.44
82	173.87
82	174.29
82	175.02
82	183.29
82	142.35
82	151.83
82	138.74
82	128.07999999999998
82	154.35
82	126.15
82	130.47
82	143.63
82	148.81
82	140.73
82	140.06
82	169.99
82	185.52
82	196.57
82	198.64
82	178.36
82	174.06
82	177.82
82	191.7
82	192.37
82	195.41
82	199.33
82	198.31
82	174.0
82	206.31
82	197.79
82	207.02
82	203.18
82	194.5
82	199.8
82	198.19
82	205.99
82	197.4
82	171.47
82	123.6
82	1.48
82	25.51
82	195.11
82	187.4
82	199.36
82	203.88
82	205.7
82	203.64
82	192.98
82	191.73
82	199.46
82	198.08
82	177.63
82	171.66
82	185.47
82	181.33
82	187.75
82	189.94
82	190.1
82	190.37
82	200.63
82	197.86
82	189.47
82	188.53
82	194.88
82	183.33
82	203.29
82	207.59
82	197.66
82	192.84
82	187.68
82	196.63
82	204.55
82	181.36
82	192.49
82	196.93
82	203.81
82	198.89
82	186.26
82	179.32
82	179.66
82	188.07
82	184.59
82	153.89
82	174.08
82	169.69
82	182.92
82	175.33
82	156.55
82	164.75
82	160.75
82	136.63
82	1.03
82	1.01
82	1.01
82	1.02
82	1.38
82	109.64
82	185.56
82	190.87
82	198.01
82	177.3
82	189.92
82	210.28
82	209.87
82	205.89
82	210.01
82	195.61
82	209.78
82	196.65
82	197.75
82	190.84
82	191.3
82	186.46
82	179.34
82	173.67
82	176.98
82	175.34
82	175.72
82	188.51
82	189.39
82	183.57
82	204.91
82	200.81
82	189.9
82	204.02
82	190.52
82	183.87
82	176.9
82	192.69
82	184.72
82	168.44
82	187.77
82	190.77
82	158.32
82	192.34
82	198.47
82	205.95
82	202.02
82	194.64
82	197.19
82	195.94
82	177.14
82	161.9
82	186.23
82	184.11
82	190.31
82	81.0
82	1.52
82	79.65
82	189.93
82	192.02
82	192.69
82	192.92
82	201.13
82	201.23
82	197.64
82	203.01
82	178.1
82	168.93
82	182.5
82	183.19
82	186.81
82	188.07
82	178.33
82	185.26
82	181.72
82	179.1
82	191.4
82	149.59
82	171.52
82	185.29
82	197.09
82	183.06
82	193.7
82	181.65
82	168.84
82	153.46
82	191.85
82	170.11
82	183.87
82	185.27
82	180.14
82	192.07
82	173.56
82	173.8
82	193.98
82	118.72
82	196.96
82	203.69
82	191.64
82	200.55
82	199.8
82	189.3
82	172.62
82	175.71
82	187.58
82	183.75
82	177.08
82	131.8
82	14.45
82	163.79
82	181.69
82	201.27
82	204.87
82	204.27
82	202.91
82	202.46
82	186.24
82	191.69
82	199.97
82	198.29
82	198.6
82	167.32
82	185.49
82	201.51
82	200.97
82	194.79
82	172.55
82	199.76
82	199.76
82	198.78
82	199.07
82	187.96
82	202.7
82	203.25
82	184.83
82	196.98
82	188.39
82	185.48
82	196.28
82	198.78
82	178.69
82	195.04
82	187.03
82	197.32
82	194.42
82	195.29
82	200.08
82	201.63
82	200.21
82	189.63
82	185.49
82	177.78
82	190.47
82	206.33
82	185.87
82	164.9
82	198.87
82	209.82
82	195.62
82	1.5699999999999998
82	1.02
82	1.02
82	1.32
82	95.13
82	182.39
82	207.46
82	206.79
82	198.63
82	196.28
82	200.54
82	186.02
82	178.25
82	187.08
82	190.84
82	182.78
82	207.16
82	190.65
82	198.29
82	200.86
82	183.94
82	159.38
82	162.59
82	180.45
82	172.61
82	185.58
82	190.68
82	181.62
82	180.07
82	192.89
82	190.14
82	184.29
82	163.59
82	162.47
82	175.99
82	206.47
82	170.9
82	165.72
82	150.12
82	170.75
82	190.14
82	187.28
82	196.8
82	196.95
82	169.77
82	181.9
82	180.25
82	199.61
82	193.15
82	164.32
82	166.71
82	179.93
82	176.05
82	165.27
82	98.55
82	1.01
82	1.47
82	65.68
82	199.11
82	200.34
82	205.84
82	186.95
82	199.22
82	188.01
82	198.0
82	179.48
82	174.78
82	194.49
82	196.61
82	191.42
82	183.58
82	193.21
82	190.91
82	193.28
82	178.59
82	171.54
82	161.17
82	175.33
82	174.31
82	184.21
82	167.66
82	190.49
82	191.2
82	204.87
82	208.01
82	208.26
82	197.36
82	198.35
82	206.13
82	203.05
82	198.67
82	200.62
82	191.56
82	190.47
82	191.46
82	156.51
82	150.47
82	146.4
82	142.7
82	160.32
82	168.0
82	140.98
82	135.03
82	143.04
82	145.21
82	173.51
82	160.68
82	120.89
82	2.04
82	127.43
82	189.83
82	207.64
82	198.36
82	202.25
82	206.93
82	201.17
82	209.13
82	209.01
82	206.13
82	209.14
82	153.95
82	206.78
82	209.6
82	209.7
82	209.45
82	205.65
82	201.07
82	207.67
82	185.06
82	196.43
82	201.24
82	110.15
82	193.49
82	200.19
82	180.64
82	184.28
82	165.26
82	210.36
82	207.45
82	182.52
82	205.28
82	186.35
82	208.4
82	206.5
82	208.33
82	196.33
82	202.71
82	207.92
82	209.94
82	172.97
82	200.99
82	203.93
82	209.94
82	210.3
82	208.74
82	205.32
82	206.74
82	208.57
82	202.55
82	35.28
82	1.1
82	1.3599999999999999
82	1.01
82	1.42
82	108.3
82	173.88
82	200.68
82	208.7
82	182.47
82	187.98
82	202.81
82	208.92
82	200.85
82	200.34
82	202.44
82	186.02
82	181.47
82	198.42
82	202.17
82	205.3
82	208.77
82	206.74
82	189.08
82	208.22
82	208.78
82	190.57
82	193.96
82	206.52
82	196.85
82	197.96
82	165.8
82	207.16
82	203.0
82	205.18
82	166.47
82	199.61
82	203.59
82	191.75
82	209.53
82	209.26
82	208.86
82	209.74
82	209.21
82	209.12
82	209.65
82	194.92
82	206.69
82	162.21
82	203.32
82	203.24
82	189.78
82	205.44
82	173.61
82	204.87
82	141.66
82	1.01
82	1.37
82	70.03
82	160.33
82	192.57
82	199.65
82	203.7
82	198.12
82	204.74
82	200.0
82	200.43
82	206.82
82	196.65
82	199.08
82	202.54
82	174.82
82	139.2
82	154.01
82	164.5
82	177.37
82	185.05
82	199.0
82	198.42
82	199.75
82	200.35
82	195.95
82	199.25
82	197.99
82	205.4
82	185.24
82	200.64
82	199.44
82	195.05
82	198.72
82	197.33
82	190.53
82	198.82
82	197.13
82	185.79
82	195.7
82	196.58
82	194.91
82	198.73
82	200.42
82	201.77
82	198.74
82	196.22
82	197.52
82	197.21
82	183.93
82	199.33
82	176.99
82	126.46
82	1.44
82	144.29
82	190.22
82	165.07
82	199.43
82	202.92
82	196.2
82	200.37
82	207.61
82	206.43
82	207.59
82	203.04
82	196.27
82	193.43
82	206.84
82	203.36
82	206.39
82	187.39
82	208.16
82	202.1
82	205.95
82	201.75
82	191.0
82	202.81
82	185.05
82	210.01
82	210.69
82	181.51
82	209.45
82	205.15
82	209.2
82	199.37
82	208.99
82	189.92
82	207.38
82	204.28
82	205.84
82	170.28
82	189.87
82	195.35
82	185.85
82	176.78
82	191.91
82	208.14
82	166.27
82	189.27
82	138.65
82	176.32
82	171.27
82	207.98
82	208.91
82	74.67
82	1.85
82	32.71
82	164.35
82	166.99
82	202.45
82	202.16
82	207.19
82	207.49
82	159.46
82	201.41
82	200.82
82	206.3
82	193.01
82	199.09
82	178.06
82	152.89
82	161.7
82	184.4
82	180.33
82	184.71
82	177.16
82	187.76
82	181.4
82	189.32
82	182.35
82	175.56
82	185.97
82	206.38
82	207.47
82	175.34
82	202.11
82	150.31
82	183.28
82	195.63
82	207.23
82	195.29
82	200.13
82	199.61
82	181.85
82	202.16
82	207.24
82	205.79
82	206.96
82	195.94
82	197.8
82	188.35
82	177.88
82	188.51
82	195.56
82	202.06
82	185.41
82	203.46
82	205.07
82	199.82
82	185.08
82	187.37
82	184.01
82	150.65
82	204.6
82	189.74
82	207.8
82	185.36
82	185.54
82	191.03
82	180.93
82	7.59
82	157.01
82	198.34
82	170.91
82	184.6
82	159.89
82	183.75
82	191.08
82	196.65
82	175.66
82	176.59
82	148.79
82	157.84
82	170.07
82	191.85
82	183.27
82	188.75
82	209.88
82	174.57
82	186.79
82	178.57
82	198.85
82	186.87
82	181.53
82	165.19
82	180.2
82	185.85
82	187.02
82	197.03
82	170.51
82	190.75
82	168.86
82	205.15
82	172.45
82	166.39
82	165.16
82	137.39
82	161.73
82	158.16
82	185.09
82	193.33
82	192.69
82	166.25
82	172.35
82	209.53
82	186.44
82	200.77
82	198.75
82	185.98
82	186.14
82	195.67
82	1.52
82	1.18
82	1.44
82	1.02
82	10.23
82	191.29
82	185.0
82	204.63
82	208.34
82	203.48
82	200.65
82	195.65
82	203.41
82	203.2
82	200.32
82	200.38
82	207.33
82	207.33
82	204.89
82	155.19
82	210.03
82	167.52
82	200.17
82	210.88
82	197.4
82	200.53
82	205.37
82	208.07
82	200.72
82	192.85
82	204.15
82	193.74
82	194.53
82	189.45
82	200.12
82	165.03
82	193.93
82	203.05
82	186.61
82	182.49
82	181.64
82	191.41
82	198.2
82	200.15
82	205.84
82	209.94
82	196.93
82	207.02
82	204.74
82	203.07
82	201.79
82	203.07
82	203.42
82	189.95
82	177.15
82	1.46
82	1.42
82	38.32
82	196.48
82	204.07
82	183.29
82	208.95
82	203.33
82	204.37
82	209.16
82	210.16
82	206.4
82	195.18
82	191.8
82	190.98
82	208.38
82	208.62
82	202.9
82	199.06
82	201.55
82	181.77
82	202.39
82	210.03
82	191.26
82	200.72
82	200.17
82	205.96
82	200.81
82	209.76
82	209.62
82	207.61
82	187.99
82	206.21
82	187.72
82	203.29
82	192.27
82	197.09
82	186.4
82	177.79
82	183.21
82	186.78
82	183.72
82	194.07
82	185.38
82	188.45
82	193.36
82	182.1
82	183.07
82	195.07
82	194.2
82	189.97
82	190.52
82	133.02
82	9.57
82	171.68
82	195.2
82	204.45
82	193.29
82	181.83
82	188.96
82	205.46
82	186.43
82	186.06
82	181.78
82	193.16
82	182.27
82	193.73
82	194.51
82	174.24
82	194.79
82	163.26
82	209.4
82	178.63
82	198.39
82	178.11
82	168.07
82	195.99
82	134.63
82	198.8
82	199.82
82	185.99
82	162.64
82	146.95
82	195.1
82	188.74
82	174.07
82	166.42
82	195.24
82	193.04
82	195.45
82	159.13
82	199.41
82	201.5
82	193.38
82	191.97
82	203.35
82	180.31
82	186.21
82	183.45
82	203.02
82	199.67
82	196.91
82	191.59
82	181.7
82	1.28
84	1.9
84	80.36
84	101.4
84	111.95
84	106.92
84	103.37
84	108.02
84	104.62
84	106.7
84	109.23
84	102.41
84	118.3
84	96.32
84	107.48
84	110.11
84	104.47
84	104.84
84	108.83
84	104.47
84	102.86
84	103.75
84	104.0
84	105.43
84	101.09
84	102.2
84	95.36
84	104.42
84	96.12
84	100.62
84	105.31
84	102.25
84	101.62
84	105.83
84	106.35
84	86.92
84	105.42
84	104.6
84	101.05
84	90.57
84	104.05
84	105.91
84	98.09
84	104.4
84	103.53
84	105.08
84	103.11
84	109.06
84	105.22
84	103.77
84	103.58
84	101.32
84	105.83
84	1.05
84	1.01
84	2.41
84	41.2
84	109.62
84	93.04
84	98.86
84	94.21
84	99.86
84	101.68
84	100.61
84	104.46
84	100.39
84	105.31
84	98.62
84	91.74
84	95.52
84	100.03
84	100.18
84	86.12
84	94.36
84	91.78
84	101.39
84	90.38
84	100.31
84	96.37
84	92.63
84	98.89
84	102.02
84	100.98
84	101.58
84	94.43
84	82.87
84	101.52
84	96.54
84	101.35
84	93.99
84	93.85
84	94.01
84	95.89
84	97.57
84	93.95
84	86.06
84	99.6
84	92.66
84	94.31
84	99.1
84	95.97
84	87.06
84	91.57
84	101.95
84	101.06
84	102.5
84	73.7
84	1.18
84	1.6800000000000002
84	98.36
84	87.47
84	102.25
84	99.6
84	104.18
84	97.93
84	98.32
84	99.68
84	85.12
84	95.82
84	109.22
84	105.36
84	97.84
84	97.32
84	98.93
84	106.02
84	103.01
84	90.58
84	104.03
84	94.0
84	94.35
84	96.12
84	101.29
84	98.5
84	102.12
84	101.72
84	96.8
84	100.92
84	97.31
84	84.54
84	96.41
84	102.86
84	98.01
84	106.43
84	103.43
84	101.61
84	102.13
84	91.54
84	97.93
84	101.29
84	77.89
84	79.01
84	91.59
84	104.22
84	102.3
84	101.6
84	99.82
84	94.97
84	86.83
84	126.1
84	63.85
84	1.01
84	126.56
84	105.31
84	101.15
84	104.97
84	105.97
84	101.18
84	103.72
84	98.0
84	101.72
84	106.19
84	106.42
84	99.49
84	101.27
84	98.96
84	103.9
84	105.21
84	105.82
84	5.16
84	1.27
84	111.88
84	104.96
84	101.55
84	103.28
84	103.35
84	101.41
84	104.03
84	104.52
84	102.39
84	98.62
84	101.25
84	102.97
84	80.22
84	102.62
84	101.37
84	103.13
84	103.34
84	106.45
84	98.67
84	101.37
84	104.55
84	95.73
84	103.73
84	95.33
84	99.36
84	86.65
84	102.85
84	100.03
84	103.33
84	97.61
84	117.67
84	21.35
84	1.02
84	112.55
84	159.92
84	195.13
84	168.58
84	184.98
84	126.85
84	97.41
84	95.53
84	98.7
84	98.24
84	97.49
84	96.09
84	86.82
84	96.97
84	96.26
84	99.93
84	96.65
84	94.11
84	96.64
84	99.79
84	100.21
84	98.21
84	95.75
84	99.37
84	97.01
84	99.65
84	95.36
84	95.99
84	92.76
84	98.0
84	95.45
84	96.24
84	95.26
84	90.91
84	91.45
84	89.71
84	82.48
84	86.77
84	92.98
84	93.1
84	93.83
84	95.71
84	96.11
84	92.88
84	76.58
84	81.18
84	93.86
84	93.31
84	78.56
84	14.66
84	1.7
84	1.46
84	1.7
84	1.01
84	1.01
84	1.03
84	1.05
84	1.01
84	1.01
84	1.01
84	1.11
84	1.42
84	25.52
84	103.45
84	93.28
84	102.48
84	96.39
84	98.99
84	96.15
84	99.14
84	98.62
84	97.85
84	97.71
84	100.26
84	93.82
84	89.88
84	53.63
84	82.79
84	98.18
84	100.15
84	96.33
84	98.56
84	102.51
84	98.4
84	97.21
84	97.69
84	97.04
84	100.49
84	100.47
84	94.8
84	99.92
84	100.79
84	98.71
84	97.74
84	97.29
84	93.53
84	98.64
84	91.61
84	94.55
84	99.73
84	97.29
84	93.8
84	98.97
84	95.16
84	96.86
84	96.49
84	94.33
84	94.58
84	98.41
84	97.64
84	99.42
84	99.33
84	87.62
84	1.4
84	1.01
84	1.02
84	1.01
84	1.09
84	35.78
84	6.41
84	3.54
84	5.1
84	7.78
84	4.46
84	7.15
84	13.45
84	22.59
84	23.04
84	11.27
84	5.53
84	10.33
84	10.27
84	14.83
84	18.53
84	23.95
84	30.42
84	19.58
84	4.2
84	2.67
84	5.58
84	9.97
84	17.22
84	26.79
84	27.56
84	19.87
84	28.77
84	17.1
84	25.22
84	25.22
84	23.69
84	22.53
84	21.77
84	21.93
84	26.48
84	19.04
84	12.85
84	22.35
84	30.33
84	25.27
84	14.02
84	6.27
84	8.879999999999999
84	7.9
84	9.84
84	11.29
84	6.78
84	10.24
84	7.76
84	1.01
84	1.01
84	1.01
84	1.02
84	1.01
84	1.02
84	1.01
84	1.01
84	1.01
84	1.56
84	27.27
84	10.13
84	2.56
84	3.26
84	7.1
84	18.03
84	15.46
84	23.95
84	16.8
84	15.27
84	18.57
84	10.23
84	9.47
84	10.71
84	7.7
84	7.13
84	11.35
84	16.08
84	15.35
84	18.94
84	13.06
84	11.09
84	4.75
84	2.9
84	4.720000000000001
84	5.38
84	8.24
84	14.73
84	19.51
84	21.85
84	23.15
84	13.28
84	23.43
84	17.21
84	21.73
84	23.39
84	9.78
84	5.29
84	8.93
84	18.79
84	24.85
84	15.38
84	1.94
84	1.7
84	1.9100000000000001
84	1.96
84	2.71
84	3.45
84	4.720000000000001
84	7.12
84	2.16
84	2.1
84	2.12
84	2.37
84	4.29
84	5.64
84	4.21
84	1.6099999999999999
84	13.36
84	91.96
84	102.12
84	102.67
84	102.63
84	104.69
84	106.26
84	98.98
84	99.82
84	103.0
84	101.54
84	101.9
84	103.77
84	103.62
84	104.63
84	102.38
84	101.66
84	103.61
84	105.32
84	106.36
84	102.23
84	105.58
84	100.33
84	103.5
84	99.42
84	103.86
84	102.91
84	103.87
84	104.58
84	104.37
84	101.22
84	103.28
84	99.33
84	104.33
84	102.27
84	101.96
84	100.95
84	96.94
84	94.96
84	102.82
84	103.22
84	100.72
84	103.56
84	102.31
84	100.35
84	100.63
84	87.34
84	91.32
84	101.63
84	98.69
84	116.59
84	1.05
84	1.01
84	1.96
84	5.62
84	98.07
84	117.91
84	95.84
84	109.34
84	103.55
84	105.66
84	106.51
84	104.89
84	104.18
84	105.4
84	102.5
84	102.92
84	101.34
84	101.43
84	102.54
84	106.06
84	104.85
84	105.14
84	103.64
84	105.53
84	107.82
84	100.89
84	106.92
84	104.37
84	96.38
84	105.21
84	104.41
84	105.25
84	105.12
84	106.14
84	105.75
84	105.01
84	103.11
84	105.34
84	107.72
84	103.46
84	103.98
84	104.47
84	98.01
84	105.84
84	105.09
84	104.87
84	103.55
84	105.56
84	104.98
84	104.61
84	106.24
84	107.91
84	104.17
84	103.17
84	2.3899999999999997
84	1.01
84	1.97
84	31.61
84	105.3
84	96.97
84	99.89
84	103.73
84	104.71
84	100.84
84	103.39
84	100.85
84	107.89
84	103.63
84	102.91
84	96.65
84	103.15
84	103.75
84	100.52
84	102.78
84	103.23
84	101.12
84	103.97
84	103.37
84	103.41
84	89.33
84	94.61
84	90.68
84	96.75
84	104.23
84	104.99
84	104.87
84	95.82
84	104.33
84	104.05
84	104.18
84	104.17
84	103.33
84	103.79
84	103.91
84	99.03
84	102.1
84	98.34
84	97.79
84	102.07
84	98.65
84	103.32
84	101.46
84	98.3
