time(ms)	MIMO_layers	MCS	config
1510	0.12079827277143106	2.652394655369466	mmWave-Drive
1520	0.12604759310717084	2.578897114999362	mmWave-Drive
1530	0.12562791158506778	2.642806102326839	mmWave-Drive
1540	0.11570546448208183	2.5864780505500895	mmWave-Drive
1550	0.11468434310736543	2.614486888577371	mmWave-Drive
1560	0.11781086647332309	2.495164633609912	mmWave-Drive
1570	0.1224116698991115	2.584554715062551	mmWave-Drive
1580	0.12650484844237103	2.5975388358696048	mmWave-Drive
1590	0.12424012383150508	2.663150489014775	mmWave-Drive
1600	0.12429224954987907	2.6800867948132394	mmWave-Drive
1610	0.12623851938762531	2.6115895704867778	mmWave-Drive
1620	0.12266698828856387	2.5959061602103723	mmWave-Drive
1630	0.12123269671815415	2.5127848792156793	mmWave-Drive
1640	0.12386452456443642	2.5574800450175785	mmWave-Drive
1650	0.1221284549113649	2.658557193421151	mmWave-Drive
1660	0.12071939377354206	2.56867988937147	mmWave-Drive
1670	0.12475581305041764	2.5909959002133625	mmWave-Drive
1680	0.11784725536600907	2.5460107356900767	mmWave-Drive
1690	0.12489490919543564	2.5668974135189444	mmWave-Drive
1700	0.11809669174663723	2.557047969961828	mmWave-Drive
1710	0.12405344248032614	2.5356126966366865	mmWave-Drive
1720	0.12937130056152052	2.5140081453463945	mmWave-Drive
1730	0.12422497687074224	2.570648648061485	mmWave-Drive
1740	0.12215504934748286	2.5675247035088167	mmWave-Drive
1750	0.12313440088968508	2.5901171886750993	mmWave-Drive
1760	0.12254943458138397	2.509560847676529	mmWave-Drive
1770	0.12075214357846031	2.6129565889524904	mmWave-Drive
1780	0.12951006402692475	2.557716605471022	mmWave-Drive
1790	0.1270294403268726	2.707105902002756	mmWave-Drive
1800	0.1213738376431819	2.5561331681368666	mmWave-Drive
1810	0.11792075473020923	2.582853833586705	mmWave-Drive
1820	0.12385496978858344	2.6052276576566626	mmWave-Drive
1830	0.1259859844351213	2.517745388628715	mmWave-Drive
1840	0.1266461280550873	2.61921446649512	mmWave-Drive
1850	0.12394303851812927	2.588149319597436	mmWave-Drive
1860	0.12811505818085614	2.640213384494539	mmWave-Drive
1870	0.128396203471968	2.572575563753558	mmWave-Drive
1880	0.12257196432215305	2.620663850135419	mmWave-Drive
1890	0.12663914342902433	2.5474762063537613	mmWave-Drive
1900	0.12283797092868004	2.5832832668240306	mmWave-Drive
1910	0.12603343722052193	2.6122328256986056	mmWave-Drive
1920	0.12578346241483987	2.611181930940601	mmWave-Drive
1930	0.12653219695440374	2.5407442236839732	mmWave-Drive
1940	0.12003080386795596	2.4374378311758913	mmWave-Drive
1950	0.12628365978930806	2.6150492498556956	mmWave-Drive
1960	0.1301707089719623	2.5910791581640993	mmWave-Drive
1970	0.1283323768007568	2.578419238590476	mmWave-Drive
1980	0.12798843844528718	2.5217580893945644	mmWave-Drive
1990	0.1243959000294143	2.5509431628080983	mmWave-Drive
2000	0.12800598650768213	2.5003810815010343	mmWave-Drive
