time(ms)	MIMO_layers	MCS	config
1650	0.07887816475455028	1.843101504230284	mmWave-Walk
1660	0.07289207553935102	1.8269931696780253	mmWave-Walk
1670	0.07211929509267662	1.8288514711497565	mmWave-Walk
1680	0.07580636617182747	1.8340350303430988	mmWave-Walk
1690	0.07716296249613583	1.8747598928405458	mmWave-Walk
1700	0.07353716498777182	1.8318629114035823	mmWave-Walk
1710	0.08101698763529466	1.8865857864015145	mmWave-Walk
1720	0.0707964113336931	1.824172544353267	mmWave-Walk
1730	0.0783074609359881	1.9254559920702583	mmWave-Walk
1740	0.07465443847239062	1.8693249181212155	mmWave-Walk
1750	0.07607877046252638	1.9074187679770982	mmWave-Walk
1760	0.077601929751616	1.7984979168039648	mmWave-Walk
1770	0.07502869573020846	1.8261845619389059	mmWave-Walk
