Tput(Mbps)	config
388.47	O_Sp_100Mhz
379.347	O_Sp_100Mhz
398.838	O_Sp_100Mhz
473.069	O_Sp_100Mhz
450.989	O_Sp_100Mhz
389.646	O_Sp_100Mhz
371.251	O_Sp_100Mhz
418.732	O_Sp_100Mhz
367.84	O_Sp_100Mhz
345.841	O_Sp_100Mhz
448.528	O_Sp_100Mhz
507.734	O_Sp_100Mhz
514.725	O_Sp_100Mhz
29.566	O_Sp_100Mhz
561.785	O_Sp_100Mhz
578.526	O_Sp_100Mhz
580.318	O_Sp_100Mhz
451.335	O_Sp_100Mhz
425.762	O_Sp_100Mhz
440.03	O_Sp_100Mhz
408.929	O_Sp_100Mhz
356.299	O_Sp_100Mhz
523.132	O_Sp_100Mhz
328.627	O_Sp_100Mhz
397.202	O_Sp_100Mhz
349.15	O_Sp_100Mhz
304.63	O_Sp_100Mhz
345.267	O_Sp_100Mhz
311.408	O_Sp_100Mhz
317.961	O_Sp_100Mhz
349.472	O_Sp_100Mhz
254.159	O_Sp_100Mhz
167.314	O_Sp_100Mhz
399.805	O_Sp_100Mhz
368.454	O_Sp_100Mhz
374.122	O_Sp_100Mhz
337.239	O_Sp_100Mhz
335.225	O_Sp_100Mhz
324.415	O_Sp_100Mhz
315.561	O_Sp_100Mhz
238.984	O_Sp_100Mhz
295.484	O_Sp_100Mhz
294.231	O_Sp_100Mhz
254.626	O_Sp_100Mhz
259.061	O_Sp_100Mhz
217.813	O_Sp_100Mhz
196.183	O_Sp_100Mhz
203.651	O_Sp_100Mhz
200.964	O_Sp_100Mhz
165.606	O_Sp_100Mhz
132.687	O_Sp_100Mhz
183.901	O_Sp_100Mhz
78.839	O_Sp_100Mhz
442.883	O_Sp_100Mhz
318.038	O_Sp_100Mhz
322.906	O_Sp_100Mhz
334.101	O_Sp_100Mhz
334.967	O_Sp_100Mhz
297.379	O_Sp_100Mhz
294.671	O_Sp_100Mhz
268.756	O_Sp_100Mhz
319.722	O_Sp_100Mhz
348.356	O_Sp_100Mhz
320.569	O_Sp_100Mhz
311.191	O_Sp_100Mhz
356.115	O_Sp_100Mhz
368.929	O_Sp_100Mhz
236.116	O_Sp_100Mhz
311.95	O_Sp_100Mhz
272.373	O_Sp_100Mhz
306.212	O_Sp_100Mhz
368.173	O_Sp_100Mhz
54.563	O_Sp_100Mhz
179.586	O_Sp_100Mhz
239.54	O_Sp_100Mhz
262.604	O_Sp_100Mhz
241.216	O_Sp_100Mhz
314.064	O_Sp_100Mhz
266.29	O_Sp_100Mhz
274.05	O_Sp_100Mhz
213.831	O_Sp_100Mhz
226.857	O_Sp_100Mhz
268.282	O_Sp_100Mhz
241.253	O_Sp_100Mhz
