Tput(Mbps)	MCS	RBs	layers	config
256.009	8.7509375	67.96875	3.3515625	O_Sp_90Mhz
379.57079999999996	11.148772028985508	219.24498550724638	3.6999443478260874	O_Sp_90Mhz
436.1214	12.23535411764706	222.29798448610214	3.6616799999999996	O_Sp_90Mhz
392.53133333333335	12.04898050637634	201.35718857245226	3.791673265804013	O_Sp_90Mhz
356.9662	11.778387878787878	201.0290909090909	3.6328181818181817	O_Sp_90Mhz
295.63379999999995	9.818946093993151	233.02488361879665	3.752407676767677	O_Sp_90Mhz
299.3242	8.58249596273292	232.1686585278789	3.6741089455272364	O_Sp_90Mhz
268.5544	9.554186729936731	231.9675657675658	3.0	O_Sp_90Mhz
329.09975	11.408621328671328	233.1429836829837	3.0	O_Sp_90Mhz
414.693	14.70583134920635	219.9015873015873	2.9631944444444445	O_Sp_90Mhz
409.56620000000004	16.34496956521739	227.3255265700483	2.6933501449275363	O_Sp_90Mhz
413.1145	16.72415426731079	233.56193236714978	2.6644779388083735	O_Sp_90Mhz
388.298	14.855295488215486	228.5939586339586	2.9372872727272727	O_Sp_90Mhz
347.275	12.533749663524882	233.11592257018347	2.9366853146853145	O_Sp_90Mhz
302.57125	12.981500757575757	234.4181818181818	2.544049621212121	O_Sp_90Mhz
159.9562	7.226509442248573	227.3572463768116	2.671699275362319	O_Sp_90Mhz
192.5116	6.1397359844054575	229.56897577276527	2.857374814814815	O_Sp_90Mhz
263.736	8.643016873706003	233.1760248447205	2.8667553053830224	O_Sp_90Mhz
319.6922	11.274244663382595	232.7720508166969	2.7063484573502725	O_Sp_90Mhz
295.8375	11.959969053934572	231.30238726790452	2.828574270557029	O_Sp_90Mhz
355.20500000000004	12.037797195558065	232.01886567538742	2.901977915804003	O_Sp_90Mhz
314.0638	12.41514238095238	229.71150183150183	2.913583333333333	O_Sp_90Mhz
308.2656	13.794653830227745	229.94299350324837	2.404062343828086	O_Sp_90Mhz
197.3856	7.861718817575339	230.5762111801242	2.7004409937888196	O_Sp_90Mhz
255.55624999999998	8.465921296296296	234.0873015873016	2.8158310185185185	O_Sp_90Mhz
303.72	10.934844907407408	232.82962962962964	2.831770833333333	O_Sp_90Mhz
284.5762	10.745999654934439	234.0609947089947	2.758902857142857	O_Sp_90Mhz
263.798	10.549733675744545	232.76903820816864	2.849460108329674	O_Sp_90Mhz
270.36525	11.234101966873705	233.89628709454797	2.5090171842650104	O_Sp_90Mhz
318.0736	10.392935220721307	235.43441613459004	2.9026490176490176	O_Sp_90Mhz
395.06075	13.542549404761905	235.64380952380952	2.9473000000000003	O_Sp_90Mhz
463.8772	15.091031385281386	231.94938349007316	2.94083407971339	O_Sp_90Mhz
429.00879999999995	15.407345347985347	233.39087312687312	2.8713064135864137	O_Sp_90Mhz
262.979	10.516046206308612	235.47333333333333	2.491047222222222	O_Sp_90Mhz
340.4606	10.425060291158118	235.4248041813259	2.9678690476190477	O_Sp_90Mhz
274.8212	10.059172730972731	234.36308136308133	2.750088726088726	O_Sp_90Mhz
233.256	6.335048021624108	236.21463077984816	2.9543518518518517	O_Sp_90Mhz
314.7568	9.51057786268482	234.22079929732104	2.871942727272727	O_Sp_90Mhz
720.6455	12.296247795414462	230.23897707231043	2.952654320987654	O_Sp_90Mhz
614.8162	17.190036406735903	229.62317375005705	3.1540622550802873	O_Sp_90Mhz
387.1402	12.852942730953256	218.93241958041958	3.1534802797202794	O_Sp_90Mhz
257.2055	7.944701086956522	185.0649184782609	3.915	O_Sp_90Mhz
318.8006666666667	9.692811447811447	232.17845117845118	3.080614478114478	O_Sp_90Mhz
436.4548	14.483334199566883	230.8015792103948	2.7335826919873396	O_Sp_90Mhz
461.32175	15.858035714285714	231.07142857142858	2.8026785714285714	O_Sp_90Mhz
413.08099999999996	15.077810669201975	231.09670908801345	2.583751552795031	O_Sp_90Mhz
405.609	15.957738705738706	228.2136100936101	2.3611525641025644	O_Sp_90Mhz
426.98975	15.547332005808837	228.90881886991724	2.666179149797571	O_Sp_90Mhz
498.759	21.19627513227513	233.8253968253968	2.3198624338624336	O_Sp_90Mhz
430.41475	14.804868705855549	170.88226247436774	2.749407894736842	O_Sp_90Mhz
459.9826	17.941234675324676	231.57080697080696	2.415512052762053	O_Sp_90Mhz
345.55879999999996	15.032807575757579	231.0	2.272939393939394	O_Sp_90Mhz
346.417	14.029199999999998	233.43564356435644	2.4986138613861386	O_Sp_90Mhz
291.325	10.64542139657444	229.3674421810074	2.686736343366778	O_Sp_90Mhz
402.1574	13.799815002513828	224.24849740237974	2.8604957264957265	O_Sp_90Mhz
291.3325	15.395990241287556	221.78514957264957	2.7701832264957265	O_Sp_90Mhz
404.496125	13.538794626267453	224.1117448372883	2.777726897197006	O_Sp_90Mhz
566.2185	21.06675	225.34305555555557	2.365388888888889	O_Sp_90Mhz
458.622	17.028222865747843	231.95387702214816	2.7758460894486303	O_Sp_90Mhz
504.2626	19.139558412698413	229.01803174603174	2.570674761904762	O_Sp_90Mhz
506.26425	16.70315953947368	232.4286842105263	2.7734105263157893	O_Sp_90Mhz
396.1248333333333	14.200762626205695	204.0661657475356	2.963263888888889	O_Sp_90Mhz
386.67800000000005	12.244932168770196	233.20267056886772	2.933809523809524	O_Sp_90Mhz
399.01800000000003	12.579240082966036	232.39137498919712	2.9408421052631577	O_Sp_90Mhz
437.90774999999996	14.612776093514329	231.92544997486175	2.6859616557734203	O_Sp_90Mhz
433.6193999999999	15.91488895162808	229.1372482589874	2.6171258234519104	O_Sp_90Mhz
486.1272	15.842981343873518	229.01058558832474	2.6525975311644876	O_Sp_90Mhz
374.879	18.828812499999998	227.24338624338623	2.1498765432098765	O_Sp_90Mhz
358.6798	15.044752185717096	231.54044619319296	2.449903946488294	O_Sp_90Mhz
369.3872	13.547122145588967	229.43403370085292	2.5750815957497877	O_Sp_90Mhz
219.3976	11.575994322344323	227.24103913630228	2.461024146905726	O_Sp_90Mhz
264.8754	12.057723692973692	220.1287574744096	2.579077936556197	O_Sp_90Mhz
387.15825	14.604546296296297	228.05185185185186	2.6419953703703705	O_Sp_90Mhz
436.12120000000004	16.29561566137566	231.7865396825397	2.3800317460317464	O_Sp_90Mhz
376.05775	13.678010968379446	226.5168115942029	2.595239855072464	O_Sp_90Mhz
347.2154	15.457135964912279	232.2205128205128	2.6044644677934152	O_Sp_90Mhz
328.9585	14.0429	234.16347826086957	2.3453391304347826	O_Sp_90Mhz
322.5986666666667	10.869467923380967	231.7037051609942	2.872042232277526	O_Sp_90Mhz
274.5556	10.39444677409547	230.08288233505627	2.676161751292186	O_Sp_90Mhz
315.6324	11.189022727272725	228.47145135566188	2.8828560606060605	O_Sp_90Mhz
359.1714	13.719169935587763	228.85553623188406	2.9219999999999997	O_Sp_90Mhz
456.2504	14.104180241327299	224.4955128205128	3.0	O_Sp_90Mhz
486.21375	15.07652850435949	231.66478873239436	2.9621478873239435	O_Sp_90Mhz
413.0295	14.02841230476269	233.58439201451904	2.8753125	O_Sp_90Mhz
376.87960000000004	12.527144366229583	231.11557763975156	2.962962962962963	O_Sp_90Mhz
353.21275	12.034483992094863	230.23232745515352	3.0	O_Sp_90Mhz
422.06059999999997	12.91709649873476	231.18251313903488	2.976923076923077	O_Sp_90Mhz
418.1862	13.416123887025165	232.58325572126083	2.94903137254902	O_Sp_90Mhz
396.21675	13.737027326839828	230.16147186147185	2.901895833333333	O_Sp_90Mhz
338.5632	12.191708205128204	232.67224476650563	3.1131481481481478	O_Sp_90Mhz
307.45140000000004	11.040368686868687	231.88888888888886	2.9517272727272728	O_Sp_90Mhz
326.711	10.914520186335402	232.33813664596272	3.0	O_Sp_90Mhz
268.91375	10.845413279967158	219.84802259887005	2.93135593220339	O_Sp_90Mhz
354.9708	12.861992874493927	231.38830769230768	2.8652738461538463	O_Sp_90Mhz
345.76825	12.291472319347319	229.48965034965036	3.007561188811189	O_Sp_90Mhz
392.78180000000003	12.800870528022703	228.94292084726868	2.916211538461538	O_Sp_90Mhz
429.34825	13.60608717948718	230.34666666666666	2.976814423076923	O_Sp_90Mhz
431.1006666666667	14.972978460488136	230.32281959378733	3.024021164021164	O_Sp_90Mhz
293.1512	13.112047619047619	220.96984126984125	2.7906031746031745	O_Sp_90Mhz
241.9036	9.37519282051282	234.54947985347985	2.5696410256410256	O_Sp_90Mhz
411.01660000000004	11.854335733232285	228.87768093974992	2.951150183150183	O_Sp_90Mhz
373.60625	14.853080723624203	227.94724840377015	3.0	O_Sp_90Mhz
253.1346	13.445622624868182	213.38921561969437	3.016129032258065	O_Sp_90Mhz
226.7308	8.062160535117055	229.46421404682275	2.9987500000000002	O_Sp_90Mhz
321.13625	10.572736775362317	227.40101449275363	2.8887409420289853	O_Sp_90Mhz
340.585	13.323711445482996	229.56405203991412	2.591335433244916	O_Sp_90Mhz
357.8912	13.50912071863228	223.09186612576065	2.97670197044335	O_Sp_90Mhz
343.1855	13.250978059581321	234.88212560386472	2.731736312399356	O_Sp_90Mhz
345.2424	11.775476551724138	231.65862068965515	3.16	O_Sp_90Mhz
432.5108	14.077214653630122	230.32822300811318	3.4665107135427506	O_Sp_90Mhz
399.8415	14.985296037296038	234.06526806526807	2.8746923076923077	O_Sp_90Mhz
433.87039999999996	14.338553223336117	232.28571428571428	3.2090534321915904	O_Sp_90Mhz
454.82039999999995	13.92342528675833	233.69759048680788	3.3750594524959743	O_Sp_90Mhz
402.063	13.730657051282051	234.52564102564102	3.3882852564102564	O_Sp_90Mhz
419.84880000000004	12.97774462146549	233.7306099118273	3.158147435897436	O_Sp_90Mhz
372.62039999999996	12.406809868875087	229.6923583662714	3.2152453886693015	O_Sp_90Mhz
398.639	12.44495855292051	231.7148294539599	3.255455780632411	O_Sp_90Mhz
363.8156	11.444740828060828	232.86396984657853	3.2823481446090144	O_Sp_90Mhz
293.43600000000004	9.642694237867397	226.66554545454545	3.5082196969696975	O_Sp_90Mhz
329.3362	8.516669899665553	225.30292084726867	3.5253013776078994	O_Sp_90Mhz
242.31	9.114479166666667	231.63917525773198	3.159690721649484	O_Sp_90Mhz
271.7858	8.618079710144928	232.77797101449278	2.9779617391304347	O_Sp_90Mhz
313.8754	12.031151114827201	233.25529861442905	3.1117435897435897	O_Sp_90Mhz
385.8605	14.781341089466089	218.79584535834536	3.25516835016835	O_Sp_90Mhz
570.712	16.12813462316461	232.86763760976655	3.38500859689203	O_Sp_90Mhz
621.229	17.074938271604935	231.5679012345679	3.3055555555555554	O_Sp_90Mhz
591.5196	17.865797871499698	231.7621400911462	3.1708175847141367	O_Sp_90Mhz
550.9105999999999	17.061013532763532	233.38746438746438	3.3531851851851853	O_Sp_90Mhz
545.76575	16.037926460113958	234.54945054945054	3.3726971408221407	O_Sp_90Mhz
573.7304	17.32183218390805	233.81588480485033	3.3627848364279394	O_Sp_90Mhz
491.54075	15.001797030406365	232.00364576599873	3.512238138332256	O_Sp_90Mhz
354.87583333333333	11.104989521653316	191.9042007666327	3.517822080453659	O_Sp_90Mhz
435.19359999999995	13.82894150555327	218.7498560263266	3.6439882352941178	O_Sp_90Mhz
450.59499999999997	15.12434380032206	233.87466666666668	3.248136296296296	O_Sp_90Mhz
398.20925	14.40805402930403	235.49656750572083	2.7906728097417455	O_Sp_90Mhz
401.931	12.454154405594405	230.5699766899767	3.3749428904428904	O_Sp_90Mhz
456.26325	13.373032407407408	235.93333333333334	3.5019742063492063	O_Sp_90Mhz
542.0642	15.897851063556327	234.48631064841592	3.1556525930210144	O_Sp_90Mhz
594.692	15.814736339175699	233.6170342243569	3.5756356149571253	O_Sp_90Mhz
513.0225	14.857357660455488	232.32596273291924	3.4232576345755694	O_Sp_90Mhz
561.7758	14.917172240802676	233.11268036311512	3.6581718426501033	O_Sp_90Mhz
604.72375	17.324055615680614	230.05954785954785	3.344926948051948	O_Sp_90Mhz
586.3668	15.411346098989577	233.86500115021855	3.827196273291926	O_Sp_90Mhz
405.4485	13.497738095238097	228.42857142857144	3.645625	O_Sp_90Mhz
410.2796	13.494671247592986	213.89586918548017	3.7226746752696407	O_Sp_90Mhz
512.04825	15.625945396188138	229.95615017166742	3.437814412598895	O_Sp_90Mhz
516.1974	14.17765451881452	234.13566433566433	3.7506729936729934	O_Sp_90Mhz
569.6142500000001	14.42752938285547	229.74864587908067	3.7026186816404207	O_Sp_90Mhz
565.8985	15.2334072387808	236.5809877648958	3.7537232478037077	O_Sp_90Mhz
559.2819999999999	15.1976360645933	231.3159489633174	3.7162430223285483	O_Sp_90Mhz
482.17625	12.787946103896104	231.25274725274724	3.603118131868132	O_Sp_90Mhz
528.7497999999999	13.125157699562916	229.13675261936132	3.8592592592592596	O_Sp_90Mhz
467.16375	13.751612633509549	233.41298953500916	3.3754801398928325	O_Sp_90Mhz
435.71139999999997	11.516788421348767	233.94269868062975	3.622521062271062	O_Sp_90Mhz
601.5495000000001	14.383549422948235	231.2385318409739	3.737051077560524	O_Sp_90Mhz
720.45075	17.054114285714284	232.9257142857143	4.0	O_Sp_90Mhz
693.3576	18.25238092105263	226.2937343358396	3.796241666666667	O_Sp_90Mhz
526.4074	16.318100579503056	213.74900373104705	3.825779645947448	O_Sp_90Mhz
546.5408	15.464412608695653	230.94086956521738	3.5143514492753622	O_Sp_90Mhz
518.7873999999999	14.73196645021645	225.07445887445888	3.7478333333333333	O_Sp_90Mhz
513.988	16.085041581027667	218.48074308300397	3.742325375494071	O_Sp_90Mhz
421.7634	13.04503848003848	229.75233494363928	3.441966183574879	O_Sp_90Mhz
503.856	12.589062520812522	228.0909090909091	3.8256772394272396	O_Sp_90Mhz
649.0906666666666	15.596362419374467	232.384203480589	3.8523102511054312	O_Sp_90Mhz
483.8514	14.194855689223058	182.83259649122806	3.7996290726817046	O_Sp_90Mhz
598.554	17.14285118012422	229.2792380952381	3.489285714285714	O_Sp_90Mhz
611.71275	16.62471100759144	231.10113447870884	3.775245057087162	O_Sp_90Mhz
634.094	16.654393162393163	229.4585754985755	3.6593732193732196	O_Sp_90Mhz
403.7206	13.527946401414678	194.3167768936045	3.4663890362511056	O_Sp_90Mhz
503.73600000000005	14.932401492686836	227.30487878180725	3.6443854137447405	O_Sp_90Mhz
439.87600000000003	15.22158253968254	214.75095238095236	3.45075	O_Sp_90Mhz
590.3986	17.453467076562728	231.43186611321252	3.2345974754558204	O_Sp_90Mhz
619.745	19.229328985507248	230.94479871175523	3.0449074074074076	O_Sp_90Mhz
613.6482	18.473733984962404	231.46185645933014	3.102886363636364	O_Sp_90Mhz
675.9592	18.59581036168133	233.36011730205277	3.1890153958944283	O_Sp_90Mhz
648.904	17.342142597361608	232.67126962834374	3.582842185366647	O_Sp_90Mhz
652.8245000000001	17.548222727272726	228.3583216783217	3.5490265734265733	O_Sp_90Mhz
628.125	18.6963615136876	228.71080745341615	3.1182608695652174	O_Sp_90Mhz
508.5296	15.950798641173643	225.35090311986863	3.331705596606459	O_Sp_90Mhz
523.59275	14.56563320416143	233.52624724504108	3.4340204451345757	O_Sp_90Mhz
475.9662	12.97243056249653	232.40409189344723	3.7792759175967574	O_Sp_90Mhz
560.4432	15.940555539457161	232.69454264464406	3.143362407031778	O_Sp_90Mhz
421.5596666666667	13.538845843045843	228.9801087801088	3.2569720279720276	O_Sp_90Mhz
420.5146	11.18951	230.2140606060606	3.4075345454545456	O_Sp_90Mhz
458.54774999999995	14.248905906895038	231.56302151954327	3.4227080588493632	O_Sp_90Mhz
458.3914	13.378444444444444	218.66394736842102	3.594939692982456	O_Sp_90Mhz
562.7092	16.106668376068377	232.9499487179487	3.29624547008547	O_Sp_90Mhz
409.6411666666666	12.958544318876976	202.3287356321839	3.541967682475289	O_Sp_90Mhz
584.3	16.01725290155247	231.32818331094194	3.429978354978355	O_Sp_90Mhz
605.5852	15.443532419880285	232.57129104620623	3.584505315011667	O_Sp_90Mhz
595.5422000000001	15.963497240537242	229.82262271062274	3.589088253968254	O_Sp_90Mhz
624.08	15.337998556998558	230.77316017316016	3.6637316017316017	O_Sp_90Mhz
619.7216000000001	16.327720909203517	230.68466174727047	3.679350604307126	O_Sp_90Mhz
724.00775	18.12374342105263	231.25654135338345	3.7907462406015036	O_Sp_90Mhz
699.9598	17.577066666666667	232.7942857142857	3.9034126984126987	O_Sp_90Mhz
691.8854	16.511324127626757	226.4429149797571	3.8613634085213038	O_Sp_90Mhz
699.89725	18.749605263157896	232.34382965961913	3.3732681061628433	O_Sp_90Mhz
600.6328	15.334977228424597	230.1537324118377	3.832014382420698	O_Sp_90Mhz
645.6166000000001	15.515641898537194	231.16835107376284	3.8567563025210085	O_Sp_90Mhz
459.303	15.146710581473968	223.19780516981328	3.630766411816716	O_Sp_90Mhz
357.68860000000006	12.742150677697587	220.9247808484422	3.2828167224080267	O_Sp_90Mhz
391.723	13.161505376344085	225.1738721804511	3.5900093984962407	O_Sp_90Mhz
423.79350000000005	13.718119271533064	222.45775986465642	3.0710689655172416	O_Sp_90Mhz
346.9158333333333	14.034261058864507	172.54715256008362	3.5585823754789274	O_Sp_90Mhz
640.09875	16.851887626262624	226.96094276094277	3.5014726430976433	O_Sp_90Mhz
