Tput(Mbps)	config
808.031	V_It_90Mhz
805.664	V_It_90Mhz
871.477	V_It_90Mhz
811.214	V_It_90Mhz
836.092	V_It_90Mhz
899.076	V_It_90Mhz
864.937	V_It_90Mhz
880.657	V_It_90Mhz
946.911	V_It_90Mhz
895.349	V_It_90Mhz
859.554	V_It_90Mhz
869.898	V_It_90Mhz
853.699	V_It_90Mhz
913.177	V_It_90Mhz
824.422	V_It_90Mhz
869.463	V_It_90Mhz
812.526	V_It_90Mhz
815.069	V_It_90Mhz
864.027	V_It_90Mhz
848.04	V_It_90Mhz
892.763	V_It_90Mhz
863.831	V_It_90Mhz
829.229	V_It_90Mhz
955.183	V_It_90Mhz
921.142	V_It_90Mhz
852.648	V_It_90Mhz
884.424	V_It_90Mhz
939.125	V_It_90Mhz
874.271	V_It_90Mhz
835.21	V_It_90Mhz
807.769	V_It_90Mhz
880.999	V_It_90Mhz
833.896	V_It_90Mhz
841.343	V_It_90Mhz
812.355	V_It_90Mhz
732.181	V_It_90Mhz
903.682	V_It_90Mhz
828.81	V_It_90Mhz
838.516	V_It_90Mhz
803.952	V_It_90Mhz
813.7	V_It_90Mhz
787.227	V_It_90Mhz
861.875	V_It_90Mhz
818.313	V_It_90Mhz
916.614	V_It_90Mhz
805.71	V_It_90Mhz
654.07	V_It_90Mhz
716.811	V_It_90Mhz
916.588	V_It_90Mhz
767.889	V_It_90Mhz
879.893	V_It_90Mhz
879.472	V_It_90Mhz
868.717	V_It_90Mhz
855.212	V_It_90Mhz
860.593	V_It_90Mhz
809.128	V_It_90Mhz
851.945	V_It_90Mhz
877.0	V_It_90Mhz
851.947	V_It_90Mhz
897.779	V_It_90Mhz
819.279	V_It_90Mhz
858.639	V_It_90Mhz
867.087	V_It_90Mhz
785.878	V_It_90Mhz
851.601	V_It_90Mhz
879.509	V_It_90Mhz
802.576	V_It_90Mhz
859.989	V_It_90Mhz
936.629	V_It_90Mhz
848.287	V_It_90Mhz
813.621	V_It_90Mhz
859.126	V_It_90Mhz
783.381	V_It_90Mhz
866.674	V_It_90Mhz
822.1	V_It_90Mhz
877.365	V_It_90Mhz
870.422	V_It_90Mhz
913.219	V_It_90Mhz
832.389	V_It_90Mhz
875.457	V_It_90Mhz
912.19	V_It_90Mhz
814.574	V_It_90Mhz
905.009	V_It_90Mhz
809.362	V_It_90Mhz
918.555	V_It_90Mhz
854.056	V_It_90Mhz
931.465	V_It_90Mhz
939.345	V_It_90Mhz
859.673	V_It_90Mhz
832.077	V_It_90Mhz
940.955	V_It_90Mhz
900.514	V_It_90Mhz
907.79	V_It_90Mhz
962.248	V_It_90Mhz
865.171	V_It_90Mhz
875.282	V_It_90Mhz
888.477	V_It_90Mhz
881.887	V_It_90Mhz
931.897	V_It_90Mhz
806.605	V_It_90Mhz
858.626	V_It_90Mhz
819.767	V_It_90Mhz
810.458	V_It_90Mhz
896.839	V_It_90Mhz
886.163	V_It_90Mhz
910.885	V_It_90Mhz
841.0	V_It_90Mhz
835.979	V_It_90Mhz
973.288	V_It_90Mhz
883.859	V_It_90Mhz
894.742	V_It_90Mhz
924.507	V_It_90Mhz
712.92	V_It_90Mhz
941.142	V_It_90Mhz
813.172	V_It_90Mhz
841.679	V_It_90Mhz
908.094	V_It_90Mhz
820.152	V_It_90Mhz
874.926	V_It_90Mhz
834.031	V_It_90Mhz
866.966	V_It_90Mhz
818.569	V_It_90Mhz
897.805	V_It_90Mhz
833.644	V_It_90Mhz
803.455	V_It_90Mhz
808.415	V_It_90Mhz
859.626	V_It_90Mhz
825.104	V_It_90Mhz
811.324	V_It_90Mhz
901.423	V_It_90Mhz
797.429	V_It_90Mhz
852.819	V_It_90Mhz
851.686	V_It_90Mhz
722.086	V_It_90Mhz
780.532	V_It_90Mhz
751.251	V_It_90Mhz
840.255	V_It_90Mhz
686.123	V_It_90Mhz
569.136	V_It_90Mhz
654.219	V_It_90Mhz
561.752	V_It_90Mhz
884.068	V_It_90Mhz
778.746	V_It_90Mhz
794.0	V_It_90Mhz
757.165	V_It_90Mhz
901.57	V_It_90Mhz
871.287	V_It_90Mhz
816.292	V_It_90Mhz
859.752	V_It_90Mhz
879.772	V_It_90Mhz
901.14	V_It_90Mhz
900.664	V_It_90Mhz
946.462	V_It_90Mhz
890.971	V_It_90Mhz
851.928	V_It_90Mhz
833.958	V_It_90Mhz
884.789	V_It_90Mhz
836.939	V_It_90Mhz
846.563	V_It_90Mhz
880.901	V_It_90Mhz
905.447	V_It_90Mhz
908.213	V_It_90Mhz
818.755	V_It_90Mhz
835.288	V_It_90Mhz
741.811	V_It_90Mhz
874.923	V_It_90Mhz
815.615	V_It_90Mhz
814.774	V_It_90Mhz
871.531	V_It_90Mhz
914.358	V_It_90Mhz
827.673	V_It_90Mhz
882.676	V_It_90Mhz
894.376	V_It_90Mhz
932.107	V_It_90Mhz
828.873	V_It_90Mhz
684.078	V_It_90Mhz
790.043	V_It_90Mhz
878.516	V_It_90Mhz
866.404	V_It_90Mhz
852.077	V_It_90Mhz
938.7	V_It_90Mhz
891.485	V_It_90Mhz
829.448	V_It_90Mhz
889.437	V_It_90Mhz
840.435	V_It_90Mhz
926.573	V_It_90Mhz
827.078	V_It_90Mhz
878.813	V_It_90Mhz
